,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-177_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,2.6384737579,0.10694923740000001,2.5273224274,0.09657330300000001,7.9522689859,0.2611585086,13.1180651712,0.464681049
1,MOF-177_EQeq,1e-05,0.03,0.193998,0.775992,0.00017461060000000003,0.000427707,2.5754990235,0.0982074076,2.5095599463,0.12222930550000001,7.9483052001,0.3159300277,13.033538780499999,0.5367944478
2,MOF-177_EQeq,5e-05,0.03,0.19399,0.77596,0.0006111373,0.0008903431,2.6078244575,0.2456289523,2.5079926686,0.06738731790000001,7.9989196954,0.2183237702,13.115347958800001,0.5322303835
3,MOF-177_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0015714957999999998,0.0017977267000000002,2.568794489,0.1401748767,2.4843093605,0.1127999157,7.9830645523,0.25997717649999996,13.0377398976,0.5147496956000001
4,MOF-177_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0069844259,0.0050907315,2.590584226,0.16649724,2.5355071,0.0302225385,7.942969334600001,0.26962157940000003,13.0760450865,0.4714320894
5,MOF-177_EQeq,0.001,0.03,0.1938,0.7752,0.011087776200000002,0.0048326474,2.5616110591999997,0.14176110349999999,2.5243620139,0.0157461323,8.002578574600001,0.0955511314,13.099639423900001,0.2578910146
6,MOF-177_EQeq,0.005,0.03,0.193,0.772,0.0639074973,0.010383095600000001,2.6303325374,0.08649332050000001,2.4870956321,0.1454334659,7.924827392,0.1651473891,13.106163058800002,0.4074572711
7,MOF-177_EQeq,0.01,0.03,0.192,0.768,0.12423547630000001,0.0120797257,2.5812457673,0.2224828284,2.4890111937,0.144907049,7.7467619387,0.1799940894,12.941254376,0.5594636925
8,MOF-177_EQeq,0.02,0.03,0.19,0.76,0.253709272,0.0131758747,2.6049510856,0.0646490943,2.4338081889,0.1034901575,7.823445948200001,0.1961585266,13.1159144947,0.37747365310000003
9,MOF-177_EQeq,0.03,0.03,0.188,0.752,0.3980249728,0.0158347888,2.6176418115,0.15079196150000002,2.432937479,0.0938584838,7.724961117,0.2269504832,13.1735653803,0.48743571729999996
10,MOF-177_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.5143156646,0.038932301600000004,2.6128528583,0.1666775876,2.4191802633,0.1192057443,7.629982711699999,0.2387490703,13.1763314979,0.5635647038
11,MOF-177_EQeq,0.05,0.03,0.184,0.736,0.6564487323,0.0349107781,2.6652918957,0.13327924300000002,2.3840035851,0.0695609444,7.4883535968,0.1935938409,13.1940978099,0.4313448064
