,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,2.6709904778999998,0.1194727184,3.6265228618000003,0.0527947363,10.7317726886,0.24916049989999997,17.0292860283,0.4214279546
1,NU-125_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.00015728780000000002,0.000419434,2.6177863607,0.18332131210000002,3.552377735,0.1367832605,10.687369773099999,0.25877574600000003,16.8576911566,0.5792997526
2,NU-125_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0014680189999999999,0.0010795842999999999,2.626989235,0.1179658257,3.6581051302999996,0.051758772,10.789084492999999,0.10159825550000001,17.0756468773,0.2724024375
3,NU-125_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.0028311795000000002,0.00039234459999999997,2.6859451486,0.0872037598,3.6692948744,0.1216903032,10.8157262423,0.42937417240000003,17.1737974448,0.63866058
4,NU-125_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.013736463700000002,0.0049250019,2.6705590931,0.12418287060000001,3.6286144028,0.1567213284,10.8628757298,0.2690691328,17.1757856894,0.5548983337
5,NU-125_v2_EQeq,0.001,0.01,0.1978,0.7912,0.0242223138,0.005514799599999999,2.61074041,0.1018059848,3.5839600033999996,0.0823557365,10.845023011199999,0.2604388943,17.063945738399998,0.45011541520000004
6,NU-125_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.1263020648,0.0062159072,2.6341789806,0.1724062009,3.6185750062,0.1266109787,10.6704325786,0.2137084901,17.0494886302,0.5189415769
7,NU-125_v2_EQeq,0.01,0.01,0.196,0.784,0.2496680916,0.0177876616,2.6485584717,0.1011089908,3.5400376433,0.09215463310000001,10.5343857076,0.1304477501,16.9726499142,0.3414990356
8,NU-125_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.509979321,0.0179384672,2.5789617346,0.0603459121,3.4659970935000004,0.1359800839,10.4238819571,0.3040149703,16.9788201062,0.5182794335
9,NU-125_v2_EQeq,0.03,0.01,0.192,0.768,0.7729644421999999,0.0178647623,2.5926222512,0.0872397932,3.5079324897000004,0.1793017934,10.3773733363,0.3388900468,17.2508925194,0.6232963957
10,NU-125_v2_EQeq,0.04,0.01,0.19,0.76,1.00260456,0.0212958297,2.6271330299,0.11390517650000001,3.4894223522,0.0835402407,10.2252132424,0.0638838997,17.3443731845,0.2826251466
11,NU-125_v2_EQeq,0.05,0.01,0.188,0.752,1.2524299393,0.0385340369,2.5716281941,0.19040618260000003,3.4121399139,0.1268888099,10.0319461195,0.2870265812,17.2681441668,0.6428556106000001
