,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,10.336907356900001,0.4697894221,4.0582279832,0.2033898749,10.689782789,0.34274344770000004,25.0849181291,1.0159227446999999
1,HKUST-1_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.000331526,0.0006202283,10.099136210800001,0.367301683,4.1116257199,0.1298663673,10.8550625976,0.39123975899999996,25.0661560543,0.8890280376
2,HKUST-1_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0027350895,0.00312761,9.9661571282,0.30581250239999996,4.048308898999999,0.1636385031,10.840010846199998,0.5472550329,24.8572119629,1.0198336484000001
3,HKUST-1_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.005718823499999999,0.0038305242999999998,10.297354604099999,0.5052975571,4.0468210364,0.103100174,10.7489766959,0.46970368450000005,25.098871159899996,1.0819319399
4,HKUST-1_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0225437679,0.0080969753,10.071631135599999,0.44580249520000004,4.0102857429,0.0773335243,10.7783565568,0.195561407,24.882817203200002,0.7267944018000001
5,HKUST-1_v2_EQeq,0.001,0.01,0.1978,0.7912,0.045916350700000004,0.0067005989,10.1452810891,0.6957632364,4.0200395091,0.1365875463,10.7310303769,0.2633553874,24.9422673258,1.1024067690000001
6,HKUST-1_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.22676378260000002,0.023126166200000003,9.8356785069,0.3859570172,4.0129308320999995,0.1335761822,10.683270011900001,0.3101909697,24.758643133499998,0.8528503353
7,HKUST-1_v2_EQeq,0.01,0.01,0.196,0.784,0.4701867466,0.0194840286,9.7438433798,0.4185430418,3.9601943676999998,0.2414481591,10.5770393819,0.1639731016,24.751263876,0.8434483311
8,HKUST-1_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.9406221376999999,0.0361401355,9.9402432557,0.46892190289999996,3.8796844675999997,0.150483401,10.3389611987,0.2726316971,25.0995110597,0.9281771365000001
9,HKUST-1_v2_EQeq,0.03,0.01,0.192,0.768,1.381551715,0.1198059457,9.5438064692,0.3432767653,3.7292450239,0.0875630376,10.0639772789,0.34519050310000005,24.718580486999997,0.8958362517
10,HKUST-1_v2_EQeq,0.04,0.01,0.19,0.76,1.8227299368,0.10329123289999999,9.5035717724,0.29815713920000003,3.7537120982,0.055753136200000004,9.9746798692,0.1590906585,25.0546936766,0.6162921668
11,HKUST-1_v2_EQeq,0.05,0.01,0.188,0.752,2.1930444765,0.1368202612,9.1812395686,0.284414169,3.6075709243,0.1429044434,9.6801576182,0.2841619266,24.662012587600003,0.8483008002
