,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,0.7857131356999999,0.0756602474,1.8830948672999999,0.11028284669999999,5.9455143378,0.1275612292,8.614322340800001,0.3135043233
1,IRMOF-1_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.0,0.0,0.7285703622,0.035283059900000004,1.8327058459999999,0.0606117833,5.9455143378,0.075094525,8.506790546,0.1709893682
2,IRMOF-1_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.00013021809999999999,0.0005208725,0.7424989131999999,0.0791342313,1.8843935534,0.049034645599999996,5.9214112086,0.2600404369,8.5484338933,0.3887301863
3,IRMOF-1_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.0007813088,0.0015185913,0.7557131796,0.0825423852,1.8771209111000002,0.0551866729,5.921638596599999,0.1512880642,8.5552539961,0.29053571359999997
4,IRMOF-1_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0055993797,0.0035518771,0.7517846139,0.0461253162,1.9036141079,0.0625616342,5.9848524638,0.2513928472,8.6458505653,0.36363167469999996
5,IRMOF-1_v2_EQeq,0.001,0.01,0.1978,0.7912,0.009375705600000001,0.005247645400000001,0.7382132052,0.057169552900000004,1.8838740789,0.10083158240000001,6.0116842492,0.0655351027,8.6431472389,0.2287838834
6,IRMOF-1_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.0483109275,0.0120871611,0.7521417562999999,0.0572498159,1.8508874516,0.10793824,5.870021518,0.1961239725,8.5213616534,0.3733991895
7,IRMOF-1_v2_EQeq,0.01,0.01,0.196,0.784,0.09649163699999999,0.008999194200000001,0.7746417233,0.0373482781,1.8649132616,0.1662561713,5.854104357200001,0.1627818667,8.590150979099999,0.3753855103
8,IRMOF-1_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.20092658010000003,0.0098691257,0.7332132126,0.0744571106,1.8534848238,0.0370760671,5.8197687674,0.1475003478,8.6073933839,0.2689026512
9,IRMOF-1_v2_EQeq,0.03,0.01,0.192,0.768,0.2827035679,0.0189671998,0.76035603,0.073865462,1.8308876854,0.0642638392,5.7238110266,0.11431625570000001,8.5977583099,0.27141275670000004
10,IRMOF-1_v2_EQeq,0.04,0.01,0.19,0.76,0.38166934939999997,0.0330394995,0.7582131759999999,0.0734568075,1.8150437147999998,0.0512044778,5.664007979500001,0.1358661921,8.6189342197,0.2935669769
11,IRMOF-1_v2_EQeq,0.05,0.01,0.188,0.752,0.4730824792,0.0481039251,0.7432131979000001,0.0239471858,1.7929660509,0.054050311399999995,5.5946546360000005,0.1077483317,8.603916364,0.233849754
