,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,1.2809592891,0.0399277035,3.2140997585,0.10605331009999999,9.4645958238,0.060322991299999996,13.959654871400001,0.20630400489999998
1,NU-100_EQeq,1e-05,0.01,0.197998,0.791992,0.0001279478,0.000159579,1.2687942114,0.07065470780000001,3.1833896317000003,0.12328126560000001,9.5425706582,0.2144675655,13.9948824491,0.4085631179
2,NU-100_EQeq,5e-05,0.01,0.19799,0.79196,0.0006823884,0.0004391012,1.2920716197,0.0843306566,3.176243785,0.0820872746,9.4640745021,0.3221497761,13.9330722952,0.4890068085
3,NU-100_EQeq,0.0001,0.01,0.19798,0.79192,0.0018765682,0.0007460577000000001,1.2560442742,0.0475665916,3.172798466,0.052360047199999996,9.5378042882,0.2264882295,13.9685235966,0.327160926
4,NU-100_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0085511802,0.0011711091,1.2934752825,0.0519734471,3.2108671136,0.0631865038,9.56651422,0.2273680245,14.079407796300002,0.34369908450000003
5,NU-100_EQeq,0.001,0.01,0.1978,0.7912,0.0187017083,0.0020212338,1.2689696692,0.0602996674,3.207124051,0.039221608,9.4863051497,0.10317789849999999,13.9811005782,0.2047204077
6,NU-100_EQeq,0.005,0.01,0.197,0.7879999999999999,0.09201581689999999,0.0045776009,1.2654020262999999,0.0392778337,3.1898123867000003,0.0495515653,9.5353838659,0.1925607239,14.082614095799999,0.28596772379999996
7,NU-100_EQeq,0.01,0.01,0.196,0.784,0.1821550656,0.009933345500000001,1.2696715007,0.0420764041,3.1584642377999996,0.052014619299999995,9.466718347999999,0.2267467096,14.0770091521,0.33077107850000004
8,NU-100_EQeq,0.02,0.01,0.194,0.7759999999999999,0.3553324581,0.0173250585,1.2454583171,0.055345140999999994,3.0937688044,0.048173738,9.3073428508,0.246954065,14.0019024304,0.3677980025
9,NU-100_EQeq,0.03,0.01,0.192,0.768,0.5388736252,0.0195126855,1.3006690545,0.039767694,3.1065292449,0.06735664870000001,9.2660094858,0.1339149824,14.2120814104,0.2605520106
10,NU-100_EQeq,0.04,0.01,0.19,0.76,0.7119443945999999,0.0305302704,1.2613664957,0.08693979339999999,3.049872889,0.08901451769999999,9.0256056984,0.2361740398,14.0487894777,0.4426586213
11,NU-100_EQeq,0.05,0.01,0.188,0.752,0.8823922334000001,0.0267085973,1.2589685717,0.0282394493,3.0278823965,0.0614885542,8.9927996674,0.1917449466,14.162042869,0.3081815474
