,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,2.6781802234,0.1595903274,3.6026792949,0.1309611985,10.7618934293,0.39446249310000003,17.0427529476,0.685014019
1,NU-125_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.005680462,0.0019162817000000002,2.6731474015,0.0708428948,3.5870973148000003,0.061291072300000006,10.7008279764,0.2922714075,16.9667531547,0.4263216563
2,NU-125_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0238356642,0.0060351978,2.6308716976,0.1578168641,3.6121958063,0.0250059444,10.6677775589,0.25166315170000003,16.934680727,0.44052115799999997
3,NU-125_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.048339618099999995,0.012290394,2.7134099767,0.056560956600000004,3.5929536294999997,0.1392118096,10.7943029799,0.3218900209,17.1490062042,0.5299531811
4,NU-125_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.2553980284,0.0304020788,2.5980864578,0.1890290079,3.5736068757,0.16591418060000002,10.7987890477,0.1729808461,17.225880409600002,0.5583261134
5,NU-125_v2_EQeq,0.001,0.01,0.1978,0.7912,0.5187041509,0.0628989606,2.656179602,0.06309697110000001,3.5787311510000004,0.1461827037,10.663566148300001,0.47283142429999997,17.4171810522,0.7450100597
6,NU-125_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,2.5597721273,0.0855323732,2.5542290099000002,0.0473397658,3.6033067572000004,0.07075902839999999,10.561393666499999,0.24839056140000002,19.2787015609,0.4520217288
7,NU-125_v2_EQeq,0.01,0.01,0.196,0.784,4.8797396513999995,0.10615175689999999,2.5197182311,0.07690326089999999,3.5193313879000003,0.118144482,10.4085927058,0.1396322724,21.327381976199998,0.44083177219999997
8,NU-125_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,9.5723582004,0.5333011899,2.4716907308000002,0.05210378400000001,3.4001135535,0.1303427783,10.249657734,0.1292535776,25.693820218699997,0.8450013298000001
9,NU-125_v2_EQeq,0.03,0.01,0.192,0.768,14.3927314544,0.5600782958,2.4268267184,0.1437563691,3.3654985506,0.074590931,9.993219453,0.10052036939999999,30.178276176399997,0.8789459653
10,NU-125_v2_EQeq,0.04,0.01,0.19,0.76,18.447578913,0.7113991381,2.3655700862,0.0842122717,3.2752485584,0.0578090721,9.7035476497,0.2304782607,33.7919452073,1.0838987426
11,NU-125_v2_EQeq,0.05,0.01,0.188,0.752,22.7166132048,0.5514123567,2.2715282142,0.0715607624,3.1853122974,0.049088426100000006,9.5799519055,0.1717103334,37.7534056219,0.8437718786
