,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,9.1633169999,0.2628624277,2.3251428163999996,0.0753868689,7.2644675645,0.12990835480000001,18.7529273808,0.4681576514
1,UIO-66_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.5320781372,0.0375509369,9.0848960387,0.28149055359999997,2.3454374615,0.0738019641,7.1441922647,0.1696477189,19.1066039021,0.5624911735
2,UIO-66_v2_EQeq,5e-05,0.01,0.19799,0.79196,2.5023786166,0.2657679507,8.8320661876,0.32989407649999997,2.2608051238,0.0670892456,6.9327003915,0.2138301337,20.5279503195,0.8765814065
3,UIO-66_v2_EQeq,0.0001,0.01,0.19798,0.79192,4.5477462225,0.32309134429999997,8.606973653999999,0.1748683455,2.2494657965,0.016541543500000002,6.8037823949,0.0970433468,22.2079680679,0.6115445801
4,UIO-66_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,16.4635946009,0.4811703539,7.3351335969,0.1394406529,1.988172241,0.0244218673,5.74752712,0.1154243757,31.5344275588,0.7604572498000001
5,UIO-66_v2_EQeq,0.001,0.01,0.1978,0.7912,25.5206094467,0.9792133846,6.4950711146,0.169463135,1.8153621156,0.0423223469,5.1035258038,0.0867038913,38.9345684807,1.2777027578
6,UIO-66_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,61.436453387,0.5875985761,4.6810925803,0.13787476029999998,1.3901526240000002,0.051514493099999996,3.4257990908,0.060635853200000006,70.9334976821,0.8376236827
7,UIO-66_v2_EQeq,0.01,0.01,0.196,0.784,0.0,0.0,,,,,,,,
8,UIO-66_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.0,0.0,,,,,,,,
9,UIO-66_v2_EQeq,0.03,0.01,0.192,0.768,0.0,0.0,,,,,,,,
10,UIO-66_v2_EQeq,0.04,0.01,0.19,0.76,0.0,0.0,,,,,,,,
11,UIO-66_v2_EQeq,0.05,0.01,0.188,0.752,0.0,0.0,,,,,,,,
