,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-177_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,0.8277705581999999,0.0655684471,2.5764304633,0.0706681765,8.1382620107,0.2808396674,11.5424630322,0.417076291
1,MOF-177_EQeq,1e-05,0.01,0.197998,0.791992,0.0005564188,0.0014837835,0.8538703531,0.0529043876,2.590187679,0.0794621855,8.1792719482,0.24764610760000003,11.623886399100002,0.3814964642
2,MOF-177_EQeq,5e-05,0.01,0.19799,0.79196,0.0057496612,0.0046033174,0.8627299165000001,0.051324532,2.5868789815,0.0962549957,8.100148686,0.2625484837,11.5555072452,0.4147313288
3,MOF-177_EQeq,0.0001,0.01,0.19798,0.79192,0.011870268400000002,0.0048931122999999995,0.8493208475,0.0353734788,2.5339398223,0.1022935493,8.0957275403,0.1612192016,11.4908584785,0.303779342
4,MOF-177_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0571256666,0.0154110048,0.8622510212000001,0.0538496438,2.5745149016,0.07535660549999999,8.1091434306,0.24398129870000002,11.60303502,0.3885985528
5,MOF-177_EQeq,0.001,0.01,0.1978,0.7912,0.11870268380000001,0.0119049938,0.8720683751999999,0.0690440174,2.6088208699,0.042204196799999996,8.073164452,0.18349450329999997,11.6727563809,0.3066477113
6,MOF-177_EQeq,0.005,0.01,0.197,0.7879999999999999,0.6139154427,0.0274850627,0.8629693640999999,0.0361367693,2.5344622482,0.07880304219999999,8.1038075651,0.27252476010000004,12.1151546201,0.4149496343
7,MOF-177_EQeq,0.01,0.01,0.196,0.784,1.2055741322,0.1041823168,0.8248971863,0.0717704167,2.5515281614,0.0159831596,7.938700642300001,0.3328437852,12.520700122200001,0.5247796782999999
8,MOF-177_EQeq,0.02,0.01,0.194,0.7759999999999999,2.435816166,0.1542599778,0.8838013105,0.0803831178,2.5630215315,0.0639326383,7.9188817134,0.1617488551,13.801520721400001,0.460324589
9,MOF-177_EQeq,0.03,0.01,0.192,0.768,3.5827808481,0.1180202683,0.8421374178000001,0.0718757901,2.5045098292,0.0694090664,7.8755849764,0.0840757484,14.805013071500001,0.3433808732
10,MOF-177_EQeq,0.04,0.01,0.19,0.76,4.8977840169,0.2612512654,0.8933792169,0.0595334493,2.4371168863,0.115811612,7.776947692,0.17996103,16.0052278121,0.6165573567
11,MOF-177_EQeq,0.05,0.01,0.188,0.752,6.0336203224,0.2892126893,0.857462068,0.0607725518,2.4202251151,0.0996213845,7.7472192986,0.166808155,17.0585268041,0.6164147806
