,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,2.2346395863999997,0.1089512433,1.8469913933000002,0.1088469423,5.850238761,0.2366391541,9.9318697407,0.4544373397
1,IRMOF-1_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.3940460128,0.1154328475,2.2574966958,0.0443432157,1.8420563859999999,0.1442287847,5.7608752724,0.1427011507,10.254474367,0.4467059986
2,IRMOF-1_v2_EQeq,5e-05,0.03,0.19399,0.77596,2.1512272758,0.5682293679,2.2789252359,0.11402632480000001,1.7864726203,0.0814863188,5.837277644299999,0.2641046904,12.053902776300001,1.0278467019
3,IRMOF-1_v2_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,4.0714945681,0.6526451100999999,2.2514252761,0.1246708131,1.8360824299,0.0507758038,5.8015777265,0.1514711407,13.9605800006,0.9795628677
4,IRMOF-1_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,19.284687283900002,5.2256821413,2.2182110390000003,0.13836488689999998,1.8191995103999998,0.082224781,5.7235836385,0.1011342532,29.0456814718,5.5474060624
5,IRMOF-1_v2_EQeq,0.001,0.03,0.1938,0.7752,35.3001124325,5.7980134330999995,2.3432108561000002,0.1186314806,1.7602391608,0.09313816109999999,5.8181770513,0.1649376775,45.2217395007,6.1747207523
6,IRMOF-1_v2_EQeq,0.005,0.03,0.193,0.772,137.9392004923,18.1042841597,2.3807108012000002,0.1659601655,1.8025763281,0.051999366100000007,5.6942505851,0.17494755420000002,147.8167382067,18.497191245499998
7,IRMOF-1_v2_EQeq,0.01,0.03,0.192,0.768,289.530964097,26.652360604600002,2.5924962055000003,0.1696091469,1.6898503733,0.08233956740000001,5.0127687145,0.2470610248,298.8260793903,27.1513703437
8,IRMOF-1_v2_EQeq,0.02,0.03,0.19,0.76,689.0403589164,21.3862937328,2.6396389937,0.2167874563,0.8381720189,0.0623066235,1.8807262434999998,0.21784388629999998,694.3988961725,21.883231698899998
9,IRMOF-1_v2_EQeq,0.03,0.03,0.188,0.752,746.3900795794,10.824926962300001,2.2935680715999998,0.13092274880000002,0.6054474670000001,0.0778761328,1.2745098047,0.0934451303,750.5636049227,11.1271709742
10,IRMOF-1_v2_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,769.5581940162,19.0737222343,1.985354237,0.167322613,0.5225912928,0.0858249766,0.9836805379000001,0.1513345374,773.0498200839,19.4782043613
11,IRMOF-1_v2_EQeq,0.05,0.03,0.184,0.736,790.1843345926,17.0400881574,1.7874973837,0.22103619579999997,0.43687800920000003,0.047684245599999994,0.8160955734,0.0902521322,793.2248055589,17.399060731
