,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,9.6180569373,0.3425549937,2.5106611274,0.042693553200000005,7.8054261896,0.1877517485,19.9341442543,0.5730002954
1,ZIF-8_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0018316889000000002,0.0007636941,9.5579478572,0.29447934719999996,2.506926659,0.0462799718,7.701383756,0.1332950225,19.7680899611,0.4748180356
2,ZIF-8_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0080282533,0.0009022694000000001,9.5886568512,0.1644339874,2.5438319936,0.0664807625,7.7914512971,0.2968123225,19.9319683952,0.5286293418
3,ZIF-8_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.016290339299999998,0.0017358998999999998,9.662157066499999,0.20941113579999998,2.5354111336000003,0.061201274699999995,7.8354914399,0.21013126010000002,20.0493499793,0.48247957049999995
4,ZIF-8_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0777883187,0.0096171908,9.5605656731,0.24597794399999998,2.5013615688999997,0.09593967099999999,7.689780749,0.20881685719999998,19.8294963097,0.5603516629999999
5,ZIF-8_v2_EQeq,0.001,0.05,0.1898,0.7592,0.162981337,0.0104764669,9.6007390784,0.2349712767,2.5393652765,0.10354876980000001,7.783117645599999,0.18685774030000002,20.0862033375,0.5358542537
6,ZIF-8_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.8502154109000001,0.02705843,9.6577269165,0.21721329600000003,2.4718519461,0.07737287820000001,7.7277309157000005,0.0362011165,20.707525189200002,0.3578457207
7,ZIF-8_v2_EQeq,0.01,0.05,0.188,0.752,1.7548748504,0.08972133269999999,9.8285897457,0.3235614019,2.4911833119,0.0754939535,7.690421799099999,0.2101469048,21.7650697071,0.6989235929000001
8,ZIF-8_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,3.5713256245,0.1207608595,9.8070431073,0.257719252,2.3892542925,0.0189050676,7.4975939248,0.1444595302,23.265216949099997,0.5418447093
9,ZIF-8_v2_EQeq,0.03,0.05,0.184,0.736,5.396545121799999,0.3085811651,9.927563323300001,0.4450018201,2.4069014862,0.0585762349,7.304894260399999,0.18530078879999998,25.035904191700002,0.9974600089
10,ZIF-8_v2_EQeq,0.04,0.05,0.182,0.728,7.6649553805999995,0.485937319,10.0499965586,0.23415444230000002,2.3418778014,0.0749968535,7.1523884383,0.0833588007,27.2092181789,0.8784474154999999
11,ZIF-8_v2_EQeq,0.05,0.05,0.18,0.72,9.8708154132,0.4966976112,10.2420032853,0.34620822630000003,2.2844695031,0.0628670374,6.9832794182,0.08262636150000001,29.3805676198,0.9883992364
