,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,12.6234676753,0.45268921939999995,3.3676946687,0.1275661675,10.0429324079,0.2851844277,26.0340947519,0.8654398146
1,NU-125_v2_EQeq,1e-05,0.05,0.189998,0.759992,5.56585e-05,0.0002226341,12.690476104000002,0.7257706245000001,3.3898650027999997,0.1121658919,10.0909974195,0.3197360165,26.1713941848,1.157895167
2,NU-125_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0025602917,0.0015504668,12.456090398599999,0.3037122819,3.3654985506,0.0927229904,10.111322053,0.2056712866,25.935471293899997,0.6036570257
3,NU-125_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0047866322999999995,0.00220958,12.538484882799999,0.3382239721,3.4033554419,0.0810816814,10.140893479199999,0.16375078269999999,26.0875204362,0.5852660162
4,NU-125_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0238775029,0.0032720390999999996,12.5914014101,0.3073351753,3.3670672064,0.0604328672,10.0562075063,0.1669142678,26.0385536257,0.5379543494
5,NU-125_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0445824704,0.011310599099999999,12.557609606,0.5257760208,3.3445831411,0.1284461602,10.1221252366,0.2652994662,26.0689004541,0.9308322462999999
6,NU-125_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.24539839219999998,0.0372644461,12.677534562,0.3436853603,3.342282446,0.0699338238,9.9889164901,0.2224707571,26.254131890300002,0.6733543873000001
7,NU-125_v2_EQeq,0.01,0.05,0.188,0.752,0.48183576340000006,0.063862028,12.5502760655,0.2950360429,3.3387268264,0.1538561183,10.0379885781,0.30361217420000003,26.4088272334,0.8163663634
8,NU-125_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.930499052,0.0836831648,12.691626463299999,0.4927401576,3.2817323354,0.1301526797,9.865595403099999,0.184626856,26.769453253800002,0.8912028581
9,NU-125_v2_EQeq,0.03,0.05,0.184,0.736,1.4605907478,0.21849993280000002,12.4297759298,0.5159544164000001,3.2909351156,0.10043186789999999,9.7715710852,0.1633030045,26.9528728784,0.9981892216
10,NU-125_v2_EQeq,0.04,0.05,0.182,0.728,1.8842077046,0.0872775207,12.5839240747,0.1659086718,3.1892862251999996,0.0597705174,9.6661027168,0.3345896524,27.3235207213,0.6475463623
11,NU-125_v2_EQeq,0.05,0.05,0.18,0.72,2.3668226872,0.3762140799,12.6004604895,0.5322926370000001,3.1970249267,0.1147251682,9.6370806051,0.31402372829999997,27.8013887085,1.3372556134
