,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,32.4207549759,2.1958649005,3.0097807831,0.0811332852,8.236347311,0.4137808396,43.66688307,2.6907790253
1,HKUST-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0047512658000000004,0.0015137753,32.5698734002,1.4227940324000001,3.0377195369,0.183301885,8.2506754205,0.2055929662,43.8630196234,1.8132026588999999
2,HKUST-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.024372233599999998,0.0164851866,32.4578072673,1.3875840163,3.0570617511,0.1902339103,8.278897454400001,0.3278557493,43.818138706400006,1.9221588625
3,HKUST-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.050504195300000006,0.0140491998,33.0279124626,1.3690741259,2.9963900194,0.0967979299,8.1806268851,0.40868219100000003,44.2554335624,1.8886034466
4,HKUST-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.25023333,0.0575659741,32.8749296889,1.7441833241,2.9801888485,0.10780259390000001,8.2658719003,0.138321569,44.3712237677,2.0478734611
5,HKUST-1_v2_EQeq,0.001,0.05,0.1898,0.7592,0.4796138825,0.0843447774,33.3104645989,1.390642271,3.0020108338,0.0710090666,8.1655751337,0.3334788078,44.957664448900005,1.8794749228
6,HKUST-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,2.3414941554,0.10762517529999999,32.02045384,0.5930350066,2.9674593570999996,0.0571436443,8.01592599,0.1577669447,45.3453333425,0.9155707709
7,HKUST-1_v2_EQeq,0.01,0.05,0.188,0.752,4.7285652675,0.5028570647999999,31.7083507965,0.46003322909999994,2.8765344186000004,0.09966362710000001,8.0651336388,0.247734065,47.3785841214,1.3102879859999998
8,HKUST-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,8.7115337564,0.5537414326,31.049820194099997,0.9419338504000001,2.7927181571,0.1008554046,7.8487647125,0.1634480064,50.4028368201,1.759978694
9,HKUST-1_v2_EQeq,0.03,0.05,0.184,0.736,13.1310027904,1.8363000831999998,30.4299330858,0.7681522092,2.7340302423000002,0.0366633588,7.4692869032,0.2063796234,53.7642530217,2.8474952746
10,HKUST-1_v2_EQeq,0.04,0.05,0.182,0.728,16.5067771125,1.1894497003,30.3490090629,0.5031976725,2.6315330388,0.153308245,7.270574839,0.2387051445,56.7578940532,2.0846607623
11,HKUST-1_v2_EQeq,0.05,0.05,0.18,0.72,19.2343556041,1.6035342125999998,29.5349952254,1.3346898562,2.582268254,0.0609214472,7.1122419926,0.10724988099999999,58.463861076099995,3.106395397
