,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,6.1405569209,0.2585011795,2.9654413076,0.0802908351,8.9304644846,0.3108302682,18.0364627131,0.6496222828
1,NU-100_EQeq,1e-05,0.05,0.189998,0.759992,0.000271657,0.0004198739,6.1098517969,0.21817395050000002,2.9888779832999997,0.045587625,8.9822615212,0.2862962758,18.0812629584,0.5504777252
2,NU-100_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0013130088000000001,0.00039470849999999997,6.1540671755,0.10265215720000001,3.0070403437,0.0679484105,8.9458434753,0.1563701639,18.1082640033,0.3273654401
3,NU-100_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0023543606,0.0010264817,6.178455816900001,0.2356927207,3.0223103375,0.1106271238,8.9432368667,0.08684139130000001,18.1463573817,0.4341877175
4,NU-100_EQeq,0.0005,0.05,0.1899,0.7596,0.01145487,0.0012996705000000001,6.1442415358,0.22204613039999999,3.0164405348,0.13219871119999999,8.9496416764,0.1740478563,18.121778617,0.5295923684
5,NU-100_EQeq,0.001,0.05,0.1898,0.7592,0.0254452054,0.0021779671,6.0865743886,0.1339475879,3.0089969444999998,0.06685117809999999,9.0035984744,0.0168401392,18.124615012899998,0.2198168723
6,NU-100_EQeq,0.005,0.05,0.189,0.7559999999999999,0.12109110640000001,0.0073137477000000005,6.1065180976999995,0.1558314224,2.9991714053,0.065077635,9.014397281499999,0.1718779573,18.241177890899998,0.40010076240000003
7,NU-100_EQeq,0.01,0.05,0.188,0.752,0.24467240199999998,0.013104771599999999,6.0570974695,0.1464341513,2.9435784195,0.0765793717,8.8410578096,0.0857825701,18.086406100599998,0.3219008647
8,NU-100_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.48599436770000004,0.0103963779,6.0507809867999995,0.15531587,2.9320940230000003,0.0667204973,8.6769904169,0.09824525949999999,18.1458597944,0.3306780047
9,NU-100_EQeq,0.03,0.05,0.184,0.736,0.7398804695000001,0.0331081791,5.998786976799999,0.2942722448,2.8964923939,0.0707897698,8.602441411000001,0.22846203269999998,18.237601251199997,0.6266322264
10,NU-100_EQeq,0.04,0.05,0.182,0.728,0.9934270001000001,0.0443596921,6.0244623091,0.164419226,2.8652718495,0.0412167277,8.5698588035,0.1793659371,18.4530199622,0.4293615829
11,NU-100_EQeq,0.05,0.05,0.18,0.72,1.2349979846999999,0.046425492900000004,6.0041091983,0.1441938582,2.8189089156000002,0.0820975006,8.4195319619,0.1149564511,18.4775480605,0.3876733028
