,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,72.8418120597,1.5083434361,0.428413995,0.027951052599999998,1.3563975575999998,0.0946175343,74.6266236123,1.630912023
1,MOF-801_EQeq,1e-05,0.04,0.191998,0.767992,46.01716460229999,0.3993092571,28.6875485494,0.744524682,0.2949137079,0.013129201399999998,0.7772864826000001,0.0227946238,75.7769133422,1.1797577643000001
2,MOF-801_EQeq,5e-05,0.04,0.19199,0.7679600000000001,51.2365641017,0.6513416129,28.0286471825,0.21684214870000001,0.2414393231,0.0089467156,0.5965310049,0.0332560991,80.1031816122,0.9103865763
3,MOF-801_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,52.6528587304,0.3329721102,28.2306790643,1.0426002925,0.2310415261,0.019168833899999998,0.5558935324000001,0.022249089399999998,81.6704728532,1.4169903259999999
4,MOF-801_EQeq,0.0005,0.04,0.1919,0.7676000000000001,58.247615616800005,1.3354344223,27.1420557145,0.2470803431,0.1947730197,0.0097337286,0.4458201651,0.0392850947,86.0302645161,1.6315335887
5,MOF-801_EQeq,0.001,0.04,0.1918,0.7672,62.9559809719,3.3647971813999997,26.6656127952,0.5153721427,0.1694593352,0.0222968048,0.38749184630000005,0.0491346013,90.1785449486,3.9516007302
6,MOF-801_EQeq,0.005,0.04,0.191,0.764,75.651866161,4.903770425199999,22.653441739899996,2.2417506677000003,0.1115906433,0.0200784752,0.26116349,0.07138245780000001,98.6780620342,7.236982025900001
7,MOF-801_EQeq,0.01,0.04,0.19,0.76,82.0679840799,4.5243335176,20.5058955991,1.3835012997,0.0859056089,0.016145774499999998,0.1953307846,0.0264306765,102.8551160725,5.950411268300001
8,MOF-801_EQeq,0.02,0.04,0.188,0.752,93.2245333425,2.9984635248,14.1853783859,1.5014133558000002,0.0636246153,0.010874980900000001,0.1196096274,0.032067632400000004,107.5931459711,4.5428194939
9,MOF-801_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,96.4548868684,4.8061791695,12.9840375856,1.5852454395,0.0518961478,0.017080973899999997,0.1061992615,0.0268177215,109.5970198633,6.435323304400001
10,MOF-801_EQeq,0.04,0.04,0.184,0.736,99.5340641398,4.5708387111,11.5573895371,0.9906017889000001,0.0436645584,0.0220297759,0.0868558246,0.0193892942,111.22197405989999,5.6028595701
11,MOF-801_EQeq,0.05,0.04,0.182,0.728,99.0172457628,3.5476038355,10.9837602618,0.844654505,0.0430456419,0.0165569127,0.07428529980000001,0.012028935900000001,110.11833696629999,4.4208441891
