,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,32.0578823827,1.4746936986,2.78288885,0.0832552232,9.4140934998,0.0833111988,44.2548647325,1.6412601206
1,MgMOF-74_EQeq,1e-05,0.04,0.191998,0.767992,74.1908738096,3.2211630012,35.0100197087,0.9341364056,2.7441606836,0.0459388304,8.9408299393,0.1449333004,120.88588414120001,4.3461715376
2,MgMOF-74_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0,0.0,,,,,,,,
3,MgMOF-74_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.0,0.0,,,,,,,,
4,MgMOF-74_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0,0.0,,,,,,,,
5,MgMOF-74_EQeq,0.001,0.04,0.1918,0.7672,0.0,0.0,,,,,,,,
6,MgMOF-74_EQeq,0.005,0.04,0.191,0.764,0.0,0.0,,,,,,,,
7,MgMOF-74_EQeq,0.01,0.04,0.19,0.76,0.0,0.0,,,,,,,,
8,MgMOF-74_EQeq,0.02,0.04,0.188,0.752,0.0,0.0,,,,,,,,
9,MgMOF-74_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
10,MgMOF-74_EQeq,0.04,0.04,0.184,0.736,0.0,0.0,,,,,,,,
11,MgMOF-74_EQeq,0.05,0.04,0.182,0.728,0.0,0.0,,,,,,,,
