,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,16.0306721887,0.8884771081,2.8412557676,0.0572458285,9.5827354731,0.2866799902,28.4546634294,1.2324029268
1,MgMOF-74_EQeq,1e-05,0.02,0.195998,0.783992,72.36807284,6.078512926699999,17.7538013849,0.3280238163,2.8852941791,0.1045140734,9.4104866135,0.17476551469999999,102.4176550175,6.6858163311
2,MgMOF-74_EQeq,5e-05,0.02,0.19599,0.78396,0.0,0.0,,,,,,,,
3,MgMOF-74_EQeq,0.0001,0.02,0.19598,0.78392,0.0,0.0,,,,,,,,
4,MgMOF-74_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0,0.0,,,,,,,,
5,MgMOF-74_EQeq,0.001,0.02,0.1958,0.7832,0.0,0.0,,,,,,,,
6,MgMOF-74_EQeq,0.005,0.02,0.195,0.78,0.0,0.0,,,,,,,,
7,MgMOF-74_EQeq,0.01,0.02,0.194,0.7759999999999999,0.0,0.0,,,,,,,,
8,MgMOF-74_EQeq,0.02,0.02,0.192,0.768,0.0,0.0,,,,,,,,
9,MgMOF-74_EQeq,0.03,0.02,0.19,0.76,0.0,0.0,,,,,,,,
10,MgMOF-74_EQeq,0.04,0.02,0.188,0.752,0.0,0.0,,,,,,,,
11,MgMOF-74_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
