,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,3.8605736360000003,0.1273938304,2.6439303913,0.0742120242,8.171209384700001,0.24631858269999998,14.675713412,0.4479244373
1,ZIF-8_v2_EQeq,1e-05,0.02,0.195998,0.783992,21.248044819,1.4105867414,4.1633341117,0.09832570939999999,2.5410494486,0.058001493200000004,7.7960027529,0.19033839079999998,35.7484311322,1.7572523348
2,ZIF-8_v2_EQeq,5e-05,0.02,0.19599,0.78396,110.76710395200001,4.6846902843,4.4490787843,0.1331218622,2.0202741711,0.0593925474,5.6834221018,0.1723352562,122.9198790092,5.0495399501
3,ZIF-8_v2_EQeq,0.0001,0.02,0.19598,0.78392,160.8139287326,3.5704573737,4.237237067900001,0.1441894,1.5928606033000001,0.0393445889,4.2172122808,0.0656347667,170.86123868459998,3.8196261293
4,ZIF-8_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,237.759591355,2.7548906073,2.2835409348,0.1367748674,0.7003958843000001,0.0292056181,1.4078742606,0.0707222105,242.1514024347,2.9915933032999997
5,ZIF-8_v2_EQeq,0.001,0.02,0.1958,0.7832,250.6026047742,0.22527201870000002,1.7475934747,0.10765995880000001,0.5245829707,0.045435781200000004,1.000102283,0.0684302906,253.87488350259997,0.4467980493
6,ZIF-8_v2_EQeq,0.005,0.02,0.195,0.78,273.6094713792,3.0314152322,0.9955755187,0.1955198217,0.3024187143,0.0213786527,0.45867135670000003,0.0447579702,275.3661369689,3.2930716768
7,ZIF-8_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,280.0151651701,4.5277100131,0.6884855781,0.0813412009,0.2326354129,0.029423644500000002,0.3270637682,0.0174601152,281.2633499293,4.6559349737
8,ZIF-8_v2_EQeq,0.02,0.02,0.192,0.768,290.0910506903,6.298650686499999,0.5239659182,0.31010618219999997,0.1708336224,0.0319334323,0.2259701652,0.0396166896,291.0118203961,6.680306990599999
9,ZIF-8_v2_EQeq,0.03,0.02,0.19,0.76,293.3376156552,1.3517278412,0.40223747950000005,0.1205820665,0.13993272710000002,0.0141261384,0.1694295452,0.008245409799999999,294.049215407,1.4946814559000001
10,ZIF-8_v2_EQeq,0.04,0.02,0.188,0.752,296.2000197117,2.985159957,0.34947842079999997,0.14016801140000001,0.1435207458,0.0473646627,0.1825710725,0.0603494805,296.8755899508,3.2330421116
11,ZIF-8_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,299.3389505238,3.4693262531,0.3086002189,0.1286140959,0.12375003080000001,0.0428600122,0.1407105,0.0521816368,299.91201127349996,3.692981998
