,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,2.4913845219,0.12784210070000002,3.1323478696,0.09687579130000001,9.326296618999999,0.1995271799,14.9500290105,0.4242450719
1,NU-100_EQeq,1e-05,0.02,0.195998,0.783992,0.5163890179999999,0.049224043700000004,2.4955955103,0.09537909189999999,3.1130370696,0.0847254815,9.445828241900001,0.29418376949999997,15.570849839800001,0.5235123866
2,NU-100_EQeq,5e-05,0.02,0.19599,0.78396,2.5350146678,0.1302607435,2.4538365416,0.05203264639999999,3.1089111938,0.047821981799999996,9.2006208472,0.2068217407,17.2983832504,0.4369371124
3,NU-100_EQeq,0.0001,0.02,0.19598,0.78392,4.9569486313999995,0.2663385989,2.4347116358000003,0.050114508499999995,3.0797323198,0.060559759500000004,9.2158136517,0.2133398836,19.6872062387,0.5903527505
4,NU-100_EQeq,0.0005,0.02,0.1959,0.7836000000000001,20.0009276448,0.5726322381,2.2501884618,0.1393406875,2.9357520159,0.06863646309999999,8.753103388,0.1573787297,33.9399715105,0.9379881184000001
5,NU-100_EQeq,0.001,0.02,0.1958,0.7832,33.8389955031,0.6738538002,2.1006983721,0.0484447287,2.8747996451,0.0303778301,8.5204449519,0.0911359541,47.3349384722,0.8438123131
6,NU-100_EQeq,0.005,0.02,0.195,0.78,81.36376655779999,1.8403292938,1.6763243149,0.05383834269999999,2.5623389915,0.048102629699999996,7.7306425463,0.1250187613,93.3330724105,2.0672890275
7,NU-100_EQeq,0.01,0.02,0.194,0.7759999999999999,111.58911957,1.9859004237,1.5666046716,0.032683967,2.4423908506,0.043211171900000005,7.4461870736,0.1343887502,123.0443021658,2.1961843128
8,NU-100_EQeq,0.02,0.02,0.192,0.768,158.4868909246,3.6259543561000003,1.4878240962,0.038275737000000004,2.334182315,0.051060615700000006,7.0402636402,0.0435730111,169.349160976,3.7588637199
9,NU-100_EQeq,0.03,0.02,0.19,0.76,0.0,0.0,,,,,,,,
10,NU-100_EQeq,0.04,0.02,0.188,0.752,0.0,0.0,,,,,,,,
11,NU-100_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
