,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,64.6048003313,1.8550201133000002,0.5286475207,0.0233156612,1.7564057454,0.0679032805,66.88985359739999,1.946239055
1,MOF-801_EQeq,1e-05,0.02,0.195998,0.783992,46.171317209499996,0.4218214587,26.231125106599997,0.41096567829999997,0.34699553060000005,0.019371789599999998,1.0037726628,0.0584605883,73.7532105095,0.9106195148999999
2,MOF-801_EQeq,5e-05,0.02,0.19599,0.78396,51.26700152,0.5271291646,25.7046848281,0.44658861520000004,0.3082204125,0.019816929,0.7997996423999999,0.041866757000000004,78.079706403,1.0354014658
3,MOF-801_EQeq,0.0001,0.02,0.19598,0.78392,53.2172425931,0.26741830829999996,25.6636657182,0.3938595544,0.2928403377,0.010731733500000002,0.7545836813,0.036480934,79.9283323303,0.7084905302
4,MOF-801_EQeq,0.0005,0.02,0.1959,0.7836000000000001,58.5112755407,1.812084784,24.9871057095,0.6608256997999999,0.2560766981,0.0140863,0.6532880081,0.048236343200000004,84.4077459564,2.5352331269999997
5,MOF-801_EQeq,0.001,0.02,0.1958,0.7832,63.6512681962,1.3838766437,24.3656491732,0.9533425409999999,0.217115905,0.0200450608,0.5556226159000001,0.0452407491,88.78965589030001,2.4025049946
6,MOF-801_EQeq,0.005,0.02,0.195,0.78,80.1456533331,4.527185757,18.4668969163,2.4645230355,0.1445170006,0.0177003624,0.3524894366,0.0592036265,99.1095566866,7.0686127814
7,MOF-801_EQeq,0.01,0.02,0.194,0.7759999999999999,87.5375656797,2.5649528777,16.0664705157,2.7093360341,0.1054943159,0.022588671400000003,0.24195551140000002,0.041361911800000005,103.95148602270001,5.338239495
8,MOF-801_EQeq,0.02,0.02,0.192,0.768,95.56417120209998,1.9058426253999998,11.676276874400001,0.5466933355,0.0818207601,0.011607613400000001,0.16867260260000003,0.0206177234,107.4909414392,2.4847612977
9,MOF-801_EQeq,0.03,0.02,0.19,0.76,98.919363069,3.4854436207,10.1969933083,1.7620952769,0.0609632744,0.011838952,0.1364064494,0.0328446434,109.3137261011,5.292222493
10,MOF-801_EQeq,0.04,0.02,0.188,0.752,99.9399151026,3.2866919308,9.9140295311,1.6649541053,0.0622011073,0.0166521894,0.1211267597,0.0265323383,110.0372725007,4.9948305638
11,MOF-801_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,104.2953299525,1.7222005136,8.0430645259,0.8101200720999999,0.0465115743,0.013062803999999999,0.08953789779999999,0.0248044717,112.47444395049999,2.5701878614
