,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,1.4799978338,0.0758757274,1.8430953349,0.0738385005,5.8597890575,0.15271267800000002,9.1828822262,0.3024269059
1,IRMOF-1_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.3586949949,0.1695381812,1.4964263812,0.10055951119999999,1.8381603277,0.0705147097,5.859561669400001,0.1909918528,9.5528433732,0.5316042549000001
2,IRMOF-1_v2_EQeq,5e-05,0.02,0.19599,0.78396,2.0338618964,0.5063854225,1.5107120746,0.1487359547,1.8503679772,0.1256913482,5.890941215,0.1088293371,11.2858831632,0.8896420625
3,IRMOF-1_v2_EQeq,0.0001,0.02,0.19598,0.78392,4.1129730957,0.4474311239,1.5103549322,0.09259289550000001,1.8371213788,0.0686139028,5.8300012278999995,0.1181665291,13.2904506346,0.7268044512999999
4,IRMOF-1_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,19.3195669549,4.180541062,1.5607120013999998,0.2093110036,1.8727053783,0.1434069402,5.8486470449,0.17060709,28.6016313795,4.7038660958
5,IRMOF-1_v2_EQeq,0.001,0.02,0.1958,0.7832,35.6649349373,4.957664662,1.5117835015999999,0.1070855423,1.8285500503999998,0.025289390499999998,5.8845743507,0.1861717734,44.88984284,5.2762113682
6,IRMOF-1_v2_EQeq,0.005,0.02,0.195,0.78,140.1832831085,18.475096229800002,1.6689261287000001,0.1683591844,1.8212774081999998,0.1299786935,5.7374543072,0.1222628779,149.41094095260001,18.8956969856
7,IRMOF-1_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,298.98901109900004,25.0270045756,1.7421403073,0.1342893171,1.68829195,0.0365851658,4.9581955917,0.27767418850000003,307.37763894799997,25.475553246999997
8,IRMOF-1_v2_EQeq,0.02,0.02,0.192,0.768,687.6795804008,6.541208005,1.7703545517,0.1580910623,0.8659639017,0.06262630179999999,1.9594024955000002,0.0901168267,692.2753013497,6.8520421958
9,IRMOF-1_v2_EQeq,0.03,0.02,0.19,0.76,742.8356525664999,14.368598002899999,1.4967835235,0.1402874001,0.6277848682,0.0610597963,1.2970212178,0.11902106289999999,746.2572421760001,14.688966262200001
10,IRMOF-1_v2_EQeq,0.04,0.02,0.188,0.752,772.6365606548,17.013942017799998,1.3564265861000002,0.2152901863,0.5023317894,0.0764775071,1.0080110552,0.0675399813,775.5033300855,17.3732496925
11,IRMOF-1_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,785.4802924776,21.833241964499997,1.1507126015,0.1716454446,0.4638906804,0.0745658477,0.8852215289,0.1162003911,787.9801172883999,22.1956536479
