,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,16.4733609323,0.1433619904,2.1912409487,0.08381033610000001,6.6389557325999995,0.1495612018,25.303557613600002,0.3767335283
1,UIO-66_v2_EQeq,1e-05,0.02,0.195998,0.783992,120.37902586889999,1.3814769328999998,1.7766172082,0.0811593588,0.3981295886,0.012197231999999999,0.8834548553,0.0358897191,123.437227521,1.5107232428
2,UIO-66_v2_EQeq,5e-05,0.02,0.19599,0.78396,137.6007749254,1.4385407769,1.4139727958000001,0.0759087409,0.2940889684,0.0207311077,0.5105612895,0.0402088636,139.8193979791,1.5753894891
3,UIO-66_v2_EQeq,0.0001,0.02,0.19598,0.78392,142.6650719052,1.7489784888,1.3366445169,0.0817623684,0.2655419827,0.0163232418,0.43111804909999996,0.0129818092,144.69837645389998,1.8600459081999998
4,UIO-66_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,156.42230403780002,4.7542273291,1.0910852051,0.2127088389,0.21333828719999998,0.0146759209,0.2890620832,0.0546708007,158.0157896133,5.0362828896
5,UIO-66_v2_EQeq,0.001,0.02,0.1958,0.7832,162.2323848346,2.2947617174,0.9553824808,0.0731336734,0.1997677715,0.009090275200000001,0.2495679025,0.011064313899999999,163.6371029894,2.3880499799
6,UIO-66_v2_EQeq,0.005,0.02,0.195,0.78,172.86138498169998,1.1411040194,0.7181863905,0.08133022969999999,0.1529739437,0.0092866971,0.15225060199999998,0.0051497037,173.88479591790002,1.2368706499
7,UIO-66_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,175.3847699849,1.9717587449,0.6882637086,0.18696577530000003,0.14420201130000002,0.004075943,0.1351792691,0.0153669571,176.35241497389998,2.1781674203
8,UIO-66_v2_EQeq,0.02,0.02,0.192,0.768,177.57908051340002,1.5489154353999999,0.6456491028,0.08657919230000001,0.13796690949999998,0.0083332225,0.1252254512,0.0191439183,178.4879219769,1.6629717684999998
9,UIO-66_v2_EQeq,0.03,0.02,0.19,0.76,179.8514304462,1.0028697359,0.6176596279,0.0606533996,0.1416040522,0.0193465506,0.1214526331,0.0133674375,180.7321467594,1.0962371236
10,UIO-66_v2_EQeq,0.04,0.02,0.188,0.752,178.30783654279998,1.8839449766,0.6288386073,0.0463453194,0.1431322634,0.0051962777,0.1205428756,0.0077698396,179.2003502891,1.9432564133
11,UIO-66_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,180.030028088,0.43881684130000004,0.6539282718,0.0384001172,0.1375084461,0.0096136998,0.11832199689999999,0.014708003999999998,180.9397868028,0.5015386623
