,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,3.7745884525999998,0.0785948645,2.5926729821000003,0.075445926,8.0685131564,0.15991208070000001,14.4357745911,0.3139528712
1,ZIF-8_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0001828311,0.0004478428,3.8312742351,0.08772358890000001,2.6227684038,0.0431358506,8.064474540700001,0.2072087377,14.5187000107,0.33851602
2,ZIF-8_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0005484932,0.0010660791,3.8361071259,0.1586576827,2.5792728309,0.0725737892,8.0583204596,0.2795275482,14.4742489096,0.5118250992
3,ZIF-8_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0018283104999999998,0.0022392139,3.8395304236000003,0.080770389,2.6426123436,0.0644352231,8.1725555899,0.2769747803,14.6565266676,0.42441960630000003
4,ZIF-8_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0069475799,0.0017726128,3.8556400599000002,0.0549686012,2.598384522,0.0571566902,8.0335759252,0.2221041696,14.494548087,0.3360020738
5,ZIF-8_v2_EQeq,0.001,0.02,0.1958,0.7832,0.0171861188,0.0030919536,3.8348989032,0.10274353859999999,2.6226951789,0.06570290969999999,8.1471059004,0.19472565949999998,14.621886101300001,0.3662640614
6,ZIF-8_v2_EQeq,0.005,0.02,0.195,0.78,0.0745036533,0.0072443559999999995,3.8253338067000002,0.05087783,2.5838127728,0.06855412309999999,8.0408838965,0.18694129280000002,14.524534129300001,0.3136176019
7,ZIF-8_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.1611655715,0.0170003386,3.8579558201,0.1501129949,2.5815428018,0.0625084825,7.9833175962,0.2588706093,14.583981789600001,0.48849242530000003
8,ZIF-8_v2_EQeq,0.02,0.02,0.192,0.768,0.3227882206,0.0132145245,3.824125584,0.1503057441,2.5771493096,0.0631128721,7.916712489400001,0.1588435776,14.640775603599998,0.38547671829999997
9,ZIF-8_v2_EQeq,0.03,0.02,0.19,0.76,0.49336959119999996,0.0235106799,3.8235214726,0.137689394,2.5433926444,0.0604704439,7.8664541604,0.20155847079999997,14.726737868599999,0.42322898859999997
10,ZIF-8_v2_EQeq,0.04,0.02,0.188,0.752,0.6471305052,0.034590359300000005,3.8506057985,0.0847035075,2.492794259,0.0754942376,7.7527959752,0.1321598468,14.7433265379,0.32694795120000003
11,ZIF-8_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.8171633826000001,0.0438199919,3.818789267,0.0855589855,2.485471772,0.0969853386,7.6132393653,0.1557002914,14.7346637869,0.38206460740000003
