,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,5.1932970174,0.2472426281,3.5404559515,0.0832606701,10.673179150700001,0.315238735,19.4069321196,0.6457420332
1,NU-125_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.00013055629999999998,0.0005222251,5.1490081847,0.07044248389999999,3.5268609352999998,0.1672749025,10.4810106566,0.1404300463,19.1570103329,0.3786696578
2,NU-125_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.001958344,0.0027385714,5.2154414337,0.17071550859999998,3.532612673,0.14871871039999998,10.6245648246,0.4790909873,19.3745772753,0.8012637777
3,NU-125_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.001958344,0.0008257103,5.1734533196,0.2375909704,3.5243510862000003,0.09065424710000002,10.4443896954,0.3250006634,19.1441524452,0.6540715912
4,NU-125_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0095306076,0.0044923498999999995,5.202068507,0.2733958397,3.5441161482,0.0733323012,10.5262375437,0.33495569940000003,19.2819528065,0.6861761902
5,NU-125_v2_EQeq,0.001,0.02,0.1958,0.7832,0.018016765,0.0075947398999999995,5.1510213135,0.215171392,3.5131613420999996,0.09096977,10.5144272837,0.2745652752,19.1966267043,0.5883011771
6,NU-125_v2_EQeq,0.005,0.02,0.195,0.78,0.1040533455,0.016151029299999998,5.284750581,0.3514420589,3.5370049089999998,0.11047138390000001,10.4406360469,0.3497690035,19.3664448824,0.8278334756
7,NU-125_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.20484278420000002,0.026181659,5.185819682,0.2131065813,3.5104423388,0.1539430977,10.4467700579,0.370167368,19.3478748629,0.7633987059999999
8,NU-125_v2_EQeq,0.02,0.02,0.192,0.768,0.40276608630000005,0.0455340135,5.2106962017,0.1411436237,3.4605590870999996,0.0357610691,10.4104237538,0.1382435223,19.484445128900003,0.3606822286
9,NU-125_v2_EQeq,0.03,0.02,0.19,0.76,0.6068255329,0.0319966751,5.2558478038,0.1515993954,3.3871459995,0.05742565559999999,10.2581721075,0.234593346,19.5079914437,0.47561507210000004
10,NU-125_v2_EQeq,0.04,0.02,0.188,0.752,0.8161072303,0.0341588693,5.2089706627,0.22128350309999997,3.4028325567,0.1125754311,10.1612181127,0.2551062001,19.5891285624,0.6231240036
11,NU-125_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,1.0342667539000001,0.0162352375,5.1021310436,0.08180199169999999,3.3634070097000004,0.0820102783,10.0684755284,0.1357657623,19.5682803356,0.3158132698
