,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,17.2136307892,0.6548736448,3.6545212562000002,0.1123890555,9.853542216100001,0.2214610934,30.7216942615,0.9887237937000001
1,HKUST-1_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0002063867,0.0008255466999999999,17.2868261133,1.077893094,3.6591501622000004,0.1911620245,9.9201172703,0.2943415161,30.8662999325,1.5642221813
2,HKUST-1_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0008255466999999999,0.0015444565,17.4329894469,0.6629244129999999,3.6323686348,0.1485678829,9.8929083351,0.5091535317,30.9590919635,1.3221902841
3,HKUST-1_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0024766402,0.0016510935000000001,17.8671604688,0.6427105159000001,3.6336911794,0.2356974227,9.7510745239,0.24461236879999998,31.2544028123,1.1246714009
4,HKUST-1_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.008255467399999999,0.0034535098,17.2902358334,0.8433228475,3.6991571351,0.0961088227,9.8513712904,0.1199573902,30.8490197263,1.0628425702
5,HKUST-1_v2_EQeq,0.001,0.02,0.1958,0.7832,0.0187811884,0.0093582196,18.1185704951,1.0346015436,3.6951895014,0.155608482,9.725168144,0.3851563435,31.5577093289,1.5847245887
6,HKUST-1_v2_EQeq,0.005,0.02,0.195,0.78,0.0959698086,0.024315119500000003,17.2397719764,0.8767092795999999,3.6457593985,0.054825813200000004,9.8623706472,0.46895067890000003,30.843871830700003,1.4248008912
7,HKUST-1_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.2181507262,0.0202889764,17.2284062428,0.4063440337,3.6148449194,0.1043019466,9.6539617817,0.42302042840000004,30.715363670100004,0.9539553851000001
8,HKUST-1_v2_EQeq,0.02,0.02,0.192,0.768,0.38780058149999996,0.025189323700000002,17.391390862,0.4422601902,3.5797974886,0.10840328279999999,9.6781314209,0.6523634846999999,31.037120353000002,1.2282162814
9,HKUST-1_v2_EQeq,0.03,0.02,0.19,0.76,0.59398088,0.06572824599999999,17.2906904627,0.5328228739,3.6009582014999997,0.0735886422,9.5898471098,0.1684265277,31.075476654000003,0.8405662898
10,HKUST-1_v2_EQeq,0.04,0.02,0.188,0.752,0.7848885637,0.11693659039999998,17.465950074200002,0.487871303,3.5774830356,0.1522075849,9.4322379053,0.1727273629,31.260559578800002,0.9297428412000001
11,HKUST-1_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.9840517149,0.023589555699999997,17.2786427851,0.5950794186999999,3.48887255,0.10294631130000001,9.3467034334,0.4154933725,31.0982704834,1.1371086581999998
