,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,2.5031401979,0.0493565983,3.1612715348,0.0466043246,9.2794149015,0.2324601263,14.9438266342,0.32842104920000004
1,NU-100_EQeq,1e-05,0.02,0.195998,0.783992,0.0002124055,0.0006192631,2.5298682773,0.1208254627,3.1646317841000005,0.1045163777,9.320264182,0.1637441428,15.014976648900001,0.38970524630000003
2,NU-100_EQeq,5e-05,0.02,0.19599,0.78396,0.0011151289,0.0007044692999999999,2.5391090575,0.07443531540000001,3.1490215119,0.0583669239,9.5019820386,0.2729926298,15.1912277369,0.4064993384
3,NU-100_EQeq,0.0001,0.02,0.19598,0.78392,0.0018585481,0.0013007127000000001,2.5206859831,0.13123100470000001,3.1579538202,0.0652176005,9.4008083877,0.2026096839,15.0813067391,0.4003590018
4,NU-100_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0089741323,0.0017579682999999998,2.5052456921,0.12535928359999998,3.1319225216000004,0.0563585963,9.3627891394,0.21833748050000001,15.0089314854,0.40181332869999997
5,NU-100_EQeq,0.001,0.02,0.1958,0.7832,0.0199661168,0.0033144787,2.512556436,0.0353111802,3.0933859912,0.0851879381,9.3744444035,0.231188475,15.0003529475,0.35500207200000006
6,NU-100_EQeq,0.005,0.02,0.195,0.78,0.09329911490000001,0.0071920514,2.4987537516,0.0834079376,3.1026160432,0.0425523225,9.3630870375,0.3164098826,15.0577559472,0.4495621941
7,NU-100_EQeq,0.01,0.02,0.194,0.7759999999999999,0.1878195613,0.0180313378,2.5107433715000003,0.11739247779999999,3.1529347136,0.098712416,9.3417873215,0.1366595679,15.1932849679,0.3707957995
8,NU-100_EQeq,0.02,0.02,0.192,0.768,0.3736212704,0.010244024499999999,2.5142525285,0.1222909759,3.1044875744,0.080463704,9.180885096399999,0.12478705,15.1732464697,0.33778575439999997
9,NU-100_EQeq,0.03,0.02,0.19,0.76,0.5522011926,0.039823057,2.4845416656,0.0927384334,3.0576142229000003,0.0757668879,9.1156081696,0.1220943109,15.2099652507,0.3304226892
10,NU-100_EQeq,0.04,0.02,0.188,0.752,0.7416137951999999,0.0180713269,2.506649355,0.0529682557,3.0286480229,0.053247320300000005,8.884253037799999,0.193747322,15.161164210899999,0.3180342249
11,NU-100_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.9216805558,0.0203305462,2.5012686475,0.0749000229,2.9642503331,0.0963035255,8.8861521384,0.16636323460000002,15.2733516748,0.3578973292
