MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.0,0.02,0.196,0.784,0.0000000000,0.0000000000,64.5796101725,0.4667208506,0.5417994961,0.0195616779,1.7475196847,0.0382809497,66.8689293533,.5245634782
MOF-801_EQeq,1e-05,0.02,0.195998,0.783992,0.0000772669,0.0001892644,65.1176668587,2.0310193305,0.5487932525,0.0239972050,1.7762368320,0.0278564333,67.4427742101,2.0830622332
MOF-801_EQeq,0.04,0.02,0.188,0.752,0.1216180769,0.0031820451,63.9822800215,1.2891181785,0.5306280535,0.0123900837,1.7007324080,0.0590000124,66.3352585599,1.3636903197
MOF-801_EQeq,0.05,0.02,0.18600000000000003,0.7440000000000001,0.1559632073,0.0078819797,64.4881681940,0.7691110414,0.5146600080,0.0137803115,1.7118399839,0.0821518846,66.8706313932,.8729252172
MOF-801_EQeq,5e-05,0.02,0.19599,0.78396,0.0002704341,0.0001892644,64.1999706507,2.0261733753,0.5422327377,0.0201510313,1.7778623309,0.0696683005,66.5203361534,2.1161819715
MOF-801_EQeq,0.0001,0.02,0.19598,0.78392,0.0001545338,0.0001545338,64.9498884867,2.5997028233,0.5417994961,0.0292758622,1.7397714733,0.0347747875,67.2316139899,2.6639080068
MOF-801_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0015067043,0.0011303171,65.3135714046,2.5448269697,0.5412734171,0.0275785466,1.7648583397,0.1022387840,67.6212098657,2.6757746174
MOF-801_EQeq,0.001,0.02,0.1958,0.7832,0.0033611095,0.0016317771,65.4012263491,2.1331374804,0.5406545006,0.0139213567,1.7423993632,0.0589864264,67.6876413224,2.2076770406
MOF-801_EQeq,0.005,0.02,0.195,0.78,0.0156851776,0.0012314315,66.0733610596,0.8005121829,0.5399118009,0.0193490361,1.7370352168,0.1126557392,68.3659932549,.9337483897
MOF-801_EQeq,0.01,0.02,0.19399999999999998,0.7759999999999999,0.0294386832,0.0055049605,65.3245920991,2.1368280699,0.5348366856,0.0218930281,1.7619324416,0.0689637372,67.6507999095,2.2331897957
MOF-801_EQeq,0.02,0.02,0.192,0.768,0.0590705335,0.0023102669,64.6159486787,1.2176877906,0.5241913220,0.0236838890,1.7040375891,0.0272716972,66.9032481233,1.2709536437
MOF-801_EQeq,0.03,0.02,0.19,0.76,0.0935315642,0.0103791028,64.9385699356,1.5195989459,0.5234176764,0.0195614821,1.7069634871,0.0589101274,67.2624826633,1.6084496582
