,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,16.3638405547,0.2550893116,2.1965285596,0.0482029508,6.5620277044,0.0881079451,25.1223968187,0.3914002075
1,UIO-66_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0001144711,0.0003052564,16.3349265026,0.5079758166,2.2056978269,0.0724072607,6.6022978548,0.0784998121,25.1430366554,0.6591881458
2,UIO-66_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0007631408999999999,0.0007631408999999999,16.3595959046,0.3563260405,2.1931359307,0.0413153255,6.5591378863,0.0974740815,25.1126328625,0.49587858840000004
3,UIO-66_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0013354966,0.0004826527,16.0865094065,0.3207339,2.2039251019,0.0917388343,6.5499065229,0.11488826560000001,24.8416765279,0.5278436526
4,UIO-66_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0060288131000000005,0.0007857016000000001,16.4792025795,0.3720501603,2.1764172997999998,0.0659143846,6.6060706729,0.1264724347,25.267719365300003,0.5652226812
5,UIO-66_v2_EQeq,0.001,0.02,0.1958,0.7832,0.0112181711,0.0035335978,16.4456236149,0.4327358011,2.1933498802,0.0407216421,6.642273671900001,0.16809852320000002,25.292465338099998,0.6450895642
6,UIO-66_v2_EQeq,0.005,0.02,0.195,0.78,0.0592197333,0.006309657,16.3794322892,0.5155824849,2.1850364112,0.0641752649,6.5530906743,0.154589643,25.176779108,0.7406570498
7,UIO-66_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.1187828801,0.0030006094,16.5921691087,0.2326306243,2.1796571075999998,0.05310137980000001,6.5290623719,0.0802564192,25.4196714683,0.36898903270000005
8,UIO-66_v2_EQeq,0.02,0.02,0.192,0.768,0.2469905502,0.012807586999999999,16.4892048243,0.7038790505,2.1435913227000003,0.028608767200000003,6.410927678099999,0.13196597300000001,25.290714375300002,0.8772613777
9,UIO-66_v2_EQeq,0.03,0.02,0.19,0.76,0.3616524695,0.018103658,16.527028439000002,0.415009478,2.1230521638,0.037288654500000004,6.3916889816,0.1480241434,25.403422053899998,0.6184259339
10,UIO-66_v2_EQeq,0.04,0.02,0.188,0.752,0.4795958946,0.013534514099999999,16.3779193446,0.6446640119,2.099120376,0.05253541230000001,6.2890469238,0.09084243619999999,25.245682539,0.8015763745000001
11,UIO-66_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.6057430843,0.0180592096,16.3915778721,0.5701605225999999,2.1030937252,0.0566975509,6.296512287200001,0.0419002096,25.396926968800003,0.6868174926999999
