,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,8.0641187474,0.3095159944,2.8729799038999997,0.082847966,10.029788993,0.11631510869999999,20.9668876443,0.5086790690999999
1,MgMOF-74_EQeq,1e-05,0.01,0.197998,0.791992,0.00011430040000000001,0.0002799778,8.0459275387,0.1372724991,2.8906502021,0.0792268496,9.856337838,0.1486421879,20.793029879200002,0.3654215144
2,MgMOF-74_EQeq,5e-05,0.01,0.19799,0.79196,0.0006286524,0.0006664803999999999,7.961580757999999,0.3058635132,2.9007213564999996,0.0487375287,9.918336206000001,0.3224936981,20.7812669729,0.6777612204000001
3,MgMOF-74_EQeq,0.0001,0.01,0.19798,0.79192,0.0020002578,0.0016953495999999998,8.2060605314,0.2972553098,2.8830052804000004,0.0554836605,9.8587023523,0.1683075437,20.9497684219,0.5227418636
4,MgMOF-74_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0092011858,0.0036036376,8.0286175651,0.2931106307,2.8925270991,0.0863734185,9.9544451456,0.20048056,20.8847909956,0.5835682468
5,MgMOF-74_EQeq,0.001,0.01,0.1978,0.7912,0.014459006200000001,0.0031218880999999998,7.9799608027,0.3250432504,2.8613065204000003,0.0536477238,9.9661074113,0.21395268350000002,20.8218337406,0.5957655458
6,MgMOF-74_EQeq,0.005,0.01,0.197,0.7879999999999999,0.080296062,0.0067330627,7.9280308817,0.5164856593,2.847618906,0.0486902078,9.7898509003,0.2473852056,20.64579675,0.8192941354000001
7,MgMOF-74_EQeq,0.01,0.01,0.196,0.784,0.1630495836,0.01163172,8.0065866895,0.1987129846,2.8344806273,0.0694538626,9.7379117374,0.2715312784,20.7420286378,0.5513298456
8,MgMOF-74_EQeq,0.02,0.01,0.194,0.7759999999999999,0.3345002499,0.012002090900000002,8.1587256216,0.5419067383,2.8139720948,0.0697173153,9.7532610425,0.19709716239999997,21.060459008800002,0.8207233069
9,MgMOF-74_EQeq,0.03,0.01,0.192,0.768,0.49817848600000003,0.0100272178,8.1359394017,0.37370535979999997,2.8058693932999996,0.0665250843,9.6427300154,0.2354540218,21.082717296400002,0.6857116837
10,MgMOF-74_EQeq,0.04,0.01,0.19,0.76,0.6599136145000001,0.029613742999999998,8.0140142418,0.5395568942,2.7826599601999997,0.062444513300000004,9.56333844,0.35611699490000004,21.0199262565,0.9877321454000001
11,MgMOF-74_EQeq,0.05,0.01,0.188,0.752,0.8266779626,0.0147575994,8.1399049594,0.4792983178,2.7726803617,0.0633621411,9.455853227999999,0.1704165368,21.1951165117,0.7278345951
