,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,2.6590555002,0.0898118659,3.5564562398,0.11976807099999999,10.6861795919,0.2244379479,16.9016913319,0.4340178848
1,NU-125_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.0002611125,0.0006395925,2.6521533445,0.09365630929999999,3.6376080289,0.1382133562,10.817923499900001,0.2072139742,17.1079459858,0.4397232322
2,NU-125_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0005222251,0.0009769936,2.5898901479,0.1374228039,3.5599072824,0.17036162789999998,10.767478125799999,0.35862421380000004,16.917797781199997,0.6673856392
3,NU-125_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.0014361189000000002,0.0009769936,2.5946353799,0.0750074837,3.6329020617000003,0.11581056990000001,10.7855139492,0.2610541603,17.0144875097,0.4528492075
4,NU-125_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0094000513,0.002421458,2.6568985765,0.0696216887,3.5968229803,0.07629510240000001,10.7018350528,0.20122343469999998,16.9649566609,0.3495616838
5,NU-125_v2_EQeq,0.001,0.01,0.1978,0.7912,0.0184084338,0.0089846999,2.6553168325,0.12859928710000001,3.6020518327,0.10023130390000001,10.6956094894,0.37496940590000005,16.971386588399998,0.6127846968
6,NU-125_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.1040533455,0.015103955300000001,2.6744415557,0.1895376212,3.5849011968,0.1107351935,10.744315367899999,0.2248826707,17.1077114659,0.5402594407
7,NU-125_v2_EQeq,0.01,0.01,0.196,0.784,0.20967336620000002,0.006574645699999999,2.6011061509,0.1613566007,3.5970321344,0.0744817674,10.4800951326,0.3578607189,16.8879067841,0.6002737327000001
8,NU-125_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.404071649,0.0159471154,2.6167797963,0.08339410650000001,3.5286387451,0.10523298939999999,10.4548266693,0.0566353555,17.0043168597,0.2612095668
9,NU-125_v2_EQeq,0.03,0.01,0.192,0.768,0.5903754432,0.0189661908,2.6356169297,0.1531868726,3.4631735132,0.0653933584,10.408409601,0.279404735,17.097575487100002,0.5169511568
10,NU-125_v2_EQeq,0.04,0.01,0.19,0.76,0.8175433492,0.0312201505,2.5844259412,0.05548024360000001,3.4740495262,0.051876962199999994,10.2744684353,0.20469692399999997,17.1504872519,0.3432742803
11,NU-125_v2_EQeq,0.05,0.01,0.188,0.752,1.0213416833,0.0286701089,2.644819804,0.10074514080000001,3.3824400324,0.10340211269999999,10.076349035,0.1887777695,17.1249505547,0.4215951319
