,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-177_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,0.8668005267,0.0574474808,2.553966149,0.1189755483,8.1751557091,0.26650371629999997,11.5959223848,0.4429267454
1,MOF-177_EQeq,1e-05,0.01,0.197998,0.791992,0.00043480529999999996,0.0010650511,0.857462068,0.043508371100000005,2.5604094019,0.1439748696,8.2041218359,0.27074675800000003,11.6224281111,0.45929504979999997
2,MOF-177_EQeq,5e-05,0.01,0.19799,0.79196,0.0,0.0,0.8426163131000001,0.1033171562,2.5734700497,0.10899451240000001,8.1464944889,0.199639094,11.5625808517,0.41195076259999996
3,MOF-177_EQeq,0.0001,0.01,0.19798,0.79192,0.0017392210999999998,0.0017392210999999998,0.8474052662999999,0.073653415,2.5880979753,0.0824822854,8.010658599400001,0.11721666130000001,11.4479010621,0.2750915828
4,MOF-177_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.007174287,0.0060872738,0.8696738986,0.046247503899999994,2.553966149,0.0636264339,8.1092958839,0.1411147792,11.540110218499999,0.2570759908
5,MOF-177_EQeq,0.001,0.01,0.1978,0.7912,0.014348574,0.0124052923,0.8691950033,0.041501191,2.5604094019,0.08831316089999999,8.1339933184,0.2797348132,11.5779462976,0.42195445740000004
6,MOF-177_EQeq,0.005,0.01,0.197,0.7879999999999999,0.0802215726,0.0232285331,0.8641666024,0.025851477299999998,2.547697038,0.07569068309999999,8.0821591967,0.27909764989999997,11.5742444097,0.40386834340000005
7,MOF-177_EQeq,0.01,0.01,0.196,0.784,0.1608779505,0.014089301100000002,0.868716108,0.0808978798,2.553966149,0.10971441720000001,8.1097532438,0.1085313312,11.693313451300002,0.3132329293
8,MOF-177_EQeq,0.02,0.01,0.194,0.7759999999999999,0.30066784539999997,0.0214160908,0.8363906739,0.0829692186,2.5222723102,0.0881399249,8.0740791718,0.2766721195,11.733410001300001,0.46919735380000005
9,MOF-177_EQeq,0.03,0.01,0.192,0.768,0.4654590433,0.068492527,0.8881113684,0.060108516900000006,2.5046839711,0.0294830123,7.917662087,0.15948976039999999,11.7759164698,0.3175738166
10,MOF-177_EQeq,0.04,0.01,0.19,0.76,0.6032923145,0.0283458357,0.8636877071,0.075212488,2.439380732,0.0978088965,7.7676480407,0.23270067260000002,11.6740087943,0.4340678928
11,MOF-177_EQeq,0.05,0.01,0.188,0.752,0.7330816881000001,0.0341702727,0.8366301215999999,0.0571954204,2.4459981269,0.09677281019999999,7.6863904323000005,0.1683366105,11.702100368900002,0.3564751138
