,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,9.0527879925,0.1499788273,2.3285965737,0.043935410999999994,7.212852202200001,0.1397658157,18.5942367684,0.333680054
1,UIO-66_v2_EQeq,1e-05,0.01,0.197998,0.791992,7.63141e-05,0.00018693060000000002,8.985503984600001,0.45984837520000005,2.3506333796,0.062406009400000004,7.1837667182,0.11543509390000001,18.5199803965,0.6378764091
2,UIO-66_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.000839455,0.0008566235000000001,8.963482235599999,0.3782585229,2.3526200542,0.0107690216,7.1493297191,0.23121346780000002,18.4662714639,0.6210976358
3,UIO-66_v2_EQeq,0.0001,0.01,0.19798,0.79192,0.0012210253999999999,0.0012446451,9.050056287,0.359378021,2.3527728753,0.041260842799999996,7.1386266891,0.1537201984,18.5426768768,0.5556037073
4,UIO-66_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0071353674,0.0008219279,9.2316516637,0.2453410171,2.3773770761,0.051895713200000006,7.1023701749,0.17538943640000002,18.718534282100002,0.47344809460000004
5,UIO-66_v2_EQeq,0.001,0.01,0.1978,0.7912,0.012858924099999999,0.0036005371999999996,9.1290235892,0.3278148545,2.3448873054,0.11048719859999999,7.1341581739999995,0.08351306230000001,18.6209279927,0.5254156526
6,UIO-66_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.067461655,0.0059632515,9.188658821699999,0.298905003,2.3584578211,0.0706260863,7.170254142799999,0.1478678312,18.7848324406,0.523362172
7,UIO-66_v2_EQeq,0.01,0.01,0.196,0.784,0.1271774299,0.005611031999999999,9.148187554,0.3637400056,2.3178685309000002,0.0390784379,7.0759604483,0.1282297817,18.6691939631,0.5366592572
8,UIO-66_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.25717848109999997,0.0070358114000000005,9.0811557035,0.3452403289,2.3063763825,0.0646937137,7.0137758438999995,0.16781096760000003,18.658486411,0.5847808216
9,UIO-66_v2_EQeq,0.03,0.01,0.192,0.768,0.3796244375,0.013267243400000002,9.1205763153,0.2573566065,2.2799688925,0.060050853499999994,6.9701877540999995,0.165272026,18.750357399400002,0.49594672939999995
10,UIO-66_v2_EQeq,0.04,0.01,0.19,0.76,0.5159977152,0.0155886355,9.169326752,0.3130382598,2.2451562408,0.05799302059999999,6.9762617237,0.1211609944,18.9067424317,0.5077809103
11,UIO-66_v2_EQeq,0.05,0.01,0.188,0.752,0.6363068771,0.015571440700000001,9.2016449294,0.3166714304,2.2295990505,0.0447465258,6.8616322722000005,0.12478335380000001,18.929183129200002,0.5017727507
