,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,8.0806733768,0.30936024370000004,2.9079542765,0.0689766989,9.9558879001,0.103194527,20.9445155534,0.4815314696
1,MgMOF-74_EQeq,1e-05,0.01,0.197998,0.791992,0.0,0.0,8.1350581667,0.38534509100000003,2.8972422304000003,0.0630915493,9.8427518995,0.1246912726,20.8750522966,0.5731279129
2,MgMOF-74_EQeq,5e-05,0.01,0.19799,0.79196,1.1535799999999999e-05,3.36323e-05,8.1807564972,0.2817344255,2.8881324135,0.043919189299999994,9.8746928816,0.3619501177,20.9435933281,0.6876373648
3,MgMOF-74_EQeq,0.0001,0.01,0.19798,0.79192,1.73037e-05,2.8256799999999997e-05,8.041584309,0.27890178579999997,2.8578273944,0.0770107996,9.900021238799999,0.2924759321,20.799450245899997,0.6484167743
4,MgMOF-74_EQeq,0.0005,0.01,0.1979,0.7916000000000001,8.07506e-05,2.3071599999999998e-05,8.1072363182,0.41768646740000004,2.8988902375,0.0644075116,9.9696341446,0.182989032,20.9758414509,0.6651060825999999
5,MgMOF-74_EQeq,0.001,0.01,0.1978,0.7912,0.00014131350000000002,7.15777e-05,8.011937045,0.3757938925,2.9039258147000004,0.0482700469,9.8419503692,0.33237281879999997,20.7579545424,0.7565083359
6,MgMOF-74_EQeq,0.005,0.01,0.197,0.7879999999999999,0.0005652540000000001,9.37172e-05,8.0204976138,0.25858731760000003,2.8842412857,0.0646640425,9.7887287579,0.3240694517,20.6940329114,0.647414529
7,MgMOF-74_EQeq,0.01,0.01,0.196,0.784,0.0013150807000000002,0.00023739650000000002,8.1639500864,0.51195274,2.9046582623000003,0.0859677697,9.6274207868,0.234561975,20.697344216199998,0.8327198812000001
8,MgMOF-74_EQeq,0.02,0.01,0.194,0.7759999999999999,0.0026099737,0.00030520849999999996,8.1869251423,0.2689693996,2.8484429095999997,0.0962882212,9.6750316861,0.086488944,20.7130097117,0.45205177329999996
9,MgMOF-74_EQeq,0.03,0.01,0.192,0.768,0.0039567779,0.00038285980000000004,8.0272957125,0.27534939070000003,2.8133312031,0.084825191,9.616960816499999,0.1161748965,20.46154451,0.476732338
10,MgMOF-74_EQeq,0.04,0.01,0.19,0.76,0.0054621992,0.0006392746,8.1431151726,0.18940156989999998,2.7813781769,0.07931599190000001,9.521538635299999,0.2368211278,20.451494184,0.5061779642
11,MgMOF-74_EQeq,0.05,0.01,0.188,0.752,0.007094514200000001,0.0002980391,8.1158598323,0.7965400273000001,2.7465411383,0.0914705791,9.4007480204,0.3575844838,20.2702435052,1.2458931293000002
