,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,2.7509404485,0.2066036159,3.6424185731,0.1252988404,10.8654391971,0.3777141934,17.258798218699997,0.7096166496999999
1,NU-125_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.0,0.0,2.6978801263,0.14628855,3.5922215902,0.0270448458,10.818198157100001,0.2400911106,17.1082998736,0.4134245064
2,NU-125_v2_EQeq,5e-05,0.01,0.19799,0.79196,0.0,0.0,2.6711342728,0.0761293229,3.605084567,0.10472042919999999,10.749533854800001,0.1432698873,17.0257526946,0.3241196394
3,NU-125_v2_EQeq,0.0001,0.01,0.19798,0.79192,1.97646e-05,5.27057e-05,2.6226753875999997,0.17962142949999998,3.6439872288,0.1036252483,10.7512733505,0.39663332869999995,17.017955731500003,0.6799327122
4,NU-125_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0001119996,9.86033e-05,2.6770298641,0.1038657231,3.5379461024000003,0.0677717365,10.8039159823,0.20432445359999998,17.019003948399998,0.3760605165
5,NU-125_v2_EQeq,0.001,0.01,0.1978,0.7912,0.0001910581,0.0001343736,2.638349033,0.1792185384,3.6171109275,0.12252146230000001,10.7345192607,0.3370088601,16.9901702793,0.6388832343999999
6,NU-125_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.0011792894,0.00020582220000000002,2.6622189883000003,0.0886476677,3.5897117410000003,0.10432450300000001,10.7676612306,0.321368288,17.0207712493,0.5145462809
7,NU-125_v2_EQeq,0.01,0.01,0.196,0.784,0.0021741089,0.0003200541,2.6468329327,0.1345065932,3.5263380501,0.11260573689999999,10.530448954299999,0.35410708479999997,16.705794045999998,0.601539469
8,NU-125_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.0043152768,0.0007683106,2.6223877978,0.15380705949999998,3.5485083842000003,0.055784185099999994,10.4187550225,0.2216849518,16.5939664813,0.432044507
9,NU-125_v2_EQeq,0.03,0.01,0.192,0.768,0.0061929164,0.0010086632,2.6160608216999997,0.053476243,3.4589904313,0.0650781884,10.383873557000001,0.2880390505,16.465117726400003,0.4076021451
10,NU-125_v2_EQeq,0.04,0.01,0.19,0.76,0.0086239655,0.0008764051,2.6420877007,0.0712236387,3.4502059593000003,0.2075221834,10.3717886397,0.474263929,16.4727062652,0.7538861562000001
11,NU-125_v2_EQeq,0.05,0.01,0.188,0.752,0.0104488993,0.0008492403,2.6258388757,0.0973498984,3.4617094346,0.0768071251,10.1790708313,0.3288414486,16.277068040899998,0.5038477124
