,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-177_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,0.9173239828,0.0344471903,2.5907101049000003,0.1259738734,8.0821591967,0.3733050565,11.5901932844,0.5337261202
1,MOF-177_EQeq,1e-05,0.01,0.197998,0.791992,1.09707e-05,4.38828e-05,0.9024782279000001,0.0887107529,2.6088208699,0.1279980211,8.0573093089,0.240181258,11.5686193774,0.45693391479999995
2,MOF-177_EQeq,5e-05,0.01,0.19799,0.79196,1.09707e-05,4.38828e-05,0.899604856,0.060851749100000005,2.5795650187,0.14288388529999999,8.0728595454,0.1887261009,11.552040390799998,0.3925056181
3,MOF-177_EQeq,0.0001,0.01,0.19798,0.79192,2.19414e-05,5.37452e-05,0.8895480543000001,0.08465753179999999,2.5557075687,0.0840036032,8.14146353,0.1424622039,11.5867410944,0.3111770841
4,MOF-177_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.00010970700000000001,9.812489999999999e-05,0.8845196535,0.0415674516,2.541602069,0.0737753853,8.0774331444,0.1050163128,11.503664573900002,0.2204572746
5,MOF-177_EQeq,0.001,0.01,0.1978,0.7912,0.0001755312,0.0001279393,0.8672794220000001,0.0643860464,2.5447366245,0.0165791937,8.1374997442,0.21678108640000002,11.549691321900001,0.2978742658
6,MOF-177_EQeq,0.005,0.01,0.197,0.7879999999999999,0.0012287187,0.0008372307,0.8893086067,0.0712637428,2.5672009388,0.1140575407,8.0550225094,0.3094920627,11.512760773599998,0.4956505769
7,MOF-177_EQeq,0.01,0.01,0.196,0.784,0.0024574374,0.0004925833,0.8648849454,0.049966019900000005,2.4968475824,0.1026734919,7.975441887300001,0.3235494352,11.3396318525,0.4766815303
8,MOF-177_EQeq,0.02,0.01,0.194,0.7759999999999999,0.0044211931,0.0010873732,0.8557859344,0.0424950453,2.5071219587,0.10150908619999999,8.0123355857,0.21232842579999997,11.3796646719,0.3574199305
9,MOF-177_EQeq,0.03,0.01,0.192,0.768,0.0075149312,0.001129503,0.8720683751999999,0.0798133323,2.4863990642,0.041817285600000004,7.839910904500001,0.2537236979,11.2058932751,0.37648381880000004
10,MOF-177_EQeq,0.04,0.01,0.19,0.76,0.0106086694,0.0018404641,0.8921819786,0.0795225829,2.4844835025,0.0782717311,7.8036270192999995,0.19575288559999998,11.1909011698,0.35538766369999997
11,MOF-177_EQeq,0.05,0.01,0.188,0.752,0.0129015462,0.0016203991,0.8653638406999999,0.0610549274,2.4743832682,0.07382798110000001,7.6462952147,0.3112004664,10.9989438698,0.447703774
