,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,74.201867881,2.2618943141,0.39653979570000003,0.0146245134,1.2565919251,0.035744388599999996,75.8549996018,2.3122632161000003
1,MOF-801_EQeq,1e-05,0.05,0.189998,0.759992,0.407971331,0.12313278789999998,75.5557963663,1.7812618805000002,0.3913099514,0.0130663225,1.2461616405,0.0378398083,77.6012392892,1.9553007991999998
2,MOF-801_EQeq,5e-05,0.05,0.18999,0.7599600000000001,1.5222294331,0.1785428143,74.1630188692,3.0593095926,0.39629222909999995,0.023890016200000003,1.2530158275,0.01749743,77.3345563589,3.2792398531
3,MOF-801_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,2.874882804,0.38181088479999997,74.2436529079,0.997935908,0.3918050846,0.0122982304,1.2239735805,0.0255400543,78.734314377,1.4175850775
4,MOF-801_EQeq,0.0005,0.05,0.1899,0.7596,10.3037315826,2.2235668238999997,70.15369872710001,4.3435270467,0.3697097658,0.0175193821,1.1357631735,0.042759375999999995,81.962903249,6.6273726287
5,MOF-801_EQeq,0.001,0.05,0.1898,0.7592,18.0143501875,2.2755389096000003,63.1863220641,1.6057362977,0.3460981017,0.0048984415000000005,1.0465503755,0.0637855011,82.5933207288,3.9499591499
6,MOF-801_EQeq,0.005,0.05,0.189,0.7559999999999999,43.6582388801,3.0216047812999998,42.8279505876,4.1796657773,0.288724543,0.0206619873,0.8095797274,0.0295075687,87.5844937381,7.2514401146
7,MOF-801_EQeq,0.01,0.05,0.188,0.752,56.8670770275,2.6999458392,34.5436222095,3.9649436956999997,0.2464216009,0.0048481353000000005,0.6859063527,0.045298532300000006,92.3430271906,6.7150362025
8,MOF-801_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
9,MOF-801_EQeq,0.03,0.05,0.184,0.736,0.0,0.0,,,,,,,,
10,MOF-801_EQeq,0.04,0.05,0.182,0.728,0.0,0.0,,,,,,,,
11,MOF-801_EQeq,0.05,0.05,0.18,0.72,0.0,0.0,,,,,,,,
