,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,32.609426153,2.0484303652,3.0264779082,0.164922818,8.3163821045,0.1767763394,43.952286165699995,2.3901295226
1,HKUST-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0686692085,0.015105543,32.42484664,1.6040774132,2.9932489761000003,0.1153223593,8.2784632692,0.2732462594,43.765228093800005,2.0077515749
2,HKUST-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.3257385532,0.055779903799999996,32.2109435344,0.681177684,2.974237398,0.2109717677,8.198573204099999,0.0989273257,43.7094926897,1.0468566812
3,HKUST-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.653942155,0.11013002529999999,32.8556079419,1.0676170336,2.9138963025,0.047849801100000006,8.1511022959,0.4276981943,44.574548695299995,1.6532950543
4,HKUST-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,3.302812855,0.35037859759999995,30.217848497600002,0.8907166947,2.9176986181,0.090810045,7.935312282999999,0.20614808710000002,44.3736722537,1.5380534244
5,HKUST-1_v2_EQeq,0.001,0.05,0.1898,0.7592,5.8728020026,0.4169123328,29.464754992,0.9121788534,2.801975969,0.0760060502,7.7366002189,0.195817871,45.8761331825,1.6009151074
6,HKUST-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,19.3675340013,0.5130332945,21.725827011999996,0.7583203801999999,2.4553039762,0.0693122501,6.990670154400001,0.0811852677,50.539335143900004,1.4218511925
7,HKUST-1_v2_EQeq,0.01,0.05,0.188,0.752,29.680944821500002,1.7265746418,18.1401653889,1.7448272593,2.2989130819,0.0419582342,6.5986009761,0.1967658825,56.7186242684,3.7101260177999995
8,HKUST-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,44.3974605072,1.6367236437000001,14.562687094000001,1.2441282286,2.1064828484,0.0747530218,6.2087027235,0.2451057885,67.27533317310001,3.2007106826
9,HKUST-1_v2_EQeq,0.03,0.05,0.184,0.736,55.1565168833,1.7273025681,13.1083278278,0.3254504721,2.044157936,0.1128675753,5.834579864299999,0.1775420252,76.1435825114,2.3431626407
10,HKUST-1_v2_EQeq,0.04,0.05,0.182,0.728,65.76555745,1.5195883141,12.5932327829,1.0875765859,1.9431485952,0.061300689400000004,5.7371776653,0.13494832910000001,86.0391164934,2.8034139185000004
11,HKUST-1_v2_EQeq,0.05,0.05,0.18,0.72,75.2721931076,2.3377694845,11.5957760058,1.1115781321,1.8652837841999999,0.0723677845,5.498810025399999,0.18651529760000002,94.23206292299999,3.7082306987
