,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,12.6230362906,0.16472898019999999,3.4062835993,0.0721311801,10.1224914462,0.1442175579,26.1518113361,0.3810777182
1,NU-125_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0049007908,0.0037540725,12.5905386407,0.7108528166,3.3852636126999998,0.0725659223,10.1643308944,0.3796176428,26.1450339386,1.1667904542
2,NU-125_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.026508822799999998,0.0025005109,12.5791788427,0.3461762071,3.3834858029,0.1294550653,10.0646303274,0.2214823504,26.0538037958,0.6996141337
3,NU-125_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0456664595,0.007286775200000001,12.693927181900001,0.318171839,3.3903878880000002,0.11856842179999999,10.0982300594,0.28017967260000004,26.2282115888,0.7242067086
4,NU-125_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.2430346698,0.0264760433,12.5108762598,0.4228792962,3.3555637311,0.0630369764,10.0301150715,0.15520052369999998,26.139589732199997,0.6675928396
5,NU-125_v2_EQeq,0.001,0.05,0.1898,0.7592,0.4994351327,0.030902325,12.499228872,0.36428266200000003,3.3822308782999997,0.1268870861,10.1310058197,0.23543931829999998,26.5119007027,0.7575113914
6,NU-125_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,2.3905834638999996,0.1260938198,12.1791413994,0.3986389165,3.331197279,0.12884367619999998,9.8947090673,0.261600703,27.7956312096,0.9151771154999999
7,NU-125_v2_EQeq,0.01,0.05,0.188,0.752,4.8393081275,0.0349929746,12.1703699098,0.1585076556,3.3171839546,0.1029837046,9.8524118571,0.29762051429999997,30.179273849,0.5941048490999999
8,NU-125_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,9.4397027047,0.3773561556,12.0186662783,0.298540677,3.2137572544,0.058253827599999995,9.6866104551,0.42745243439999997,34.3587366925,1.1616030946
9,NU-125_v2_EQeq,0.03,0.05,0.184,0.736,13.5858830822,0.3434886011,11.4762718728,0.2606284255,3.1335466587000003,0.10493075660000001,9.3728603698,0.2188945779,37.5685619835,0.9279423611
10,NU-125_v2_EQeq,0.04,0.05,0.182,0.728,17.6239119179,0.703853865,11.276253151099999,0.2216353095,3.0697546595999996,0.035925831,9.1463597246,0.1272026334,41.1162794532,1.0886176389
11,NU-125_v2_EQeq,0.05,0.05,0.18,0.72,22.0010977516,0.5653822608,11.0648746315,0.3117643468,2.9898577951,0.0477265632,8.9113447059,0.1836271914,44.9671748841,1.1085003622
