,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,40.1833728549,1.6498948981000001,2.7351424226,0.029432923700000002,9.324682795800001,0.1931108552,52.2431980733,1.8724386769999999
1,MgMOF-74_EQeq,1e-05,0.05,0.189998,0.759992,0.0078498175,0.0010411567,40.156369296,1.4812148713,2.7415055611000003,0.0669039107,9.2325068123,0.0863894241,52.1382314869,1.6355493628
2,MgMOF-74_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0425157815,0.0043783345,40.5151578409,2.0061087128,2.7396744420999997,0.054944707599999996,9.2775528147,0.11968417460000001,52.5749008792,2.1851159294999998
3,MgMOF-74_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0859091823,0.0057408732,40.7813537631,1.1319567317,2.7429704562,0.05151468519999999,9.2726634799,0.1179365144,52.882896881499995,1.3071488045
4,MgMOF-74_EQeq,0.0005,0.05,0.1899,0.7596,0.4186244265,0.007188255300000001,41.0259594273,2.0164476034,2.7468158061000003,0.024770241600000003,9.2931425789,0.17779253600000003,53.4845422388,2.2261986363
5,MgMOF-74_EQeq,0.001,0.05,0.1898,0.7592,0.8654301851,0.0237340144,40.3196495566,1.2537484305,2.7185250177999998,0.0433389541,9.3096541028,0.2078651946,53.213258862299995,1.5286865936
6,MgMOF-74_EQeq,0.005,0.05,0.189,0.7559999999999999,4.3599641378,0.18902376440000002,40.9449487506,0.9803577787000001,2.7241099307,0.033650516899999997,9.2404820387,0.17040435969999998,57.269504857799994,1.3734364197
7,MgMOF-74_EQeq,0.01,0.05,0.188,0.752,8.9188553267,0.2162918852,41.1193703397,0.8681259031,2.7114294318,0.051261521,9.2590775415,0.025232295800000002,62.0087326397,1.1609116051000001
8,MgMOF-74_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,18.7677433735,0.5141918321,41.7388785607,1.3000472729,2.6794306276,0.0754664316,9.078973685,0.07280278059999999,72.2650262468,1.9625083172
9,MgMOF-74_EQeq,0.03,0.05,0.184,0.736,29.6217005941,0.4273678806,41.691103033400005,1.1160618317,2.6385966743,0.0395691212,8.8853239667,0.0708619871,82.8367242685,1.6538608206
10,MgMOF-74_EQeq,0.04,0.05,0.182,0.728,41.0465004406,0.9845926495999999,41.6014688425,0.89951683,2.5967556056,0.0236189507,8.7034567436,0.1118010929,93.94818163229999,2.0195295232
11,MgMOF-74_EQeq,0.05,0.05,0.18,0.72,54.7239053566,1.1715941833,41.9085163025,1.0037001401999999,2.5416389242,0.0436457878,8.5235532697,0.0926121688,107.697613853,2.3115522801
