,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,3.8132087045,0.1891789384,1.8282903132,0.0448195375,5.718353714299999,0.08500297949999999,11.359852732,0.31900145539999997
1,IRMOF-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0005532753,0.0013552422,3.7635659201,0.07275893110000001,1.7836155108,0.0952722366,5.6808346924,0.0955744029,11.2285693986,0.2649608128
2,IRMOF-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0035962896,0.0037524958,3.7921373068,0.151885879,1.8085502841999999,0.0737141378,5.7254027426,0.16987817300000002,11.329686623199999,0.3992306856
3,IRMOF-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.007192579100000001,0.0044262025,3.6553517927,0.20914030670000003,1.7919271019999998,0.0381875555,5.6383131342,0.136519187,11.092784607999999,0.38827325170000004
4,IRMOF-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.04370875019999999,0.0090236474,3.7639230624,0.1681287132,1.8043944887,0.09271709369999999,5.7053925975999995,0.23507301809999998,11.317418898900002,0.5049424724
5,IRMOF-1_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0813314718,0.0182161225,3.8274943979000002,0.1436866658,1.8002386931,0.0951418547,5.709485581799999,0.0171010298,11.418550144600001,0.2741456728
6,IRMOF-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.45894187670000003,0.0485938282,3.838208668,0.18717256989999997,1.7597196863,0.0493364001,5.6876563327,0.22286159690000001,11.7445265637,0.5079643951
7,IRMOF-1_v2_EQeq,0.01,0.05,0.188,0.752,0.9272894338,0.0626839205,3.8303515366000003,0.1612607389,1.7979010581000001,0.09822875800000001,5.6396774623,0.215347852,12.1952194908,0.5375212694
8,IRMOF-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,1.9184821669,0.1073268556,3.8417800913,0.0813971179,1.7355641246,0.1421178034,5.466180409500001,0.0528284553,12.9620067923,0.38367023219999996
9,IRMOF-1_v2_EQeq,0.03,0.05,0.184,0.736,2.9019290456,0.0560694787,3.7467802302999997,0.1652206987,1.7308888544999999,0.1091069481,5.531213380800001,0.1259409394,13.910811511199999,0.4563380649
10,IRMOF-1_v2_EQeq,0.04,0.05,0.182,0.728,3.8942283294,0.0365580618,3.7707087667000003,0.3011165275,1.6901101105,0.0683972496,5.4532192928,0.1069603816,14.8082664994,0.5130322205
11,IRMOF-1_v2_EQeq,0.05,0.05,0.18,0.72,4.9164044803,0.2478068208,3.8167801279000004,0.2226987938,1.677902461,0.1084943243,5.4056951984,0.2002491978,15.8167822676,0.7792491367000001
