MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
UIO-66_v2_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,1.6529132622,0.0724932893,16.1247953099,1.4494411956,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,6.8490829695,0.1476437893,24.6267915416,1.6695782742
UIO-66_v2_EQeq,0.15,0.02,0.0,0.0,0.82999,1.6601264192,0.0742831142,16.0726827741,0.5263047990,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4543091149,0.0460692366,6.9362056338,0.1438694272,25.1233239420,.7905265770,
UIO-66_v2_EQeq,0.15,0.02,0.0,0.0005,0.82995,1.6633050986,0.0205304244,15.9871173524,1.2356350399,0.0000000000,0.0000000000,0.0002451719,0.0006005460,1.6939258458,0.2168571010,6.8783022414,0.2801357353,26.2228957101,1.7537588466,
UIO-66_v2_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,1.6680731176,0.0691433828,15.9417290148,0.5530245234,0.0000000000,0.0000000000,0.0008581015,0.0014190348,1.7810375677,0.3160738970,6.8647093933,0.2941387385,26.2564071949,1.2337995765
UIO-66_v2_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,1.6581703088,0.1388412120,16.0007338537,0.6644392493,0.0000000000,0.0000000000,0.0008581015,0.0007147927,2.3556624242,0.3661786652,6.7368081846,0.2092157391,26.7522328728,1.3793896583
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,1.6629383279,0.0433941383,16.3302195639,0.9789192448,0.0000000000,0.0000000000,0.0011032734,0.0012620994,0.0000000000,0.0000000000,6.9901489051,0.2344085752,24.9844100703,1.2579840577
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,0.8299200000000001,1.6686844021,0.0557545074,16.1750586912,0.7732265086,0.0000077020,0.0000308081,0.0012258593,0.0013976947,0.4752732214,0.0950742632,6.9217565433,0.3194193027,25.2420064193,1.2449030847,
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,1.6845777988,0.0936216473,16.4117504666,0.4292488164,0.0000000000,0.0000000000,0.0013484453,0.0012010920,0.8722891261,0.1530272253,6.9021699984,0.1254413383,25.8721358352,.8025401193
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,3.000000000000001e-05,0.8299000000000001,1.6541358312,0.0306179703,16.2196065040,0.4476543712,0.0000000000,0.0000000000,0.0011032734,0.0015794093,1.3578490829,0.3126804688,6.8617125449,0.2500718931,26.0944072364,1.0426041127
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,1.6603709330,0.0878121181,16.0546955440,1.0453530038,0.0000000000,0.0000000000,0.0012258593,0.0010256275,1.8406745911,0.2502431753,6.7057693975,0.2409038795,26.2627363249,1.6253378042
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,5e-05,0.8298800000000001,1.6464336466,0.0644079230,15.9867811425,1.0396918371,0.0000000000,0.0000000000,0.0009806875,0.0004586746,2.1486255962,0.4572890082,6.6711986106,0.2778148703,26.4540196834,1.8396623132
