,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,12.7589224818,0.288833834,3.4019959402999995,0.1497116776,10.159020855,0.2033818862,26.3199392771,0.6419273978
1,NU-125_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0003145755,0.0007705495,12.561348273699998,0.2056003759,3.3675900916000003,0.048180860199999995,10.1396117455,0.2600446695,26.0688646863,0.5145964551
2,NU-125_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0013107313,0.0007414616,12.639572705399999,0.5296690975,3.3782569505,0.052602982699999995,10.2431575134,0.1358541417,26.2622979006,0.7188676835
3,NU-125_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0024641748000000002,0.0010795842999999999,12.6976658496,0.19050172140000002,3.4021005174,0.0668560665,10.236291083200001,0.2088451391,26.338521625,0.46728251130000004
4,NU-125_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.013159741899999999,0.0026815909,12.64029168,0.160463782,3.3806622226,0.0822473051,10.104089413099999,0.2924610815,26.138203057600002,0.5378537595
5,NU-125_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0240125968,0.0046137741,12.661429531900001,0.41779150600000003,3.3849498815,0.1057947645,10.0351504536,0.3138751802,26.105542463800003,0.8420752248000001
6,NU-125_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.120272701,0.017597493500000002,12.735771501099999,0.5743013943999999,3.3176022628,0.1061658442,9.9372809347,0.1610662566,26.1109273996,0.8591309887
7,NU-125_v2_EQeq,0.01,0.05,0.188,0.752,0.2519749786,0.013190515900000001,12.546824987599999,0.359445863,3.3787798357,0.140409866,9.991205300199999,0.1562704855,26.1687851021,0.6693167304
8,NU-125_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.489689201,0.0259257211,12.3810294549,0.3481139083,3.2713792077,0.0751634754,9.806818760399999,0.1573429731,25.948916624000002,0.6065460779
9,NU-125_v2_EQeq,0.03,0.05,0.184,0.736,0.7497382842,0.0216654006,12.5409293962,0.3324672688,3.2849742239,0.1156067927,9.7729443712,0.1256979486,26.3485862755,0.5954374107
10,NU-125_v2_EQeq,0.04,0.05,0.182,0.728,0.9948974601999999,0.0398371233,12.4558028087,0.4063885372,3.2629084668,0.10616172369999999,9.686427350299999,0.1986873618,26.400036086,0.7510747459999999
11,NU-125_v2_EQeq,0.05,0.05,0.18,0.72,1.2425732402,0.031107825699999998,12.4888756383,0.5694921897999999,3.1748545926,0.0453068518,9.5414083438,0.2823845384,26.447711814899996,0.9282914056999999
