,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,40.4003455065,1.4355716346,2.7354170905,0.0342979388,9.2831234502,0.0716224613,52.418886047200004,1.5414920347
1,MgMOF-74_EQeq,1e-05,0.05,0.189998,0.759992,0.00036720940000000004,0.00044502839999999996,40.0298491249,1.1805308583,2.7324415221,0.0405463663,9.272823786,0.17077384899999998,52.0354816424,1.392296102
2,MgMOF-74_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0015835907,0.0009993394,40.3262588193,1.3063491776,2.7442064616,0.016343185700000002,9.288092938,0.1980619139,52.3601418096,1.5217536165999999
3,MgMOF-74_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0023180095,0.0003948569,39.8885997398,1.4596755144999998,2.7429246782999996,0.047848473899999994,9.2820413843,0.08970252050000001,51.915883811899995,1.5976213658
4,MgMOF-74_EQeq,0.0005,0.05,0.1899,0.7596,0.0112457889,0.0023629078,40.0010830959,0.6061547716,2.7413224492,0.09405367560000001,9.3492496992,0.121321347,52.1029010332,0.823892702
5,MgMOF-74_EQeq,0.001,0.05,0.1898,0.7592,0.021252245899999998,0.0033898571999999997,40.9246803451,1.2276910021,2.7522176071,0.0394248039,9.2476156583,0.20427379629999998,52.9457658564,1.4747794595
6,MgMOF-74_EQeq,0.005,0.05,0.189,0.7559999999999999,0.11358246779999999,0.0050728590999999995,40.9968786716,2.4094634643,2.7293286198000004,0.0810977976,9.2407625743,0.1898504655,53.0805523335,2.6854845865
7,MgMOF-74_EQeq,0.01,0.05,0.188,0.752,0.2255124931,0.012130770700000001,40.568724341199996,1.5634482504,2.7323041882,0.0637510852,9.2669726148,0.113143489,52.793513637299995,1.7524735953
8,MgMOF-74_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.4467561765,0.021695482599999996,40.6808300252,1.3931946735,2.6860684339,0.0602751135,9.127185732100001,0.1652063403,52.940840367700005,1.6403716099
9,MgMOF-74_EQeq,0.03,0.05,0.184,0.736,0.677776811,0.0240509039,40.0443265574,0.8233675824,2.6468367097,0.0262406442,8.9943320863,0.12002749509999999,52.363272164399994,0.9936866256
10,MgMOF-74_EQeq,0.04,0.05,0.182,0.728,0.9067548431,0.0126152274,40.4007231787,1.0194818565000001,2.6071472058,0.0288722233,8.9129767617,0.09546202210000002,52.8276019893,1.1564313293000001
11,MgMOF-74_EQeq,0.05,0.05,0.18,0.72,1.1162707753,0.0155716664,40.4801602215,1.1064140468,2.5909875808000002,0.035872410699999996,8.8513390823,0.10187522519999999,53.0387576599,1.2597333491
