,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,32.6043761255,0.5104115998,1.864570517,0.04831816269999999,5.3974577656,0.0942163969,39.8664044081,0.6529461594
1,UIO-66_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0001992021,0.00020785459999999998,32.3993721339,0.8795733543,1.8638981041,0.0364156286,5.3680244331,0.0937648351,39.6314938732,1.0099616726
2,UIO-66_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0009193945,0.0002167034,32.6048804404,0.7435618003,1.8517946712,0.0404620467,5.3656430089,0.1063272908,39.823237515,0.8905678412000001
3,UIO-66_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0019460517,0.0006250680999999999,32.325910268899996,0.3089603052,1.8737397843999999,0.0358928638,5.3727337663,0.1371443684,39.5743298713,0.48262260549999997
4,UIO-66_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0090866824,0.0011532203,32.6519078013,0.6573690122,1.8578158234,0.0231671177,5.3203959495,0.1362797315,39.8392062566,0.8179690817
5,UIO-66_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0184032134,0.0028410464,32.4966208499,0.4846187978,1.8526199052,0.0273206558,5.3259882827,0.10122661890000001,39.6936322512,0.6160071189
6,UIO-66_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0892578834,0.0023857062,32.2973744529,0.5113724661,1.8446426426,0.0362727172,5.3538696758999995,0.0493723594,39.5851446548,0.5994032489
7,UIO-66_v2_EQeq,0.01,0.05,0.188,0.752,0.1817796173,0.0070882872,32.34936091,0.627644706,1.8467210099,0.0142120686,5.2668005267,0.0422872639,39.6446620639,0.6912323256999999
8,UIO-66_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.3594832524,0.0164137599,32.3181354148,0.2664928026,1.8247758966999998,0.013308043799999999,5.2075860131,0.1179213831,39.709980576999996,0.41413598939999996
9,UIO-66_v2_EQeq,0.03,0.05,0.184,0.736,0.5320536014,0.0124145119,32.2093294832,0.9652868762000001,1.7921638691,0.0231880762,5.1198479245,0.13027269390000001,39.653394878200004,1.1311621582
10,UIO-66_v2_EQeq,0.04,0.05,0.182,0.728,0.707198255,0.0143426198,32.2227358533,0.42938505520000003,1.7603770756000001,0.039623967999999996,5.0469602900999995,0.08718989390000001,39.737271474,0.5705415369
11,UIO-66_v2_EQeq,0.05,0.05,0.18,0.72,0.8836453842,0.0184688231,31.9555750549,0.6677548289,1.7300573649000002,0.0192640951,4.9871303523,0.1016639407,39.5564081563,0.8071516878
