,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,3.7249945479,0.1385601797,1.8311474227000002,0.0733728923,5.6576411152,0.1154575924,11.2137830858,0.32739066440000003
1,IRMOF-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.00013021809999999999,0.0005208725,3.6878517451999997,0.2186271238,1.7682910147,0.079627147,5.7001626734,0.10155465279999999,11.1564356514,0.40032979609999997
2,IRMOF-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0007813088,0.0015185913,3.7278516866,0.0407580621,1.8116671309,0.062703815,5.672648724,0.0942451303,11.2129488503,0.1992255987
3,IRMOF-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0006510907,0.0016471435999999998,3.8785657517,0.1944770368,1.7534859930000002,0.0726038717,5.6812894684,0.1890851296,11.313992303800001,0.4578131817
4,IRMOF-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0048180709000000006,0.0026813555,3.7803516098000003,0.2480430005,1.8207579337,0.1080082194,5.6769690962,0.1671411708,11.2828967106,0.5258737461999999
5,IRMOF-1_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0114591958,0.0064638581999999995,3.8053515732,0.2182136741,1.8033555397999999,0.0692792748,5.6585506672,0.1008536968,11.278716975999998,0.3948105039
6,IRMOF-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0484411457,0.0051167608,3.8035658614999996,0.1956279534,1.7386809712,0.12697298710000002,5.6601423833,0.1862728393,11.2508303617,0.5139905406
7,IRMOF-1_v2_EQeq,0.01,0.05,0.188,0.752,0.0961009826,0.0100394719,3.8253515438999997,0.1596454199,1.8197189848,0.1204060638,5.6194399292999995,0.2249951232,11.3606114406,0.5150860788
8,IRMOF-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.18855585739999997,0.0125604823,3.8560657847,0.2438484588,1.7210188401,0.0675995751,5.5448566615,0.2203670236,11.3104971437,0.5443755398
9,IRMOF-1_v2_EQeq,0.03,0.05,0.184,0.736,0.2950742906,0.0205958823,3.7774944711000003,0.1388470921,1.7101098766999998,0.0781873757,5.4577670529999995,0.1901301021,11.240445691400001,0.4277604522
10,IRMOF-1_v2_EQeq,0.04,0.05,0.182,0.728,0.391045055,0.0214855974,3.7339231063,0.0648781269,1.69764249,0.1349774156,5.4461702645,0.2549034823,11.268780915799999,0.47624462219999997
11,IRMOF-1_v2_EQeq,0.05,0.05,0.18,0.72,0.483630148,0.016251723899999997,3.8739229014,0.0515375074,1.6763440377,0.08201117990000001,5.3490755835,0.11771058390000001,11.3829726706,0.26751099510000004
