,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,6.2213260187,0.2154362677,3.0422166247000004,0.0437927544,8.970010460700001,0.2010607671,18.2335531041,0.4602897892
1,NU-100_EQeq,1e-05,0.05,0.189998,0.759992,0.0003198696,0.00023359970000000002,6.1520786532,0.22196613350000002,2.9943649726999997,0.087157784,8.994289157999999,0.1591048622,18.141052653499997,0.46846237939999996
2,NU-100_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.000767687,0.0005117912999999999,6.1319594862,0.13796338630000002,3.0205238758,0.121600623,8.9451359673,0.26971597010000004,18.098387016300002,0.5297917707
3,NU-100_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0016846464999999999,0.000434939,6.0799654762,0.1293512496,3.0364744265,0.1283946933,8.9599191617,0.24902223140000002,18.078043710899998,0.5072031133
4,NU-100_EQeq,0.0005,0.05,0.1899,0.7596,0.0081246874,0.0024178793,6.095464253099999,0.19030735170000002,2.9862408256,0.0699718045,9.0612417617,0.2635512142,18.1510715278,0.5262482497
5,NU-100_EQeq,0.001,0.05,0.1898,0.7592,0.0166971923,0.0015647113,6.0745262828,0.23570479519999998,3.0034248855000003,0.0573342621,8.9078614643,0.3053604188,18.0025098249,0.5999641874
6,NU-100_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0869618775,0.005476074300000001,6.0844688944000005,0.2935935532,2.9880698221,0.057812917000000005,8.897174369,0.1787793043,18.056674963,0.5356618488
7,NU-100_EQeq,0.01,0.05,0.188,0.752,0.1730067955,0.0100263001,6.0947039357,0.25103314600000004,2.9744161506999998,0.045649493799999996,8.843254808300001,0.1577583295,18.0853816902,0.4644672694
8,NU-100_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.34411569810000003,0.0116477044,6.0726547324,0.1609702518,2.9378362212,0.0870230859,8.7148979534,0.1269168385,18.0695046051,0.3865578806
9,NU-100_EQeq,0.03,0.05,0.184,0.736,0.5176556095,0.0219069542,6.0771581505,0.18065574539999998,2.8936000274,0.041699207200000005,8.6067236965,0.207017979,18.0951374839,0.4512798858
10,NU-100_EQeq,0.04,0.05,0.182,0.728,0.6843503118,0.0225071841,5.9415877172,0.1054260159,2.8525964786,0.08129289769999999,8.504060555,0.16999193129999998,17.9825950626,0.379218029
11,NU-100_EQeq,0.05,0.05,0.18,0.72,0.853006881,0.0197514511,5.9658593866,0.2185847754,2.8341363746,0.0664041141,8.4746431151,0.1846450288,18.1276457573,0.4893853694
