MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.0,0.05,0.19,0.76,0.0000000000,0.0000000000,74.2018678810,2.2618943141,0.3965397957,0.0146245134,1.2565919251,0.0357443886,75.8549996018,2.3122632161
MOF-801_EQeq,1e-05,0.05,0.189998,0.759992,0.4079713310,0.1231327879,75.5557963663,1.7812618805,0.3913099514,0.0130663225,1.2461616405,0.0378398083,77.6012392892,1.9553007992
MOF-801_EQeq,0.04,0.05,0.182,0.728,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.05,0.05,0.18,0.72,0.0,0.0,,,,,,,,
MOF-801_EQeq,5e-05,0.05,0.18999000000000002,0.7599600000000001,1.5222294331,0.1785428143,74.1630188692,3.0593095926,0.3962922291,0.0238900162,1.2530158275,0.0174974300,77.3345563589,3.2792398531
MOF-801_EQeq,0.0001,0.05,0.18998,0.7599199999999999,2.8748828040,0.3818108848,74.2436529079,0.9979359080,0.3918050846,0.0122982304,1.2239735805,0.0255400543,78.7343143770,1.4175850775
MOF-801_EQeq,0.0005,0.05,0.1899,0.7596,10.3037315826,2.2235668239,70.1536987271,4.3435270467,0.3697097658,0.0175193821,1.1357631735,0.0427593760,81.9629032490,6.6273726287
MOF-801_EQeq,0.001,0.05,0.1898,0.7592,18.0143501875,2.2755389096,63.1863220641,1.6057362977,0.3460981017,0.0048984415,1.0465503755,0.0637855011,82.5933207288,3.9499591499
MOF-801_EQeq,0.005,0.05,0.18899999999999997,0.7559999999999999,43.6582388801,3.0216047813,42.8279505876,4.1796657773,0.2887245430,0.0206619873,0.8095797274,0.0295075687,87.5844937381,7.2514401146
MOF-801_EQeq,0.01,0.05,0.188,0.752,56.8670770275,2.6999458392,34.5436222095,3.9649436957,0.2464216009,0.0048481353,0.6859063527,0.0452985323,92.3430271906,6.7150362025
MOF-801_EQeq,0.02,0.05,0.18600000000000003,0.7440000000000001,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.03,0.05,0.184,0.736,0.0,0.0,,,,,,,,
