,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,3.856143486,0.0807327271,2.6189607105,0.0656290946,8.1477469505,0.1807488514,14.622851147,0.32711067309999997
1,ZIF-8_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0002202658,0.0005395389,3.8420475543,0.0851713702,2.6337521343,0.0786362833,8.1526189314,0.1316819923,14.6286388858,0.2960291847
2,ZIF-8_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0011747511,0.0004979719,3.7751925639999997,0.1360182508,2.5981648474,0.1073133895,7.9979335388,0.2650918873,14.372465701300001,0.5089214995
3,ZIF-8_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0027533228999999998,0.001625264,3.8412420725,0.1610301481,2.6050479852,0.0647672218,8.1195407455,0.1926374259,14.5685841261,0.42006005979999994
4,ZIF-8_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.011784221999999999,0.003367819,3.8229173613,0.1145927044,2.6427587934,0.1146921216,8.0702439917,0.1633424875,14.5477043684,0.3959951325
5,ZIF-8_v2_EQeq,0.001,0.02,0.1958,0.7832,0.029185222799999997,0.0039810675,3.7924097377,0.0323411229,2.6026315644999998,0.0314597768,8.0870395047,0.27454331600000004,14.5112660297,0.3423252832
6,ZIF-8_v2_EQeq,0.005,0.02,0.195,0.78,0.139244717,0.0085201097,3.8729579188,0.0778171096,2.6524244763,0.08520631669999999,8.0876164498,0.060251345,14.7522435619,0.231794881
7,ZIF-8_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.2704864421,0.0083636586,3.8100296523000003,0.0924494359,2.5631633594,0.0791728482,7.981266235900001,0.2939002177,14.6249456897,0.4738861604
8,ZIF-8_v2_EQeq,0.02,0.02,0.192,0.768,0.5414868378000001,0.0176319707,3.8541297814999997,0.0545167501,2.5664584786,0.0665201096,7.9865869518,0.2063390455,14.948662049700001,0.34500787590000004
9,ZIF-8_v2_EQeq,0.03,0.02,0.19,0.76,0.8034930453,0.0269185315,3.7970412581,0.1438828171,2.5461751895,0.0527881741,7.8697235160000005,0.1662744116,15.016433008900002,0.3898639343
10,ZIF-8_v2_EQeq,0.04,0.02,0.188,0.752,1.0749706836,0.0195329972,3.8225146204000002,0.091836849,2.5059747356999997,0.1040253032,7.743116118500001,0.1214823625,15.146576158199998,0.3368775119
11,ZIF-8_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,1.341125231,0.0328776219,3.8072104660000003,0.15439559949999998,2.4650420332,0.059720975999999995,7.592918076699999,0.16840180300000002,15.2062958069,0.41539600039999997
