,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,2.5200426376,0.0645305472,3.1611013956,0.141141881,9.3221260452,0.2657767835,15.0032700784,0.47144921170000004
1,NU-100_EQeq,1e-05,0.02,0.195998,0.783992,0.0001066232,0.0001348689,2.5428521583,0.1171645122,3.1261377885000003,0.043484133099999996,9.3837164827,0.1746488261,15.0528130527,0.3354323403
2,NU-100_EQeq,5e-05,0.02,0.19599,0.78396,0.0008743102000000001,0.0005292636,2.5296343334999998,0.1204990001,3.1483834898,0.10829644529999999,9.3486017412,0.32249321010000004,15.027493874700001,0.5518179191
3,NU-100_EQeq,0.0001,0.02,0.19598,0.78392,0.00206849,0.0006823884,2.5378223666,0.0438037515,3.1630579964,0.0540626533,9.3523254677,0.10313095859999999,15.055274320699999,0.2016797518
4,NU-100_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0085085309,0.0019701935,2.5120300624,0.09805525,3.1581664942,0.0722117176,9.4203207149,0.18372874449999999,15.0990258024,0.3559659056
5,NU-100_EQeq,0.001,0.02,0.1958,0.7832,0.017955346,0.0022511386,2.5122055203,0.0648264988,3.1152063445,0.0436676453,9.283697187000001,0.1392559432,14.9290643978,0.2500012259
6,NU-100_EQeq,0.005,0.02,0.195,0.78,0.0901605733,0.007205835,2.5248969715,0.052153467,3.1369416281999998,0.0730038967,9.3107314419,0.0649435849,15.0627306149,0.1973067836
7,NU-100_EQeq,0.01,0.02,0.194,0.7759999999999999,0.1780394102,0.0097343181,2.4693938044,0.068701054,3.0971715885,0.0729225652,9.183603416799999,0.21202251649999998,14.9282082199,0.3633804538
8,NU-100_EQeq,0.02,0.02,0.192,0.768,0.3489777157,0.0051515667,2.5088718211,0.11873690869999999,3.0723737991,0.086723694,9.185725941,0.20502196,15.1159492769,0.4156341294
9,NU-100_EQeq,0.03,0.02,0.19,0.76,0.5281899811,0.0173254784,2.4455900226,0.051271867900000004,3.0569336661,0.1042834679,8.987698162000001,0.1872791778,15.0184118318,0.36015999200000004
10,NU-100_EQeq,0.04,0.02,0.188,0.752,0.6999386229000001,0.023704175499999997,2.492437269,0.0543213277,3.0054240212,0.10101298119999999,8.9291611803,0.2397725322,15.126961093399999,0.4188110166
11,NU-100_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.8830959465,0.0338570802,2.4658846474000002,0.1333503272,2.9658241208,0.0667840275,8.815475808099999,0.11369790390000001,15.1302805228,0.3476893388
