MOF	ammonia_mass	ammonia_error	O2_mass	O2_error	N2_mass	N2_error	total_mass	total_mass_error	ammonia_comp	O2_comp	N2_comp
XALTIP	0.0	0.0	1.8671110435	0.1355805337	7.2627479755	0.3231330111	9.129859019	0.4587135448	1e-06	0.1666665	0.8333325
XALTIP	0.0	0.0	2.193268716	0.1421741086	6.77882457	0.35731083140000003	8.972093286	0.49948494	1e-06	0.19999979999999998	0.7999991999999999
XALTIP	0.0	0.0	2.7695075816	0.16306226740000002	6.342018157999999	0.2004841253	9.111525739600001	0.36354639270000005	1e-06	0.24999975	0.74999925
XALTIP	0.0004307426	0.0010550995	1.8497105721	0.1344891391	7.0098041164	0.37750952320000003	8.8599454311	0.5130537618	1e-05	0.166665	0.8333250000000001
XALTIP	0.0002153713	0.0008614851	2.2252370238999997	0.1454848979	6.7607571515	0.1314387745	8.9862095467	0.2777851575	1e-05	0.199998	0.799992
XALTIP	0.0006461138	0.0017229703	2.7124502219999997	0.09047072310000001	6.4688443505999995	0.16198775029999998	9.181940686399999	0.2541814437	1e-05	0.24999749999999998	0.7499925000000001
XALTIP	0.005599653299999999	0.0031652984999999997	1.8343334113999998	0.1012658377	7.0048444329	0.5137161987	8.844777497599999	0.6181473349000001	0.0001	0.16665	0.8332499999999999
XALTIP	0.005599653299999999	0.0045990721000000005	2.1710122991	0.1765180531	6.8036229876	0.2727135721	8.98023494	0.4538306973	0.0001	0.19998	0.79992
XALTIP	0.0060303959	0.0034993690999999996	2.8302069003	0.2880375794	6.4288126194	0.4779302129	9.265049915599999	0.7694671614	0.0001	0.249975	0.749925
XALTIP	0.045874083200000006	0.0185569576	1.8650877328	0.09299836449999999	7.189769775199999	0.41864846990000004	9.1007315912	0.530203792	0.001	0.1665	0.8325
XALTIP	0.0503968801	0.015192455700000001	2.2017666206	0.1434445898	6.8394035615	0.5194197908	9.091567062200001	0.6780568362999999	0.001	0.1998	0.7992
XALTIP	0.051473736500000006	0.0163682175	2.8172577123	0.1570714685	6.3926777824	0.5163207056	9.2614092312	0.6897603915999999	0.001	0.24975	0.74925
