MOF	ammonia_mass	ammonia_error	O2_mass	O2_error	N2_mass	N2_error	total_mass	total_mass_error	ammonia_comp	O2_comp	N2_comp
KIFJUF	48.4443876102	4.765582744	3.3464113885000004	0.1673267388	13.2352143027	1.1971498401	65.0260133014	6.130059322899999	1e-06	0.1666665	0.8333325
KIFJUF	44.3437503433	9.221653102100001	3.8877339708	0.1477064855	12.8248080553	1.2466158804	61.0562923694	10.615975468	1e-06	0.19999979999999998	0.7999991999999999
KIFJUF	45.217795558999995	12.8525646719	4.8630581006	0.2763964404	11.818667456300002	1.1162288634	61.8995211159	14.245189975699999	1e-06	0.24999975	0.74999925
KIFJUF	59.637501656000005	1.6236557202000002	3.3823816254000003	0.1237139719	12.2920542851	0.5854415315	75.31193756649999	2.3328112236000003	1e-05	0.166665	0.8333250000000001
KIFJUF	59.456415807	1.4401550741999998	3.9195764756	0.1645016423	12.010706606	0.2519604054	75.3866988886	1.8566171219	1e-05	0.199998	0.799992
KIFJUF	60.367180337	1.5745539833000002	5.0234499768	0.1818804028	10.910095135	0.5819625074	76.3007254488	2.3383968935	1e-05	0.24999749999999998	0.7499925000000001
KIFJUF	65.612393152	4.5755928296	3.0975681099	0.3877647784	11.403098866199999	1.0113259994	80.1130601281	5.9746836074	0.0001	0.16665	0.8332499999999999
KIFJUF	66.7017328086	2.6934302726999997	3.7804129359	0.2221255623	11.1429167924	0.6615618249	81.62506253689999	3.5771176599000003	0.0001	0.19998	0.79992
KIFJUF	66.4854968468	1.3024243593	4.7026662243	0.261513169	10.4842018594	0.3201718092	81.6723649305	1.8841093375	0.0001	0.249975	0.749925
KIFJUF	95.12185437139999	4.0074443839	2.0190506774	0.2788961845	7.2618675246	0.6863904945999999	104.4027725734	4.972731063	0.001	0.1665	0.8325
KIFJUF	96.9223561317	1.7372364003	2.3038641929	0.1575483661	6.841652826	0.3058896082	106.0678731506	2.2006743746	0.001	0.1998	0.7992
KIFJUF	91.5208508508	4.8992202344999995	3.4242486225	0.40104212200000006	7.369244253500001	0.8683484014	102.3143437268	6.1686107579	0.001	0.24975	0.74925
KIFJUF	104.5461645265	2.8715233626999996	1.6923701647	0.24312964969999998	5.9857364006	0.4492721366	112.2242710918	3.5639251489999997	0.002	0.16633333333333333	0.8316666666666667
KIFJUF	104.1937218776	4.285497829700001	2.2124644105	0.34634820439999997	6.0673014158	0.6367041915999999	112.47348770389999	5.2685502257	0.002	0.1996	0.7984
KIFJUF	101.57315543200001	3.6035554066000004	2.8227790866	0.473471286	5.8210576674	1.159197825	110.216992186	5.2362245176	0.002	0.2495	0.7484999999999999
KIFJUF	110.5646798232	2.8181735723	1.5101602759000001	0.1081794361	5.1969304308	0.534142591	117.2717705299	3.4604955994	0.003	0.16616666666666666	0.8308333333333333
KIFJUF	109.1756226869	3.4336985189	1.8356614365000001	0.3695834119	4.8025274459	0.7279203471	115.8138115693	4.5312022779	0.003	0.1994	0.7976
KIFJUF	110.9246546392	3.8905253901999997	2.382880779	0.3922014928	4.8340177366	0.6501470098	118.1415531548	4.9328738928	0.003	0.24925	0.74775
