,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,3.0635669446,0.1165094419,1.8332253204,0.104537053,5.722446698500001,0.1296343022,10.6192389635,0.3506807971
1,IRMOF-1_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0003242616,0.0012970465,2.9999956091000004,0.1771080323,1.8269916271000002,0.10168173220000001,5.732224382999999,0.2954133473,10.5595358808,0.5755001583
2,IRMOF-1_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0009727847999999999,0.0025940929,3.0574955249,0.240008152,1.7880310436000002,0.0540203472,5.7174441622000005,0.1806691838,10.5639435155,0.47729177590000005
3,IRMOF-1_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.0006485232,0.0015885510000000001,2.9899956237,0.1629539932,1.8036152769999998,0.047593612599999995,5.8152210072,0.2426450642,10.6094804311,0.454781221
4,IRMOF-1_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0048639242,0.006801769,3.0417812622000002,0.1492940396,1.8142645032,0.1275836008,5.8336394361,0.2130274972,10.6945491257,0.49670690659999994
5,IRMOF-1_v2_EQeq,0.001,0.04,0.1918,0.7672,0.0090793252,0.0038911394,3.0660669409,0.1738516647,1.8080308098,0.1257235485,5.6746952161,0.3186042805,10.557872292,0.6220706331
6,IRMOF-1_v2_EQeq,0.005,0.04,0.191,0.764,0.0577185676,0.022049789900000002,2.9889241967,0.0593931031,1.7747844452000001,0.0701886683,5.7367721432000005,0.1682941671,10.558199352699999,0.3199257284
7,IRMOF-1_v2_EQeq,0.01,0.04,0.19,0.76,0.10343945539999999,0.019172610700000002,3.0924954737,0.1574410447,1.7734857591,0.0736225606,5.7399555754,0.0982210932,10.7093762636,0.3484573092
8,IRMOF-1_v2_EQeq,0.02,0.04,0.188,0.752,0.2192008522,0.0482442007,3.0874954810000004,0.2571623213,1.7540054674,0.1369344888,5.6112539608,0.0793919633,10.6719557614,0.5217329741
9,IRMOF-1_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.3313953712,0.0248309036,3.0532098169,0.0912608736,1.7706286497,0.09747035119999999,5.6351297021,0.267656457,10.7903635399,0.4812185854
10,IRMOF-1_v2_EQeq,0.04,0.04,0.184,0.736,0.4400230125,0.0568928995,3.0496383936,0.2307194765,1.7082917161000002,0.063592669,5.51643316,0.1476236876,10.7143862822,0.4988287326
11,IRMOF-1_v2_EQeq,0.05,0.04,0.182,0.728,0.5363287123,0.0375583986,3.0214241491000005,0.1972383009,1.7051748695,0.0884175418,5.4211575832,0.1728112984,10.684085314099999,0.49602553969999996
