,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,28.4763908017,1.3280559638,3.1669982677,0.1070393333,8.677624138099999,0.21918891989999997,40.3210132075,1.6542842169999998
1,HKUST-1_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0,0.0,28.219070594,0.7970255321999999,3.1527809137,0.0871927059,8.7981828776,0.3417286811,40.1700343853,1.2259469192
2,HKUST-1_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0008255466999999999,0.0024068617,28.2358918796,0.9054557133,3.184191347,0.0858406816,8.6152462068,0.2160123296,40.0361549801,1.2097155862
3,HKUST-1_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.0033021870000000003,0.0030332524,28.660743000100002,0.6246157151,3.1838607108,0.1211473557,8.590787110800001,0.0596140391,40.4386930087,0.8084103623000001
4,HKUST-1_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0090810141,0.006578525,28.7425762817,0.8380995439,3.1119473504000004,0.0811534939,8.6579410785,0.2824727212,40.5215457247,1.208304284
5,HKUST-1_v2_EQeq,0.001,0.04,0.1918,0.7672,0.0171300949,0.0049875596,28.1079137198,2.0794224292,3.1656757231,0.1277916167,8.5482369674,0.1677386301,39.8389565052,2.3799402356
6,HKUST-1_v2_EQeq,0.005,0.04,0.191,0.764,0.08709518109999999,0.010161269799999999,28.743940169699997,1.0024509990000001,3.1450109644,0.1249235926,8.5383954376,0.20912204059999998,40.5144417528,1.3466579019999998
7,HKUST-1_v2_EQeq,0.01,0.04,0.19,0.76,0.1715073354,0.0418593717,28.536856504299998,1.6822363227000001,3.1861751637999998,0.0860899306,8.4129159332,0.1657538683,40.3074549367,1.9759394933
8,HKUST-1_v2_EQeq,0.02,0.04,0.188,0.752,0.3576681254,0.054065433600000004,28.304086281,0.6453062759,3.1084756709,0.0628173861,8.397574725,0.1654229542,40.1678048023,0.9276120498
9,HKUST-1_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.5450672356,0.0309552508,28.136100739,1.3854320305,3.0264779082,0.0625295795,8.437664486000001,0.3247028836,40.145310368800004,1.8036197444
10,HKUST-1_v2_EQeq,0.04,0.04,0.184,0.736,0.7285449987,0.0234591857,28.4277454621,1.2329036463,3.0478039392,0.1221404092,8.263266789500001,0.2695695725,40.4673611895,1.6480728137
11,HKUST-1_v2_EQeq,0.05,0.04,0.182,0.728,0.925644283,0.0543545892,27.9315175349,1.3958323231,3.0481345752999998,0.1372382957,8.2403997056,0.30587869510000004,40.1456960988,1.8933039031
