MOF	o-xylene_comp	m-xylene_comp	p-xylene_comp	o-xylene_mass	o-xylene_error	m-xylene_mass	m-xylene_error	p-xylene_mass	p-xylene_error	total_mass	total_mass_error
UIO-66	0.1	0.35000000000000003	0.5499999999999999	142.8246326229	5.1827006608	55.1578751666	11.991664050899999	55.3407736212	2.0201103416999997	253.3232814107	19.194475053399998
UIO-66	0.1	0.375	0.525	137.14585865639998	16.6484824396	61.1294488763	9.455399593400001	52.6735382875	8.3709126474	250.9488458202	34.4747946804
UIO-66	0.1	0.4	0.5	143.3944160567	8.5713816023	61.3322187816	9.536412397000001	46.1873345582	6.5453891237	250.91396939650002	24.653183123
UIO-66	0.1	0.425	0.475	139.39863230379999	18.7834671109	65.40099970039999	13.5550475107	43.37248273350001	9.669065529500001	248.1721147377	42.0075801511
UIO-66	0.1	0.45	0.45	138.6698772643	9.1043430586	73.9327462338	14.509519069100001	41.3711437687	4.0040685212	253.9737672668	27.6179306489
UIO-66	0.1	0.475	0.4249999999999999	139.3288794564	9.5599262646	75.7665972569	8.4497519733	37.6839758116	6.8065889746	252.77945252490002	24.8162672125
UIO-66	0.1	0.5	0.4	128.96814837760002	3.8893212171	88.10190167299999	18.4640987575	38.417191789	11.3514440815	255.4872418396	33.7048640561
UIO-66	0.1	0.525	0.375	131.4824952027	20.9764303126	81.6416524917	8.8434452913	35.9032505036	10.547584072200001	249.027398198	40.367459676100005
UIO-66	0.0	0.45	0.55	0.0	0.0	105.6467704949	25.4255098561	134.1769017037	10.217027078500001	239.8236721986	35.6425369346
UIO-66	0.1	0.55	0.35	140.4927787125	9.6667113133	79.6317971908	20.7108117941	30.0253564902	12.3766350805	250.1499323935	42.754158187899996
UIO-66	0.1	0.5750000000000001	0.325	121.4547123084	7.3729365531	102.5322247502	23.803134964	29.8627350262	5.8703512369	253.8496720848	37.046422754
UIO-66	0.1	0.6000000000000001	0.29999999999999993	136.59270235489998	6.6274410201	90.2630233232	17.536562353900003	25.9590088102	4.1831099433	252.81473448830002	28.3471133173
UIO-66	0.1	0.625	0.275	150.2812931187	3.4876172833999997	79.2639725827	20.4038761843	22.862306817199997	5.6530085112	252.4075725186	29.544501978899998
UIO-66	0.1	0.65	0.25	137.7549794518	7.2654593829	95.4328448275	14.5454424217	20.1658726172	5.938479064	253.35369689650003	27.749380868600003
UIO-66	0.1	0.675	0.225	134.8444202318	10.4636486955	96.3051609599	16.6601790548	21.9847186673	6.4921791012	253.134299859	33.6160068515
UIO-66	0.1	0.7000000000000001	0.2	137.7821506191	7.7933673352	100.3601535251	17.6006439254	15.5459630959	5.3697736873	253.68826724009998	30.7637849479
UIO-66	0.1	0.7250000000000001	0.17499999999999993	133.861797271	4.9317760216	104.8997661639	16.006943206400003	12.6974514669	2.7549271819	251.4590149018	23.693646409899998
UIO-66	0.1	0.75	0.15000000000000002	139.8179604679	10.102594959400001	95.2475131341	28.229126099299997	13.6237043941	5.1776094594	248.6891779961	43.50933051810001
UIO-66	0.1	0.775	0.125	142.9061461249	9.1886880577	99.72183386340001	25.108880093699998	10.5282190205	6.7419821507	253.1561990088	41.039550302100004
UIO-66	0.0	0.475	0.5249999999999999	0.0	0.0	115.7674220059	17.586026716099997	111.7919152435	10.8731824476	227.5593372494	28.4592091637
UIO-66	0.1	0.8	0.09999999999999998	137.1292315242	4.8416107018	101.7304725448	17.7571578067	9.0094724302	2.8268602142000003	247.8691764992	25.4256287227
UIO-66	0.1	0.8250000000000001	0.07499999999999996	132.9290557068	7.2305642469	112.8495630693	14.5007131996	6.459032561900001	2.1843694831000002	252.237651338	23.9156469296
UIO-66	0.1	0.8500000000000001	0.04999999999999993	133.93844429520001	3.4769637202999997	113.93478760219999	12.3905855655	5.2801283327999995	3.1277779430000003	253.1533602302	18.9953272288
UIO-66	0.1	0.875	0.025000000000000026	133.5904911377	7.9571083514	113.633471523	22.4812521407	1.66920186	0.41317641	248.8931645207	30.8515369021
UIO-66	0.1	0.9	0.0	139.5154277692	7.8263591401	100.9291258793	23.960598153200003	0.0	0.0	240.44455364849998	31.7869572933
UIO-66	0.125	0.0	0.875	164.1511601778	16.024763156800002	0.0	0.0	84.9330135937	15.9577829699	249.08417377150002	31.9825461267
UIO-66	0.125	0.025	0.85	153.84517697340002	15.945179153900002	5.2513350062	3.03824017	84.32024294	22.3876702033	243.41675491959998	41.3710895272
UIO-66	0.125	0.05	0.825	152.4776967324	12.6422909498	10.4754988452	4.2788408355000005	87.90318716590001	10.7050851298	250.85638274349998	27.626216915100002
UIO-66	0.125	0.07500000000000001	0.8	153.51628418709998	13.7165970807	12.141456386700002	4.259031066	88.3983512745	9.5623627022	254.0560918483	27.537990848899998
UIO-66	0.125	0.1	0.775	156.4580699725	11.5447118761	15.3342713148	4.950784164	76.9726726533	11.6062474425	248.76501394060003	28.101743482600003
UIO-66	0.0	0.05	0.95	0.0	0.0	18.574534400799998	6.779162231799999	202.07724325619998	20.862345507	220.651777657	27.6415077388
UIO-66	0.0	0.5	0.5	0.0	0.0	120.52683722190001	31.9554028125	106.8731228819	14.227018971300001	227.3999601038	46.1824217838
UIO-66	0.125	0.125	0.75	160.7219155402	11.8144501956	20.9676248225	6.0120664013	70.64097959189999	7.1326952438	252.3305199546	24.9592118407
UIO-66	0.125	0.15000000000000002	0.725	157.7180821638	11.8266193163	26.148395901799997	6.4244677289	70.10769474109999	10.1636655597	253.97417280669998	28.4147526049
UIO-66	0.125	0.17500000000000002	0.7	155.5861593799	23.5916300183	30.6985525756	8.4807229849	67.347185251	6.9121729034	253.6318972065	38.9845259066
UIO-66	0.125	0.2	0.675	152.9314957804	25.4425500793	36.1648236814	9.3222863038	65.2687937221	10.164573491	254.3651131839	44.929409874099996
UIO-66	0.125	0.225	0.65	152.9696165225	9.2757694551	34.1213085763	5.3034669938	63.5699874559	12.1554415147	250.66091255470002	26.734677963600003
UIO-66	0.125	0.25	0.625	146.91612377110002	3.9984181935	41.3719548483	12.7470382816	63.1153773283	3.8745678439	251.4034559477	20.620024319000002
UIO-66	0.125	0.275	0.6	154.9993432741	13.8130257568	47.4578907846	13.8923145203	50.8936240592	11.9527332877	253.3508581179	39.6580735648
UIO-66	0.125	0.30000000000000004	0.575	138.1905292083	6.7573304301	56.889124617700006	12.1926435295	55.1822075552	7.331640000599999	250.2618613812	26.2816139602
UIO-66	0.125	0.325	0.55	154.2649106773	12.207160673399999	50.7358690729	8.4747635107	46.5227159815	11.626446735	251.5234957317	32.3083709191
UIO-66	0.125	0.35000000000000003	0.5249999999999999	147.7324754097	17.4841494432	58.50763400140001	6.5349120451	46.8418758124	11.1516177429	253.0819852235	35.1706792312
UIO-66	0.0	0.525	0.475	0.0	0.0	123.0724106125	21.3945755606	107.4761605801	12.8637915723	230.54857119259998	34.2583671329
UIO-66	0.125	0.375	0.5	148.5970862857	5.885396608200001	60.6630780942	25.9652664081	42.4709677348	10.8795931732	251.73113211470002	42.7302561895
UIO-66	0.125	0.4	0.475	150.5509770927	9.0753675186	58.258632557700004	7.1672195175999995	43.6660935563	5.2386391412	252.4757032067	21.481226177399996
UIO-66	0.125	0.425	0.45	147.27745974229998	6.9790992614	63.41142139	9.9426302446	41.6846260422	5.1866874552999995	252.37350717450002	22.1084169613
UIO-66	0.125	0.45	0.425	150.1835580244	14.6424228916	68.21625706489999	7.9372226019	33.0174292121	8.451203054199999	251.4172443014	31.0308485477
UIO-66	0.125	0.475	0.3999999999999999	138.7801840928	14.6739644104	78.1617153777	5.5118962404	37.3907705286	6.5922793302	254.3326699991	26.778139981
UIO-66	0.125	0.5	0.375	146.7936507484	5.305744403399999	75.0617690662	26.145876713899998	28.5848790833	7.7507849903	250.44029889790002	39.202406107600005
UIO-66	0.125	0.525	0.35	138.1978289249	8.0106618652	75.78768532699999	21.8693124116	31.2464368596	8.1729098749	245.23195111150002	38.0528841517
UIO-66	0.125	0.55	0.325	141.1651637184	7.8167520645	84.5566726496	21.0728023469	29.1514181985	10.7888189869	254.8732545665	39.678373398299996
UIO-66	0.125	0.5750000000000001	0.29999999999999993	149.8477710613	10.2941603064	75.80350137960001	8.072463629400001	26.197060679	6.9803863578	251.84833311990002	25.3470102936
UIO-66	0.125	0.6000000000000001	0.2749999999999999	149.87250898969998	6.6049648312	79.5539335472	12.6379257039	26.210849032600002	5.312781775	255.6372915695	24.555672310100004
UIO-66	0.0	0.55	0.45	0.0	0.0	130.7590121808	29.330430391999997	105.9939125727	10.3955255842	236.7529247535	39.7259559762
UIO-66	0.125	0.625	0.25	146.6192686298	5.6742120485	85.45453779	21.7699062479	17.4296955157	8.241371368300001	249.5035019355	35.6854896647
UIO-66	0.125	0.65	0.225	144.0834281948	6.345720051	90.5708280394	15.365093368	17.731822674500002	2.6212248783	252.3860789087	24.3320382973
UIO-66	0.125	0.675	0.2	147.0880726508	5.4807114864	90.3388592677	19.0174602702	16.2386250922	1.8950361144999999	253.66555701069998	26.393207871100003
UIO-66	0.125	0.7000000000000001	0.17499999999999993	144.8498984366	3.9461416716000004	94.8375123857	18.019313485999998	11.7979641672	3.3257504666	251.4853749895	25.2912056242
UIO-66	0.125	0.7250000000000001	0.1499999999999999	137.6308842698	9.2229081636	104.98614614360001	23.0284509282	10.948763804	2.5095026297	253.56579421740003	34.7608617215
UIO-66	0.125	0.75	0.125	141.628290182	4.4569259864	99.97975718290002	18.2966489845	8.6254262296	1.7915340674	250.2334735945	24.545109038299998
UIO-66	0.125	0.775	0.09999999999999998	137.3247017129	8.7313621936	108.0090398911	23.685991709299998	8.331815406799999	2.4789703577	253.66555701080003	34.8963242606
UIO-66	0.125	0.8	0.07499999999999996	141.2783093255	12.736109405	105.2927342403	22.022623106799998	5.606182340399999	2.3646071772	252.1772259062	37.123339689
UIO-66	0.125	0.8250000000000001	0.04999999999999993	150.0103925253	17.1765168775	94.7235556989	13.223043125799999	3.3578696310000002	1.5134298018999999	248.0918178552	31.9129898052
UIO-66	0.125	0.8500000000000001	0.024999999999999908	139.8751415811	15.172460317999999	107.9838964228	11.453162996600001	2.4466216768	1.0815606091	250.3056596807	27.7071839237
UIO-66	0.0	0.5750000000000001	0.4249999999999999	0.0	0.0	122.6109063081	24.2655369666	108.9352928183	9.1502369375	231.54619912639998	33.4157739041
UIO-66	0.125	0.875	0.0	151.5859146891	11.8638228942	93.28835030959999	14.569101086	0.0	0.0	244.8742649987	26.4329239802
UIO-66	0.15000000000000002	0.0	0.85	155.4182658984	6.439817736499999	0.0	0.0	88.9048704978	18.7678516457	244.3231363962	25.2076693822
UIO-66	0.15000000000000002	0.025	0.825	171.72867153709998	10.4991359381	4.7626595346	1.9934027123	75.7734914336	10.0893657339	252.26482250529997	22.5819043843
UIO-66	0.15000000000000002	0.05	0.8	174.97582879979998	5.092601205899999	7.8650390849	2.0946410338	70.7662913933	13.0132995872	253.60715927799998	20.2005418269
UIO-66	0.15000000000000002	0.07500000000000001	0.7749999999999999	155.6206302638	4.563262254	12.0214166028	2.6785928736	81.01063254649999	17.6980820195	248.6526794131	24.9399371471
UIO-66	0.15000000000000002	0.1	0.75	156.6198803569	17.193950301199997	17.4734938152	5.6176920336	75.5638273516	8.6795044942	249.6572015237	31.491146829
UIO-66	0.15000000000000002	0.125	0.725	166.4980190612	8.787586897	14.893449540799999	2.8045920636000004	71.2415840513	4.9204126324	252.6330526533	16.512591593
UIO-66	0.15000000000000002	0.15000000000000002	0.7	165.6196198316	14.079266798399999	21.6574480402	5.8594344264	65.9805160896	7.715713341	253.2575839614	27.6544145658
UIO-66	0.15000000000000002	0.17500000000000002	0.6749999999999999	165.6601738127	22.262316517600002	27.4230075262	5.398933935900001	63.2163567412	20.4215769508	256.2995380801	48.082827404300005
UIO-66	0.15000000000000002	0.2	0.6499999999999999	169.4612984565	8.4934712726	29.8882840342	9.8574851291	55.4060655306	10.9351947923	254.7556480213	29.286151194000002
UIO-66	0.0	0.6000000000000001	0.3999999999999999	0.0	0.0	132.0543063356	9.0126025165	104.9386979857	14.7446781122	236.99300432130002	23.7572806287
UIO-66	0.15000000000000002	0.225	0.625	154.6363851437	16.5929908849	42.5707305282	4.2035875718	57.522172261899996	5.6199521406	254.7292879338	26.4165305973
UIO-66	0.15000000000000002	0.25	0.6	160.7965348653	4.2848784447	38.652810418899996	5.984253836000001	57.437008901700004	9.070792407999999	256.8863541859	19.3399246887
UIO-66	0.15000000000000002	0.275	0.575	152.4570142021	5.4025948411	45.4549296605	6.7221954087	53.4525802634	9.145983687000001	251.364524126	21.2707739368
UIO-66	0.15000000000000002	0.30000000000000004	0.5499999999999999	160.5669993325	5.6531920264	48.2255776458	14.0358052785	46.52636583979999	9.1425769852	255.31894281810003	28.8315742901
UIO-66	0.15000000000000002	0.325	0.5249999999999999	156.367229055	7.7741157051	48.504994575299996	12.5260239772	47.519938375600006	11.464630555	252.3921620059	31.7647702373
UIO-66	0.15000000000000002	0.35000000000000003	0.5	161.63275795459998	9.2897441231	52.4249423836	17.0583852148	36.3752988431	4.7565801543	250.4329991813	31.104709492199998
UIO-66	0.15000000000000002	0.375	0.475	150.92731803680002	18.3541474999	55.6388453819	6.3300431413	43.4069536174	10.070392795	249.9731170361	34.7545834362
UIO-66	0.15000000000000002	0.4	0.45	159.3025262034	8.3272365625	58.8628868754	12.258810065399999	33.3179342117	5.390183142200001	251.4833472905	25.9762297701
UIO-66	0.15000000000000002	0.425	0.4249999999999999	151.4756078606	7.0519916429	63.1165939478	12.2651197474	38.5242542989	1.4921374275	253.1164561073	20.8092488178
UIO-66	0.15000000000000002	0.45	0.3999999999999999	147.9741771367	28.7116424136	70.3680512994	8.2842183565	34.0418227734	12.3890304346	252.3840512095	49.384891204700004
UIO-66	0.0	0.625	0.375	0.0	0.0	148.5439605705	26.1426811271	86.9578738676	1.8722715034	235.50183443810002	28.0149526305
UIO-66	0.15000000000000002	0.475	0.375	153.1581925344	4.6792546363	70.7881905431	12.9205028432	29.5804793181	3.7339170669	253.5268623956	21.3336745464
UIO-66	0.15000000000000002	0.5	0.35	154.4668695029	10.7876878381	72.17310899600001	11.35944347	25.1519845873	6.6038690479	251.79196308619998	28.751000356
UIO-66	0.15000000000000002	0.525	0.325	155.6595620856	8.0725547381	70.9504064673	12.707310145	25.7010854908	4.4590646657	252.31105404369998	25.2389295488
