MOF	o-xylene_comp	m-xylene_comp	p-xylene_comp	o-xylene_mass	o-xylene_error	m-xylene_mass	m-xylene_error	p-xylene_mass	p-xylene_error	total_mass	total_mass_error
Cu-BDC	0.05	0.9	0.04999999999999993	20.115436658	7.5452337921	119.28459118549999	10.3343906815	6.5065641108	3.6756534062	145.9065919543	21.5552778798
Cu-BDC	0.05	0.925	0.024999999999999908	9.7898924018	3.884868547	130.570578902	7.1912748564	4.9130775499	0.8351989568000001	145.27354885370002	11.911342360199999
Cu-BDC	0.05	0.95	0.0	21.2406163752	9.0644451139	118.26094702290001	6.5974134854	0.0	0.0	139.5015633981	15.6618585993
Cu-BDC	0.0	0.30000000000000004	0.7	0.0	0.0	66.6104320462	21.853947658499997	67.6682667527	11.6946672451	134.2786987989	33.548614903600004
Cu-BDC	0.07500000000000001	0.0	0.925	5.9336134813	6.5727365108	0.0	0.0	107.5883169423	8.3919291873	113.52193042360001	14.9646656981
Cu-BDC	0.07500000000000001	0.025	0.9	11.6600115451	6.5723765449	21.1722352874	12.9774220154	94.4166689262	3.3153003316000005	127.24891575870001	22.8650988919
Cu-BDC	0.07500000000000001	0.05	0.875	6.522105267200001	2.4523749881	37.925601795700004	12.597151696500001	86.4896431281	7.8466287087	130.937350191	22.8961553933
Cu-BDC	0.07500000000000001	0.07500000000000001	0.85	9.471816735900001	4.3601570739	45.992498000699996	20.996321794900002	80.877213544	10.4397451205	136.3415282806	35.796223989299996
Cu-BDC	0.07500000000000001	0.1	0.825	12.2692248727	8.5435813761	35.6224024298	19.088439302	90.0154134576	7.276411210599999	137.9070407601	34.9084318887
Cu-BDC	0.07500000000000001	0.125	0.8	13.5031926842	6.6828131911	44.0664306946	26.876312236500002	79.2008408161	14.9883705777	136.7704641949	48.5474960053
Cu-BDC	0.07500000000000001	0.15000000000000002	0.7749999999999999	12.774830491500001	7.9856289291	38.625989907	25.562575827199996	81.7713480707	17.312282531300003	133.1721684692	50.8604872876
Cu-BDC	0.07500000000000001	0.17500000000000002	0.75	3.3641423038	4.0270896999	55.6311231477	25.101987416799997	74.9156259813	18.1432861603	133.9108914328	47.272363277
Cu-BDC	0.07500000000000001	0.2	0.725	0.3056427409	0.6109165972	48.3008777521	20.9055889485	81.56827696149999	9.3129916689	130.1747974545	30.8294972146
Cu-BDC	0.07500000000000001	0.225	0.7	4.841588230899999	5.1501957008999995	74.144784628	13.7062255347	59.0066622994	11.0836069325	137.9930351583	29.9400281681
Cu-BDC	0.0	0.325	0.675	0.0	0.0	69.3332426327	22.850578487600004	65.179609588	9.7612429006	134.51285222069998	32.6118213882
Cu-BDC	0.07500000000000001	0.25	0.675	4.8395160767	5.0385203217	47.4575110027	38.4193522893	76.1568463324	25.880391874	128.4538734118	69.338264485
Cu-BDC	0.07500000000000001	0.275	0.6499999999999999	9.8240829457	5.7973733947	61.312969896700004	24.1009049735	64.0295640207	10.1440127227	135.1666168631	40.0422910909
Cu-BDC	0.07500000000000001	0.30000000000000004	0.625	0.7325065009999999	1.6958350763999999	52.072198351400004	8.3491445247	71.91307458109999	5.9167799897	124.7177794335	15.9617595908
Cu-BDC	0.07500000000000001	0.325	0.6	4.908933241600001	4.670561965	59.391046898999996	41.3501746248	68.4598296477	27.150285247	132.7598097883	73.17102183680001
Cu-BDC	0.07500000000000001	0.35000000000000003	0.575	10.272704324700001	6.2057713781	77.88295076050001	8.013214441699999	50.529479567799996	12.0710157451	138.685134653	26.2900015649
Cu-BDC	0.07500000000000001	0.375	0.55	26.0676995269	10.0202335665	74.5892616987	30.9321008704	43.458253444099995	20.1447908137	144.11521466969998	61.0971252506
Cu-BDC	0.07500000000000001	0.4	0.5249999999999999	26.7276806317	10.7700890528	79.1915161223	34.3212675724	38.952354189699996	25.205603154299997	144.87155094370002	70.2969597795
Cu-BDC	0.07500000000000001	0.425	0.5	1.0319327794	1.6262701094	90.4277721385	24.060250864	45.275532656	16.5037960001	136.7352375739	42.190316973499996
Cu-BDC	0.07500000000000001	0.45	0.475	6.4796261066	2.5224628202	69.2534646969	27.9728646036	57.4090314302	15.593953533299999	133.1421222337	46.0892809571
Cu-BDC	0.07500000000000001	0.475	0.45	11.7760521789	4.4566463017	84.0880164388	18.930587464000002	41.2938884079	12.4079969131	137.15795702559998	35.7952306788
Cu-BDC	0.0	0.35000000000000003	0.6499999999999999	0.0	0.0	57.1562286208	15.6234535291	66.3151500762	5.5597035698	123.471378697	21.1831570989
Cu-BDC	0.07500000000000001	0.5	0.425	1.1324322569	2.4883854061000004	82.27177330399999	33.626422006999995	47.7983803646	24.1871253248	131.2025859255	60.301932737899996
Cu-BDC	0.07500000000000001	0.525	0.3999999999999999	7.121993900900001	4.7737296509	74.5302053047	27.185168641599997	50.7574165271	14.9628070644	132.40961573270002	46.9217053569
Cu-BDC	0.07500000000000001	0.55	0.375	12.983081986099998	5.1412955495	93.1257168749	30.0182703129	36.2823835346	20.1870769957	142.3911823956	55.346642858100005
Cu-BDC	0.07500000000000001	0.5750000000000001	0.3499999999999999	13.993257146700001	6.9514098755	90.8525637445	42.3262806377	38.704731765700004	30.7292664545	143.5505526569	80.0069569677
Cu-BDC	0.07500000000000001	0.6000000000000001	0.325	9.9038608815	8.9558239768	74.3602886623	34.0780256399	50.82061722939999	23.235582663200002	135.0847667732	66.2694322799
Cu-BDC	0.07500000000000001	0.625	0.30000000000000004	6.054834500599999	1.6654938379	86.00061474270001	21.3865098012	41.1571262323	8.9546852231	133.2125754756	32.0066888622
Cu-BDC	0.07500000000000001	0.65	0.2749999999999999	1.6877695759	4.159476735	103.0036758292	18.359427021800002	35.0546321857	14.7885600465	139.7460775908	37.3074638033
Cu-BDC	0.07500000000000001	0.675	0.25	10.796959331099998	2.5018324872	104.22624679270001	9.2758995111	24.371641334299998	6.612443653400001	139.3948474581	18.3901756517
Cu-BDC	0.07500000000000001	0.7000000000000001	0.22499999999999987	8.7859337038	5.899008419299999	91.5840341684	30.8916609646	35.7684892991	25.6676321642	136.1384571713	62.4583015481
Cu-BDC	0.07500000000000001	0.7250000000000001	0.2	10.783490328900001	8.1338336237	97.9393310244	37.9460776627	25.6273667646	26.8607583854	134.35018811790002	72.94066967180001
Cu-BDC	0.0	0.375	0.625	0.0	0.0	61.7792045862	11.482345721600002	61.138908946	10.6828943373	122.9181135322	22.1652400589
Cu-BDC	0.07500000000000001	0.75	0.17500000000000004	9.0573859008	7.3442669124	106.6558475634	13.8855631101	25.555877445500002	8.4153479812	141.2691109097	29.6451780037
Cu-BDC	0.07500000000000001	0.775	0.1499999999999999	20.526759261800002	1.2599242679	103.31242680129999	10.898756832	18.7333098229	7.763865346799999	142.572495886	19.9225464467
Cu-BDC	0.07500000000000001	0.8	0.125	15.1837097204	7.409332001599999	106.2289838032	12.0625895091	21.1452972831	9.2666340867	142.5579908067	28.738555597399998
Cu-BDC	0.07500000000000001	0.8250000000000001	0.09999999999999988	19.773531219000002	11.8969317291	98.37551947840001	9.500724077000001	20.6894233645	8.8476649616	138.8384740619	30.2453207677
Cu-BDC	0.07500000000000001	0.8500000000000001	0.07499999999999996	20.0221897201	6.9313015123	114.19538053069999	11.420153577799999	8.985896581699999	11.3795806213	143.2034668325	29.731035711399997
Cu-BDC	0.07500000000000001	0.875	0.05000000000000005	29.211157411	13.2811785926	112.03515980280001	10.3556605135	4.6903209761	8.422924653099999	145.9366381899	32.0597637592
Cu-BDC	0.07500000000000001	0.9	0.024999999999999908	23.7375621566	16.0184372075	122.07681893690001	8.4398267215	3.0325976356999997	6.9586584057000005	148.8469787292	31.416922334699997
Cu-BDC	0.07500000000000001	0.925	0.0	9.1154062177	2.3575851603999998	123.20717903959999	12.626687408299999	0.0	0.0	132.3225852573	14.984272568699998
Cu-BDC	0.1	0.0	0.9	9.8012892498	7.332612614199999	0.0	0.0	102.9373668956	14.9439021145	112.73865614540001	22.2765147287
Cu-BDC	0.1	0.025	0.875	8.8532787145	8.5847199283	22.521207655599998	12.073700371900001	105.7492801116	10.0994222353	137.1237664817	30.757842535500004
Cu-BDC	0.0	0.4	0.6	0.0	0.0	62.234042427700004	35.2996731407	67.2320782988	19.7886355908	129.4661207265	55.0883087315
Cu-BDC	0.1	0.05	0.85	19.0317000242	7.6549324236	37.1288585153	21.799100729099997	80.3239483791	21.4877987866	136.4845069186	50.9418319393
Cu-BDC	0.1	0.07500000000000001	0.825	20.943262251	24.592231469699996	29.238095415300002	12.661965869100001	85.0453516679	15.9320594658	135.2267093342	53.1862568046
Cu-BDC	0.1	0.1	0.8	11.5056360591	7.4281857323	32.646789033800005	40.1309482869	77.4944218526	26.329389303899998	121.64684694549999	73.8885233231
Cu-BDC	0.1	0.125	0.775	13.8409538148	4.6722523208	35.0681011878	9.9543029922	89.240427796	8.6270788918	138.14948279860002	23.2536342048
Cu-BDC	0.1	0.15000000000000002	0.75	10.3991057294	7.2317575105	55.7378390877	15.523236494	71.0116875148	13.4600337403	137.14863233190002	36.2150277448
Cu-BDC	0.1	0.17500000000000002	0.725	2.1519321112	3.9145433030000003	61.5326182393	23.716697566	71.0075432064	16.0825330841	134.6920935569	43.7137739531
Cu-BDC	0.1	0.2	0.7	11.682805241099999	2.5749165099	57.4162839698	19.837860394	64.5217006373	15.132940666300001	133.6207898482	37.5457175702
Cu-BDC	0.1	0.225	0.675	4.6841045136	2.8527430144999997	70.1724650737	24.6020010621	62.8173538281	23.749750806999998	137.6739234154	51.2044948836
Cu-BDC	0.1	0.25	0.65	11.7905572582	1.9479130997	80.8223014583	17.4730788205	50.714937366499996	14.172464209500001	143.32779608299998	33.593456129699995
Cu-BDC	0.1	0.275	0.625	16.1172151765	7.7961793071	43.5846548488	21.865126566599997	74.3478557372	5.6049583342	134.0497257625	35.2662642079
Cu-BDC	0.0	0.425	0.575	0.0	0.0	77.8715539125	35.5593918952	53.0616519701	17.764232705799998	130.9332058826	53.323624601000006
Cu-BDC	0.1	0.30000000000000004	0.6	16.758546893800002	5.9893213934	47.378769143999996	24.970263791500003	70.1372384527	16.9290608283	134.27455449049998	47.888646013199995
Cu-BDC	0.1	0.325	0.575	19.037916486700002	9.399497822	51.0185079532	33.3949466247	64.6066589585	20.2986710575	134.6630833984	63.0931155042
Cu-BDC	0.1	0.35000000000000003	0.5499999999999999	3.1641794258999996	3.8003239786000003	59.4304178283	27.8641759102	66.9678786414	13.344330851199999	129.5624758956	45.00883074
Cu-BDC	0.1	0.375	0.525	7.3841214041	18.5410070501	65.757740603	19.261437814100002	57.0091056743	15.3014792852	130.1509676814	53.103924149399994
Cu-BDC	0.1	0.4	0.5	2.3363538328	3.4424399894	66.5182211854	24.2532962477	58.9963015286	18.0789372989	127.85087654680001	45.774673536
Cu-BDC	0.1	0.425	0.475	3.5060848648	5.1705225421	73.5334991463	29.297455464000002	53.1569710622	21.917842271199998	130.1965550733	56.3858202773
Cu-BDC	0.1	0.45	0.45	13.4596774465	4.914970615	83.1006349742	22.395522338200003	47.367372296099994	19.306813901199998	143.9276847168	46.6173068544
Cu-BDC	0.1	0.475	0.4249999999999999	7.8068408559	4.1763392219	83.8020591626	20.2153539444	43.3142387289	10.3632828523	134.9231387474	34.754976018600004
Cu-BDC	0.1	0.5	0.4	5.2425500637999995	1.5411729391999998	69.2741862387	16.470746060899998	56.465165203299996	10.4983220451	130.9819015058	28.5102410452
Cu-BDC	0.1	0.525	0.375	18.5623571035	5.4417995935	80.7466678309	13.388406052999999	43.4737946004	11.137359316	142.78281953479998	29.9675649625
Cu-BDC	0.0	0.45	0.55	0.0	0.0	77.9337185378	35.667107462800004	52.9994873449	17.8554236801	130.9332058827	53.5225311429
Cu-BDC	0.1	0.55	0.35	9.3298741749	2.3073787993	74.6711117886	38.4915750721	49.189831893400005	23.892067578800003	133.1908178569	64.69102145020001
Cu-BDC	0.1	0.5750000000000001	0.325	32.2986671324	6.3752994672000005	93.38059183850001	14.450945906300001	22.8610409404	12.0134092187	148.5402999113	32.8396545922
Cu-BDC	0.1	0.6000000000000001	0.29999999999999993	18.6856502769	5.6657068188	99.00959865610001	6.9602748825	28.5511763061	6.6544307584	146.2464252391	19.2804124597
Cu-BDC	0.1	0.625	0.275	19.968313711500002	3.9232155801	106.2113704927	12.324598546199999	22.353363167399998	7.241931306900001	148.5330473716	23.489745433200003
Cu-BDC	0.1	0.65	0.25	17.7096656603	5.2210662097	77.61046248640001	23.229542957600003	44.19697640770001	16.2847518313	139.5171045544	44.735360998599994
Cu-BDC	0.1	0.675	0.225	8.7828254725	3.9878261207	92.14040756450001	17.30423012	37.1816984468	13.2864089018	138.1049314838	34.5784651425
Cu-BDC	0.1	0.7000000000000001	0.2	7.1396072113999995	3.2579799457	101.0372015167	25.4111734744	30.3539504387	20.2857539633	138.5307591668	48.9549073834
Cu-BDC	0.1	0.7250000000000001	0.17499999999999993	9.0874321363	8.6417957044	97.7010332943	25.6421032427	24.766386704699997	10.5864699979	131.5548521353	44.870368945
Cu-BDC	0.1	0.75	0.15000000000000002	2.681367503	3.1490171870999997	108.0182889337	10.1096547913	28.7335258736	9.9275944206	139.4331823103	23.186266399
Cu-BDC	0.1	0.775	0.125	10.9834532068	4.417803544	113.797526929	18.8756048675	14.203580795499999	4.7829627681	138.9845609313	28.0763711796
Cu-BDC	0.0	0.475	0.5249999999999999	0.0	0.0	72.5564784526	11.491711966099999	60.0790020852	2.2860152874	132.63548053780002	13.777727253499998
Cu-BDC	0.1	0.8	0.09999999999999998	14.8490568211	10.810252971199999	119.07944792209999	6.7630065031	11.1108906886	9.3718001186	145.03939543180002	26.945059592899998
Cu-BDC	0.1	0.8250000000000001	0.07499999999999996	7.4431777981	3.4289324584	121.03348930959999	17.8863775318	9.1040093697	7.4063225458	137.5806764774	28.721632535999998
Cu-BDC	0.1	0.8500000000000001	0.04999999999999993	17.3480747567	9.5498061783	114.05965443219999	6.2247718369000005	6.2744828432	6.2450869799	137.68221203209998	22.0196649951
Cu-BDC	0.1	0.875	0.025000000000000026	1.7986298243	4.7242543114	132.7256192444	11.639785251300001	4.3308022266	3.6687605250999997	138.8550512953	20.0328000878
Cu-BDC	0.1	0.9	0.0	39.854777333099996	16.5185739087	107.3759211393	5.0130270563999995	0.0	0.0	147.2306984724	21.5316009651
Cu-BDC	0.125	0.0	0.875	11.4538322047	8.515343558	0.0	0.0	102.4856372853	14.2959801282	113.93946949	22.811323686199998
Cu-BDC	0.125	0.025	0.85	24.0773954414	11.769442438299999	25.196358696100003	12.160149309400001	90.3987619801	13.429521384100001	139.6725161176	37.3591131318
Cu-BDC	0.125	0.05	0.825	12.2464311768	5.61627946	26.584701993600003	18.0298114561	99.7431412342	18.8937558702	138.5742744046	42.539846786300004
Cu-BDC	0.125	0.07500000000000001	0.8	14.4605279132	10.176295357799999	28.6951910213	16.7884243279	83.1141039764	6.8743476636	126.2698229109	33.839067349299995
Cu-BDC	0.125	0.1	0.775	14.503007073800001	5.1074317231999995	51.6815972893	18.7741955229	72.11096530479999	10.2269300468	138.2955696679	34.1085572929
Cu-BDC	0.0	0.05	0.95	0.0	0.0	24.921798267899998	23.184046201100003	95.85888823229999	9.2950849688	120.7806865002	32.4791311699
Cu-BDC	0.0	0.5	0.5	0.0	0.0	60.867456749	17.6929481248	62.0765587103	6.4349946375	122.9440154593	24.127942762300002
Cu-BDC	0.125	0.125	0.75	10.584563528099999	4.6147036319	43.0490029945	31.0528623479	80.9341977838	20.4523689258	134.5677643064	56.119934905600005
Cu-BDC	0.125	0.15000000000000002	0.725	11.470409438099999	13.991545589300001	51.498211644799994	9.5629005958	74.2463201826	10.0426677941	137.2149412655	33.5971139792
Cu-BDC	0.125	0.17500000000000002	0.7	13.7508151081	21.053607105799998	47.268944972700005	13.479558976	75.7693535016	16.3346316744	136.7891135824	50.8677977562
Cu-BDC	0.125	0.2	0.675	9.751557549600001	5.2816019092	53.8138439358	6.9461068291	74.9840070691	6.8622932619000006	138.54940855450002	19.0900020002
Cu-BDC	0.125	0.225	0.65	6.1884884449	11.419469637999999	71.8975334248	17.495279308	61.7843849716	9.492258955599999	139.8704068413	38.4070079016
Cu-BDC	0.125	0.25	0.625	5.3264723079000005	4.273967556100001	61.553339781000005	19.103001547	62.6640144191	11.7799561004	129.543826508	35.1569252035
Cu-BDC	0.125	0.275	0.6	20.1133645038	15.892991068499999	43.7618240308	23.6630785387	70.247062624	21.164408404	134.1222511586	60.7204780112
Cu-BDC	0.125	0.30000000000000004	0.575	26.861334576100003	5.4933795969000005	58.5445719183	8.8917132865	58.7082720982	9.510549745399999	144.1141785926	23.8956426288
Cu-BDC	0.125	0.325	0.55	25.9568392785	13.3689946759	65.7732817593	23.8369349277	50.6310151224	18.5544295019	142.3611361602	55.7603591055
Cu-BDC	0.125	0.35000000000000003	0.5249999999999999	22.57301151	8.7932823794	63.2898049801	11.2623140688	55.7875707879	5.8641157728	141.65038727799998	25.919712220999997
Cu-BDC	0.0	0.525	0.475	0.0	0.0	80.2327735954	13.272394823399999	55.619726299700005	8.2753432508	135.8524998951	21.5477380742
Cu-BDC	0.125	0.375	0.5	16.5938106368	2.1054493645	80.8119406875	20.948831642200002	45.7780300435	12.066960641800001	143.1837813678	35.121241648499996
Cu-BDC	0.125	0.4	0.475	3.3776113059	3.1484471742	53.6511798331	15.1891114544	72.23011416989999	9.1935224859	129.25890530889998	27.531081114499997
Cu-BDC	0.125	0.425	0.45	11.978087211099998	3.4292392418	86.01719197610001	33.972824949	42.3620838853	21.776672935700002	140.3573630725	59.178737126499996
Cu-BDC	0.125	0.45	0.425	15.533903776099999	5.9409733499	75.5870039341	13.8448853314	52.173733906	15.5932604574	143.2946416162	35.3791191387
Cu-BDC	0.125	0.475	0.3999999999999999	3.1755762738	6.305480376	75.4916848421	22.1702685212	56.0206881327	13.261373904300001	134.6879492486	41.7371228015
Cu-BDC	0.125	0.5	0.375	13.371610894000002	11.1434517746	86.6833895435	34.8941091314	43.5255984548	20.8120258085	143.5805988923	66.84958671449999
Cu-BDC	0.125	0.525	0.35	4.1867875113999995	5.1220801087	86.7901054836	33.8248336745	40.833870181	13.1941227494	131.810763176	52.141036532600005
Cu-BDC	0.125	0.55	0.325	5.0902467319	5.748095922999999	84.6195239848	29.241629025	48.06154394479999	29.465885633000003	137.77131466149999	64.455610581
Cu-BDC	0.125	0.5750000000000001	0.29999999999999993	8.7962944747	6.7727813209	90.9862176888	21.81113853	35.9135400914	11.9956978369	135.6960522549	40.5796176878
Cu-BDC	0.125	0.6000000000000001	0.2749999999999999	21.8042423109	16.501855784700002	83.5606532012	37.6824358409	36.8501537787	25.6226799878	142.2150492908	79.8069716134
Cu-BDC	0.0	0.55	0.45	0.0	0.0	74.002842067	26.9294747406	63.2556144362	23.2975958842	137.2584565032	50.22707062479999
Cu-BDC	0.125	0.625	0.25	4.5100435628	4.4302811343	109.46361647110001	9.8200577888	24.679356229299998	8.093421465499999	138.6530162632	22.3437603886
Cu-BDC	0.125	0.65	0.225	28.8972260534	20.799025378099998	86.0534546742	32.2210303637	27.5368568372	26.375098086199998	142.4875375648	79.395153828
Cu-BDC	0.125	0.675	0.2	20.376528084100002	12.859590143499998	101.2464890884	16.6442750049	23.246461616999998	13.907372932000001	144.86947878950002	43.4112380804
Cu-BDC	0.125	0.7000000000000001	0.17499999999999993	3.1082312631	6.3060353396	114.56629612809999	13.744435727599999	23.0475348162	7.562928427	140.7220622074	27.6133994942
Cu-BDC	0.125	0.7250000000000001	0.1499999999999999	22.329533394400002	12.6936731445	106.46210114799999	16.8096283522	16.865262833800003	15.4780493448	145.65689737620002	44.981350841499996
Cu-BDC	0.125	0.75	0.125	17.1087409494	6.1778370687	109.0875204882	12.543696600399999	16.0477980116	11.7676582939	142.2440594492	30.489191963000003
Cu-BDC	0.125	0.775	0.09999999999999998	19.5414499514	4.0675937829	113.71671291610001	8.9641317779	11.7936654894	7.5127680692	145.05182835690002	20.54449363
Cu-BDC	0.125	0.8	0.07499999999999996	27.1928792441	11.1107766848	114.0938449761	7.6723600759	8.5652492841	9.5704939056	149.8519735043	28.353630666300003
Cu-BDC	0.125	0.8250000000000001	0.04999999999999993	20.294677994100002	4.0691462998	114.83464009379999	11.1895968601	7.5726874341	7.6920540063	142.702005522	22.950797166199997
Cu-BDC	0.125	0.8500000000000001	0.024999999999999908	2.9279538499	5.032760424	132.3712808804	11.9099944998	4.571172111	7.810030180599999	139.8704068413	24.7527851044
Cu-BDC	0.0	0.5750000000000001	0.4249999999999999	0.0	0.0	88.88401727780001	6.170394999400001	47.9941989341	5.2777917358	136.8782162119	11.4481867352
Cu-BDC	0.125	0.875	0.0	11.750150251800001	3.2331674916	132.23348262780002	4.8967129642	0.0	0.0	143.98363287959998	8.1298804558
Cu-BDC	0.15000000000000002	0.0	0.85	20.681134747799998	4.5565600775999995	0.0	0.0	94.7409610547	17.3395858075	115.4220958025	21.8961458851
Cu-BDC	0.15000000000000002	0.025	0.825	15.3898890609	8.2781130314	15.274884504200001	13.1952942616	98.2833086176	11.013555778299999	128.9480821827	32.4869630713
Cu-BDC	0.15000000000000002	0.05	0.8	30.5974285543	21.6330053631	32.743144203	10.5711846479	78.6320344949	18.3706680879	141.9726072522	50.5748580989
Cu-BDC	0.15000000000000002	0.07500000000000001	0.7749999999999999	19.152921043499997	3.8961204649	27.529604297600002	7.017243569500001	84.10562974930001	6.5327880274000005	130.7881550904	17.4461520618
Cu-BDC	0.15000000000000002	0.1	0.75	12.2930546457	13.886959828599998	33.8693599973	5.1183802073	88.9171717446	9.2253839841	135.0795863876	28.23072402
Cu-BDC	0.15000000000000002	0.125	0.725	10.2737404018	4.8292992342000005	40.361419029000004	14.033833618900001	81.5164731071	11.1338650651	132.1516325379	29.9969979182
Cu-BDC	0.15000000000000002	0.15000000000000002	0.7	10.6042489927	5.7106215673000005	47.656437803500005	14.7636958421	68.2546863844	6.805897569	126.5153731806	27.2802149784
Cu-BDC	0.15000000000000002	0.17500000000000002	0.6749999999999999	5.6093213528999994	6.1203991251	34.586325341999995	25.5919468405	89.4942666825	11.637079483399999	129.6899133774	43.349425448999995
Cu-BDC	0.15000000000000002	0.2	0.6499999999999999	3.1341331902999996	2.2125522635	69.3777939475	8.5981155446	64.5393139478	3.5249565664999998	137.0512410856	14.3356243746
Cu-BDC	0.0	0.6000000000000001	0.3999999999999999	0.0	0.0	74.9684659128	14.9719808638	55.8486993361	7.8882677404	130.81716524889998	22.860248604200002
Cu-BDC	0.15000000000000002	0.225	0.625	6.337683545499999	6.482440828400001	67.2787017677	8.6132632178	65.2894337593	13.21720483	138.9058190725	28.312908876199998
Cu-BDC	0.15000000000000002	0.25	0.6	4.3515237684	5.355117552	75.042027386	15.1259383254	56.911714428100005	18.3640143874	136.3052655825	38.8450702648
Cu-BDC	0.15000000000000002	0.275	0.575	12.713701943299998	10.748987759	70.6428440716	15.9107219468	58.005811832700005	11.0017130464	141.3623578476	37.6614227522
Cu-BDC	0.15000000000000002	0.30000000000000004	0.5499999999999999	20.4842801012	8.0891983862	56.711751550200006	14.8251351991	63.692838967200004	6.8988544861	140.8888706186	29.8131880714
Cu-BDC	0.15000000000000002	0.325	0.5249999999999999	11.240400324600001	5.425053972100001	77.6508694928	23.1217185958	52.5736596618	18.8428678094	141.4649294792	47.3896403773
Cu-BDC	0.15000000000000002	0.35000000000000003	0.5	7.5934089759	4.1528337489	72.2062843969	22.7898023962	56.024832441	8.6134028003	135.8245258138	35.5560389454
Cu-BDC	0.15000000000000002	0.375	0.475	11.959437823499998	12.217059018599999	80.9435224776	10.9477123591	45.2506668059	10.9266872621	138.153627107	34.0914586398
Cu-BDC	0.15000000000000002	0.4	0.45	13.737346105999999	4.338129867	83.8725124046	23.7546232598	44.286079037200004	18.8963707871	141.8959375478	46.9891239139
Cu-BDC	0.15000000000000002	0.425	0.4249999999999999	10.9565152026	4.060380687099999	81.1186195054	16.412082965499998	49.9689618633	6.781123826699999	142.0440965713	27.2535874793
Cu-BDC	0.15000000000000002	0.45	0.3999999999999999	3.9153353145	4.3469053474	90.3718239758	9.3547881624	45.1263375554	6.9719012196	139.4134968457	20.6735947294
Cu-BDC	0.0	0.625	0.375	0.0	0.0	59.079187695600005	6.682308796	68.2640110782	3.9920124137	127.3431987738	10.6743212097
