o-xylene_comp	m-xylene_comp	p-xylene_comp	o-xylene_mass	o-xylene_error	m-xylene_mass	m-xylene_error	p-xylene_mass	p-xylene_error	total_mass	total_mass_error
0.43 0.13 0.44 167.6941563176 18.8744212734 25.7737911934 19.6806020280 166.7070749528 14.7960618298 360.1750224638 53.3510851312
0.43 0.14 0.43 121.1916564624 49.3077389769 65.3667214946 15.1558970471 162.1006952501 33.9435239741 348.6590732071 98.4071599981
0.43 0.15 0.42 125.4690090434 39.8918153551 68.3279655892 23.5084959950 163.0877766150 32.3838768112 356.8847512476 95.7841881613
0.43 0.16 0.41 98.2694336564 48.7503275287 50.5605010219 24.9173938230 216.2804946098 44.3046419059 365.1104292881 117.9723632576
0.43 0.17 0.4 113.1853298364 17.6519975781 89.2760256655 32.5158416003 157.0556127187 9.8732505856 359.5169682206 60.0410897640
0.43 0.18 0.39 81.0503476251 26.3532261920 62.1861259857 14.1239147653 211.1257363711 34.0878026361 354.3622099819 74.5649435934
0.43 0.19 0.38 106.8241388184 21.3617196839 112.3079241787 35.8114277325 146.0880419981 61.8850948369 365.2201049952 119.0582422533
0.03 0.46 0.51 4.9354068243 6.5805424323 117.3530067102 34.4807585856 219.4610901188 54.0842483946 341.7495036533 95.1455494125
0.43 0.2 0.37 136.5462554712 23.8579328262 66.4634785667 32.2035966457 157.6039912547 34.7767123368 360.6137252926 90.8382418087
0.43 0.21 0.36 131.8302000614 56.0639215477 65.5860729091 42.1109014979 164.2942093943 102.7599923511 361.7104823648 200.9348153967
0.43 0.22 0.35 124.2625762642 43.8955010468 62.8441802289 16.0831113654 164.6232365159 32.1437775234 351.7299930090 92.1223899356
0.43 0.23 0.34 90.5921341520 14.7700238653 103.5338676023 14.7863029663 152.0105301872 40.0723276742 346.1365319415 69.6286545058
0.43 0.24 0.3300000000000001 117.2433310030 8.5911859466 84.9986730845 22.0663598086 156.9459370115 16.2142096624 359.1879410990 46.8717554176
0.43 0.25 0.3200000000000001 144.2235549756 51.0056896360 91.4695398096 36.0257570358 127.8818746019 16.6389289754 363.5749693871 103.6703756472
0.43 0.26 0.31000000000000005 131.8302000614 54.2760686029 92.6759725889 27.7546723724 144.3332306828 54.0842483946 368.8394033331 136.1149893699
0.43 0.27 0.30000000000000004 106.8241388184 48.5872047968 97.5017037059 37.2665077687 146.7460962413 21.4538691471 351.0719387656 107.3075817126
0.43 0.28 0.29000000000000004 90.1534313232 21.5210456056 115.0498168589 24.0026982844 154.8620985746 34.1413976255 360.0653467567 79.6651415155
0.43 0.29 0.28 155.3008014034 49.5821541209 103.9725704311 29.9605447596 100.1339206789 20.7701582945 359.4072925134 100.3128571750
0.03 0.47 0.5 7.2385966756 5.6522905583 119.8755479759 32.5247188380 214.3063318801 45.0520251942 341.4204765316 83.2290345905
0.43 0.3 0.27 146.1977177053 33.0092905691 116.3659253453 27.9481592978 116.9143038814 33.0588125437 379.4779469320 94.0162624106
0.43 0.31 0.26 153.5459900881 29.8269533334 105.6177060392 18.0429038951 90.5921341520 43.2484009155 349.7558302793 91.1182581440
0.43 0.32 0.25 113.5143569580 40.8076174063 133.1463085478 19.1527827708 117.9013852462 59.7989130009 364.5620507520 119.7593131780
0.43 0.33 0.24 131.3914972325 14.0898072178 126.1270632866 65.2031072869 120.0948993903 43.5565855602 377.6134599094 122.8495000649
0.43 0.34 0.23 117.2433310030 25.4617770283 131.0624701109 28.0306734179 123.1658191921 26.4188723041 371.4716203060 79.9113227503
0.43 0.35000000000000003 0.22 125.0303062146 25.5052030264 141.2623108810 25.1308188182 121.3013321696 23.1766334937 387.5939492652 73.8126553383
0.43 0.36 0.21 111.5401942283 32.1976197346 169.2296162185 30.7843123525 66.9021813955 29.3226161604 347.6719918423 92.3045482475
0.43 0.37 0.2 146.7460962413 18.9532823297 117.0239795886 25.6706764420 78.5278063593 24.4594040139 342.2978821892 69.0833627856
0.43 0.38 0.18999999999999995 149.5976646287 19.7830169539 99.1468393140 27.5231400291 113.5143569580 12.6579261020 362.2588609007 59.9640830850
0.43 0.39 0.17999999999999994 138.0817153721 13.5466148546 120.3142508047 37.3709410939 104.3015975527 28.9959007699 362.6975637295 79.9134567184
0.03 0.48 0.49 15.1352475944 16.1577295231 143.3461493180 14.2426479738 196.4291916056 34.2244445813 354.9105885180 64.6248220782
0.43 0.4 0.16999999999999993 128.1012260164 28.9227961593 127.5528474803 50.6820450044 101.2306777509 52.9478148340 356.8847512476 132.5526559977
0.43 0.41 0.15999999999999992 117.9013852462 14.9738472144 101.5597048726 40.1562890622 148.6105832638 31.3756877195 368.0716733826 86.5058239961
0.43 0.42 0.15000000000000002 173.6166445068 14.9191215874 106.6047874040 27.0754648199 92.2372697601 16.5519501832 372.4587016709 58.5465365905
0.43 0.43 0.14 151.5718273584 45.5892245779 149.2686375071 41.3662107209 62.0764502785 15.2980903767 362.9169151440 102.2535256755
0.43 0.44 0.13 134.6817684487 63.2881100203 179.8681598175 16.5751891559 72.3859667558 31.8399741850 386.9358950220 111.7032733612
0.43 0.45 0.12 135.4494983991 22.3802948523 121.1916564624 31.2450671716 100.5726235077 33.0966322915 357.2137783692 86.7219943154
0.43 0.46 0.11 98.1597579492 22.8694231991 138.4107424937 39.4381399176 115.3788439805 22.6538087015 351.9493444234 84.9613718182
0.43 0.47 0.09999999999999998 105.5080303320 40.3606602517 179.3197812815 38.7886245534 94.1017567826 12.8951769520 378.9295683961 92.0444617571
0.43 0.48 0.09000000000000008 164.2942093943 23.2305471812 163.8555065654 11.7798040741 38.4961732292 28.4514935198 366.6458891889 63.4618447751
0.43 0.49 0.08000000000000007 133.3656599622 52.6918441651 181.5132954256 49.6820058585 45.6250941976 30.2943283514 360.5040495854 132.6681783750
0.03 0.49 0.48 9.3224351125 11.1416700252 154.4233957457 41.4371020301 194.3453531686 45.8103232435 358.0911840268 98.3890952988
0.43 0.5 0.07000000000000006 123.9335491425 34.3128999404 199.7194628217 54.7474062300 49.2443925354 39.7407620910 372.8974044996 128.8010682614
0.43 0.51 0.06000000000000005 116.6949524670 21.1580329925 173.3972930923 43.6856391246 75.6762379720 35.7347623657 365.7684835313 100.5784344828
0.43 0.52 0.05000000000000005 110.2240857418 34.9382117605 200.4871927722 44.0923624637 28.2963324591 19.9428921041 339.0076109731 98.9734663283
0.43 0.53 0.040000000000000036 103.8628947239 57.8214655487 206.7387080829 78.9055547142 59.6635847199 32.1288053406 370.2651875267 168.8558256035
0.43 0.54 0.030000000000000027 148.7202589710 39.1430125237 193.0292446822 33.8896160573 30.8188737248 4.1270722339 372.5683773780 77.1597008149
0.43 0.55 0.020000000000000014 192.0421633173 70.9811144824 152.8879358449 35.0372260205 7.8966509188 7.7738339327 352.8267500810 113.7921744356
0.43 0.56 0.010000000000000007 168.9005890969 23.6146850163 180.8552411823 21.5076270993 6.7998938468 12.4006321388 356.5557241260 57.5229442544
0.43 0.5700000000000001 0.0 197.6356243848 35.8999936200 158.1523697907 38.4372281843 0.0000000000 0.0000000000 355.7879941755 74.3372218043
0.44 0.0 0.56 126.6754418227 30.3704687878 0.0000000000 0.0000000000 226.2609839655 13.2630538423 352.9364257882 43.6335226301
0.44 0.01 0.55 140.7139323450 82.8834928076 4.8257311171 7.9512996741 179.8681598175 56.8454596971 325.4078232796 147.6802521788
0.0 0.35000000000000003 0.6499999999999999 0.0000000000 0.0000000000 169.0102648041 30.0311232902 159.4684782772 43.4869365470 328.4787430813 73.5180598372
0.03 0.5 0.47 8.7740565765 9.8829923251 164.0748579799 39.6619870403 185.2422694706 33.2619497150 358.0911840270 82.8069290804
0.44 0.02 0.54 114.6111140300 38.4772643680 8.5547051621 9.7506576689 246.3316383842 29.9910422280 369.4974575763 78.2189642649
0.44 0.03 0.53 129.8560373316 17.4711714782 10.5288678918 9.8927244716 232.8415263979 10.2322203640 373.2264316213 37.5961163138
0.44 0.04 0.52 148.9396103855 16.1428334846 26.3221697294 16.9767225222 187.1067564931 17.6628972380 362.3685366080 50.7824532448
0.44 0.05 0.51 166.7070749528 38.1381403587 25.7737911934 20.7632074911 177.4552942590 38.0661612869 369.9361604052 96.9675091367
0.44 0.06 0.5 122.6174406561 11.4735677825 28.9543867023 27.9739711057 216.7191974386 21.3954789417 368.2910247970 60.8430178299
0.44 0.07 0.49 138.0817153721 28.9294496667 28.2963324591 19.2555062616 216.4998460242 20.9753177147 382.8778938554 69.1602736430
0.44 0.08 0.48 110.0047343274 24.8225953662 37.1800647428 24.2221971422 223.2997398710 19.7586805971 370.4845389412 68.8034731055
0.44 0.09 0.47 136.7656068856 39.4442395108 27.0898996798 15.5507622366 213.5386019297 64.2576106812 377.3941084951 119.2526124286
0.44 0.1 0.46 113.2950055436 27.1907291334 28.7350352879 20.0631615100 218.6933601683 30.4685352409 360.7234009998 77.7224258843
0.44 0.11 0.45 157.0556127187 24.7060202289 20.0706544187 17.9090724681 195.7711373623 25.3253533687 372.8974044997 67.9404460657
0.03 0.51 0.46 19.7416272970 26.3130284998 179.7584841103 14.4904812781 157.8233426691 43.3816988150 357.3234540764 84.1852085929
0.44 0.12 0.44 149.8170160431 24.5281572428 45.6250941976 22.8315215417 157.6039912547 28.9560484078 353.0461014954 76.3157271923
0.44 0.13 0.43 136.8752825928 32.7825807487 59.2248818911 24.3272486926 161.0039381781 27.2349316679 357.1041026620 84.3447611092
0.44 0.14 0.4199999999999999 138.0817153721 33.5428407505 49.7927710714 33.8782560919 178.0036727950 36.8523432612 365.8781592385 104.2734401036
0.44 0.15 0.41 132.9269571334 22.4189593698 67.4505599316 39.2142419845 183.8164852769 38.7600838849 384.1940023419 100.3932852392
0.44 0.16 0.4 139.0687967369 68.0293578275 79.0761848954 64.6971409810 165.6103178807 60.9583855694 383.7552995130 193.6848843779
0.44 0.17 0.39 115.3788439805 37.3451822398 76.1149408008 27.4881544550 171.6424817770 25.7866223907 363.1362665583 90.6199590855
0.44 0.18 0.38 151.3524759440 20.7168092041 75.4568865576 26.4552719801 138.8494453225 18.6822515226 365.6588078241 65.8543327068
0.44 0.19 0.37 145.6493391693 27.3934702200 60.2119632560 23.6085717095 154.4233957457 38.0787990354 360.2846981710 89.0808409649
0.44 0.2 0.36 127.9915503091 12.4200172251 114.0627354940 28.6839194563 134.1333899127 33.9364357196 376.1876757158 75.0403724010
0.44 0.21 0.35 144.2235549756 20.1278081791 61.1990446208 20.1707908532 165.7199935879 49.9784387764 371.1425931843 90.2770378087
0.03 0.52 0.45 20.3996815403 8.4214947241 141.5913380027 17.8660346829 206.0806538397 39.0815036191 368.0716733827 65.3690330261
0.44 0.22 0.34 151.5718273584 14.5600439380 61.8570988641 18.8489118398 154.8620985746 34.5407094070 368.2910247971 67.9496651848
0.44 0.23 0.33 151.5718273584 14.5600439380 61.8570988641 18.8489118398 154.8620985746 34.5407094070 368.2910247971 67.9496651848
0.44 0.24 0.3200000000000001 145.2106363405 29.7413340419 98.2694336564 40.6090505175 129.9657130389 43.0230833899 373.4457830358 113.3734679493
0.44 0.25 0.31000000000000005 122.2884135344 60.2597900390 67.9989384676 39.1651320817 177.3456185518 94.2894754794 367.6329705538 193.7143976001
0.44 0.26 0.30000000000000004 118.0110609534 19.2530073315 89.0566742511 15.4265032557 143.6751764396 31.2758504965 350.7429116441 65.9553610837
0.44 0.27 0.29000000000000004 155.0814499890 20.0727519319 93.0049997105 31.9350348602 123.0561434849 25.6237756164 371.1425931844 77.6315624085
0.44 0.28 0.28 136.6559311784 16.7110654836 110.3337614490 40.9629589963 122.2884135344 25.6087492110 369.2781061618 83.2827736909
0.44 0.29 0.27 115.5981953949 51.0688534335 96.6242980483 21.4179555514 140.7139323450 36.4783446627 352.9364257882 108.9651536476
0.44 0.3 0.26 113.1853298364 10.1614409553 125.2496576290 30.8389678820 117.3530067102 48.0725026964 355.7879941756 89.0729115337
0.44 0.31 0.25 164.2942093943 21.3527082008 69.8634254901 43.9174181148 137.4236611288 39.2792180291 371.5812960132 104.5493443447
0.03 0.53 0.44 15.1352475944 19.1803967324 166.4877235384 36.1204582765 179.1004298670 32.3467111956 360.7234009998 87.6475662045
0.44 0.32 0.24 130.4044158677 17.5261642849 133.0366328406 22.3974873225 105.8370574536 21.9680195132 369.2781061619 61.8916711206
0.44 0.33 0.23 115.2691682733 11.6772441901 114.9401411517 34.2539550812 136.6559311784 36.6940235384 366.8652406034 82.6252228097
0.44 0.34 0.22 160.7845867637 20.7214537080 103.6435433095 32.3794191897 99.1468393140 17.1375092268 363.5749693872 70.2383821245
0.44 0.35000000000000003 0.21 141.8106894171 34.6589117493 135.2301469847 6.9572791566 86.5341329854 30.4527394312 363.5749693872 72.0689303371
0.44 0.36 0.2 97.1726765843 28.4261153205 126.8947932371 17.6928366800 137.8623639577 13.9697750313 361.9298337791 60.0887270318
0.44 0.37 0.18999999999999995 98.7081364852 35.7145599167 152.9976115521 19.6193869434 121.4110078768 37.0866097038 373.1167559141 92.4205565639
0.44 0.38 0.17999999999999994 141.8106894171 31.8898032126 103.6435433095 15.5569491325 110.8821399850 22.9366492803 356.3363727116 70.3834016254
0.44 0.39 0.16999999999999993 140.3849052234 10.0758493805 139.8365266874 27.6156374473 71.9472639270 19.3899702433 352.1686958378 57.0814570711
0.44 0.4 0.15999999999999992 118.9981423183 14.3335701634 165.6103178807 35.4169333952 91.5792155168 24.4849634640 376.1876757158 74.2354670226
0.44 0.41 0.1499999999999999 147.1847990702 25.5579698690 144.7719335116 31.6429146085 89.4953770799 46.9196726078 381.4521096617 104.1205570853
0.03 0.54 0.43 9.5417865269 7.0602538589 214.3063318801 38.0079735209 137.8623639577 23.4982602232 361.7104823647 68.5664876030
0.44 0.42 0.14 137.3139854216 31.6550767746 130.6237672821 52.0348530317 87.5212143502 21.9197814643 355.4589670539 105.6097112706
0.44 0.43 0.13 114.1724112012 24.1625315688 207.1774109117 34.0976817270 60.1022875488 18.6590581536 381.4521096617 76.9192714494
0.44 0.44 0.12 136.7656068856 40.1335169106 154.2040443313 23.6594676676 72.8246695846 16.0651514364 363.7943208015 79.8581360146
0.44 0.45 0.11 136.3269040568 16.8286999832 150.3653945791 32.9786663173 54.5088264813 18.9405850132 341.2011251172 68.7479513137
0.44 0.46 0.09999999999999998 143.2364736108 25.7062638402 185.0229180562 25.8108675840 41.7864444454 30.2227724803 370.0458361124 81.7399039045
0.44 0.47 0.08999999999999997 135.7785255208 54.8053799785 195.4421102407 68.5858242960 45.9541213192 10.2510123364 377.1747570807 133.6422166109
0.44 0.48 0.08000000000000007 137.4236611288 32.9363288722 159.3588025700 38.5933837755 60.2119632560 16.5082889355 356.9944269548 88.0380015832
0.44 0.49 0.07000000000000006 140.3849052234 33.7116792190 180.1971869391 26.5641717488 25.1157369501 12.8914451687 345.6978291126 73.1672961365
0.44 0.5 0.06000000000000005 119.8755479759 40.8111544634 187.2164322003 55.9178342274 65.2570457874 37.5661311731 372.3490259636 134.2951198639
0.44 0.51 0.05000000000000005 113.6240326652 16.3177402843 206.6290323757 25.1958305559 28.0769810447 32.6487467251 348.3300460856 74.1623175653
0.03 0.55 0.4199999999999999 13.1610848647 14.5996452186 191.6034604885 17.8687275814 162.6490737862 19.1301598815 367.4136191394 51.5985326815
0.44 0.52 0.040000000000000036 161.2232895925 27.0523530233 176.3585371869 14.2932317058 31.6962793825 5.6946939325 369.2781061619 47.0402786616
0.44 0.53 0.030000000000000027 135.2301469847 25.3215533306 187.7648107363 24.1943715188 34.3284963554 28.2665598213 357.3234540764 77.7824846707
0.44 0.54 0.020000000000000014 203.8871396955 40.8099754785 146.1977177053 17.0981578334 17.1094103241 18.8105828260 367.1942677249 76.7187161379
0.44 0.55 0.010000000000000007 176.9069157229 14.7895566363 160.8942624709 14.9674192909 12.9417334503 2.1491961587 350.7429116441 31.9061720859
0.44 0.56 0.0 175.8101586509 33.8441533173 174.0553473356 52.7931054312 0.0000000000 0.0000000000 349.8655059865 86.6372587485
0.45 0.0 0.55 132.9269571334 21.4874836281 0.0000000000 0.0000000000 219.7901172404 10.8440382286 352.7170743738 32.3315218567
0.45 0.01 0.54 139.2881481513 56.2455694036 5.8128124819 10.8040313924 193.4679475110 57.2015330605 338.5689081442 124.2511338565
0.45 0.02 0.53 104.3015975527 36.0257570358 10.0901650629 12.4393721024 238.5446631726 23.3894856497 352.9364257882 71.8546147879
0.45 0.03 0.52 136.6559311784 14.3066904957 15.1352475944 14.7732811206 205.5322753036 30.6652963540 357.3234540764 59.7452679703
0.45 0.04 0.51 160.1265325204 6.3194529584 22.8125470988 34.7559530105 189.6292977588 58.2352186492 372.5683773780 99.3106246181
0.03 0.56 0.4099999999999999 12.2836792070 8.2832391807 215.2934132450 20.8856644586 133.5850113766 26.6003725993 361.1621038286 55.7692762386
0.45 0.05 0.5 119.5465208543 34.0736846803 11.9546520854 13.2230883790 228.3448224024 38.7489100749 359.8459953421 86.0456831342
0.45 0.06 0.49 214.3063318801 12.6274800541 23.4706013420 24.2420530330 148.6105832638 47.4377545981 386.3875164859 84.3072876852
0.45 0.07 0.48 198.6227057497 39.0075649069 14.4771933512 9.9702396585 148.9396103855 12.9695871308 362.0395094864 61.9473916962
0.45 0.08 0.47 147.1847990702 29.6132533471 15.9029775448 10.1234895959 198.5130300425 30.9044269262 361.6008066575 70.6411698692
0.45 0.09 0.46 121.3013321696 10.0853954266 66.0247757379 26.9864649577 175.9198343581 32.5602035859 363.2459422656 69.6320639702
0.45 0.1 0.45 136.8752825928 47.7743150653 31.0382251392 19.0292883117 193.1389203894 33.2112819059 361.0524281214 100.0148852829
0.45 0.11 0.44 131.5011729397 21.4628381563 39.8122817157 11.6607508991 191.8228119029 23.8921926621 363.1362665583 57.0157817175
0.45 0.12 0.43 126.5657661155 21.9504906698 66.6828299811 18.2549935045 180.8552411823 28.1710759346 374.1038372789 68.3765601089
0.45 0.13 0.4199999999999999 130.4044158677 33.1315045101 51.6572580939 17.0389603406 167.2554534888 33.2156278894 349.3171274504 83.3860927401
0.45 0.14 0.4099999999999999 157.6039912547 10.6017328988 31.1479008464 17.3745152395 168.3522105609 9.2804055395 357.1041026620 37.2566536778
0.03 0.5700000000000001 0.3999999999999999 12.5030306215 18.5789482618 163.0877766150 24.5693168308 182.3907010832 60.2422213539 357.9815083197 103.3904864465
0.45 0.15 0.4 143.7848521468 14.4405885054 34.4381720626 15.9901012669 170.6554004122 26.8416589269 348.8784246216 57.2723486992
0.45 0.16 0.39 117.2433310030 23.0308539590 58.3474762335 42.7853354100 175.9198343581 59.3441863847 351.5106415946 125.1603757537
0.45 0.17 0.38 103.9725704311 35.5430523327 62.5151531073 37.7003762627 204.8742210604 24.1146928189 371.3619445988 97.3581214143
0.45 0.18 0.37 135.6688498136 32.7385200943 32.1349822113 14.7079989580 202.0226526731 40.6694322350 369.8264846980 88.1159512873
0.45 0.19 0.36 119.8755479759 37.6467356717 85.7664030349 14.1068712997 165.1716150519 46.2691119802 370.8135660627 98.0227189516
0.45 0.2 0.35 114.7207897372 29.0041964531 67.0118571027 26.9579229455 182.6100524976 40.7249988626 364.3426993375 96.6871182612
0.45 0.21 0.34 130.5140915749 43.3794805398 94.8694867330 27.0345612732 150.0363674575 36.5376515830 375.4199457654 106.9516933960
0.45 0.22 0.33 141.4816622955 14.1986629719 84.2309431340 40.7580663767 130.9527944037 17.5672959168 356.6653998332 72.5240252654
0.45 0.23 0.31999999999999995 161.4426410069 26.7986031704 55.6055835533 30.7138980454 128.3205774308 32.9100230633 345.3688019910 90.4225242791
0.45 0.24 0.31000000000000005 134.0237142055 23.1371555829 114.9401411517 39.2730928060 130.6237672821 22.5985191207 379.5876226393 85.0087675096
0.03 0.58 0.39 6.7998938468 12.6503214597 195.3324345335 14.1715274230 166.2683721240 19.6120282933 368.4007005043 46.4338771760
0.45 0.25 0.30000000000000004 132.2689028902 19.0267596707 88.5082957151 10.2557049493 134.9011198631 30.5678611477 355.6783184684 59.8503257677
0.45 0.26 0.29000000000000004 100.7919749221 12.1616463604 111.2111671067 9.8683761096 141.1526351738 19.9549516638 353.1557772026 41.9849741338
0.45 0.27 0.28 136.3269040568 18.2286172539 120.8626293408 30.8233619056 123.1658191921 17.7064287821 380.3553525897 66.7584079416
0.45 0.28 0.27 145.8686905837 57.4851385450 77.8697521161 36.5271151682 135.9978769352 38.6394847847 359.7363196350 132.6517384979
0.45 0.29 0.26 111.3208428139 32.5128819825 102.3274348230 33.0966322915 151.1331245296 64.3361849156 364.7814021665 129.9456991896
0.45 0.3 0.25 115.2691682733 29.5465622412 131.0624701109 17.1739690700 110.3337614490 10.4830700762 356.6653998332 57.2036013874
0.45 0.31 0.24 138.5204182009 30.7138980454 94.3211081970 25.6369164963 141.8106894171 40.4559180199 374.6522158150 96.8067325616
0.45 0.32 0.23 122.3980892417 20.0007116758 107.0434902328 29.1861049362 130.0753887461 44.3252711897 359.5169682206 93.5120878017
0.45 0.33 0.22 135.6688498136 13.4253100930 116.9143038814 32.8690610699 103.8628947239 18.5166896731 356.4460484189 64.8110608360
0.45 0.34 0.21 166.8167506600 18.2127731681 124.3722519714 35.0028778112 84.7793216701 14.8544803752 375.9683243015 68.0701313545
0.03 0.59 0.38 7.0192452612 5.6095666611 181.9519982544 23.0412973704 155.4104771106 39.9713412085 344.3817206262 68.6222052400
0.45 0.35000000000000003 0.2 174.7134015788 26.9150531761 79.9535905530 32.1512610002 108.3595987193 29.0307267092 363.0265908511 88.0970408855
0.45 0.36 0.18999999999999995 99.6952178501 12.1021564568 175.5908072365 10.7772776624 83.4632131836 15.6556069529 358.7492382702 38.5350410721
0.45 0.37 0.17999999999999994 172.5198874347 29.1217401265 122.9464677777 32.7957874020 73.8117509495 18.8642216394 369.2781061619 80.7817491679
0.45 0.38 0.16999999999999993 143.8945278540 38.9532539871 108.0305715977 32.6457991562 100.0242449717 26.8165514700 351.9493444234 98.4156046133
0.45 0.39 0.15999999999999992 148.2815561422 39.5295349911 123.7141977281 20.8971799606 98.9274878996 34.3801417456 370.9232417699 94.8068566973
0.45 0.4 0.1499999999999999 167.5844806104 8.2541444677 109.1273286698 51.1093502669 79.5148877242 38.4647575370 356.2266970044 97.8282522716
0.45 0.41 0.1399999999999999 103.8628947239 33.3644966236 188.3131892723 46.9719428170 70.7408311477 21.1875753976 362.9169151439 101.5240148382
0.45 0.42 0.13 134.0237142055 41.7897547359 164.0748579799 23.9726109059 62.9538559361 18.8105828260 361.0524281215 84.5729484678
0.45 0.43 0.12 151.9008544800 25.1537833239 138.3010667865 35.0715405901 76.0052650936 25.5485552115 366.2071863601 85.7738791255
0.45 0.44 0.11 170.4360489978 28.0341062357 114.5014383228 45.1107263168 66.7925056883 13.8278407895 351.7299930089 86.9726733420
0.0 0.36 0.64 0.0000000000 0.0000000000 110.7724642778 13.9938638348 253.2412079382 34.2244445813 364.0136722160 48.2183084161
0.03 0.6 0.37 13.7094634007 4.7554253450 152.0105301872 39.0815036191 174.0553473356 30.6197604168 339.7753409235 74.4566893809
0.45 0.45 0.09999999999999998 129.7463616244 20.1827142395 120.9723050480 28.3515415530 83.1341860620 15.3326481770 333.8528527344 63.8669039695
0.45 0.46 0.08999999999999997 135.9978769352 33.2083842675 139.9462023946 29.1943465722 78.0891035305 32.8412363346 354.0331828603 95.2439671743
0.45 0.47 0.07999999999999996 150.8040974080 29.3636096323 141.7010137099 65.2385181008 54.0701236525 57.1013485325 346.5752347704 151.7034762656
0.45 0.48 0.07000000000000006 152.1202058944 52.4043337379 164.1845336871 66.0156658314 28.5156838735 15.8935199302 344.8204234550 134.3135194995
0.45 0.49 0.06000000000000005 143.2364736108 28.6537099487 170.7650761194 44.3100715959 34.1091449410 40.6919044768 348.1106946712 113.6556860214
0.45 0.5 0.05000000000000005 183.1584310337 65.2584282397 138.8494453225 50.0698132681 38.7155246436 26.2910765812 360.7234009998 141.6193180890
0.45 0.51 0.040000000000000036 163.1974523222 30.9013129731 172.0811846059 35.8718372837 23.4706013420 9.4702925066 358.7492382701 76.2434427634
0.45 0.52 0.030000000000000027 134.3527413271 28.7509380510 210.4676821279 16.6099866522 18.0964916890 6.0471011802 362.9169151440 51.4080258834
0.45 0.53 0.020000000000000014 150.9137731152 17.4849358949 194.5647045831 34.0341232484 11.8449763782 7.3931514832 357.3234540765 58.9122106265
0.45 0.54 0.010000000000000007 168.6812376825 29.2947078331 192.9195689750 40.9394602800 11.2965978422 13.4073785903 372.8974044997 83.6415467034
0.03 0.61 0.36 5.7031367747 8.6247235599 168.5715619753 31.7158176475 185.4616208850 26.8953816951 359.7363196350 67.2359229025
0.45 0.55 0.0 166.8167506600 30.5867437982 169.5586433401 46.8991585841 0.0000000000 0.0000000000 336.3753940001 77.4859023823
0.46 0.0 0.54 122.6174406561 62.2146506020 0.0000000000 0.0000000000 241.8349343888 37.5084504805 364.4523750449 99.7231010825
0.46 0.01 0.53 127.7721988947 24.7973839264 1.0967570721 1.3873001550 238.9833660014 34.7268691054 367.8523219682 60.9115531868
0.46 0.02 0.52 128.8689559668 28.7006887763 16.8900589097 9.3681288655 217.4869273891 27.2349316679 363.2459422656 65.3037493097
0.46 0.03 0.51 143.3461493180 30.6197604168 23.2512499276 15.7963480913 203.3387611595 43.2984357180 369.9361604051 89.7145442261
0.46 0.04 0.5 124.9206305074 19.2405078123 22.2641685628 26.1074261313 201.6936255514 21.5969263296 348.8784246216 66.9448602732
0.46 0.05 0.49 165.0619393447 14.9899049640 46.3928241480 26.1810409006 166.3780478312 53.8846024866 377.8328113239 95.0555483512
0.46 0.06 0.48 132.8172814262 21.6080627849 40.1413088373 17.5809850765 180.0875112319 14.7732811206 353.0461014954 53.9623289820
0.46 0.07 0.47 121.8497107056 20.6166992969 27.6382782159 9.1393497939 213.5386019297 21.0119878785 363.0265908512 50.7680369693
0.46 0.08 0.46 137.5333368361 24.7915622609 20.5093572475 12.3422942013 203.4484368667 19.4840367815 361.4911309503 56.6178932437
0.03 0.62 0.35 27.5286025087 14.5402028514 199.3904357001 32.7458676537 134.4624170343 25.6500506440 361.3814552431 72.9361211491
0.46 0.09 0.45 146.6364205341 9.5763913854 51.1088795579 15.9599823830 163.3071280294 22.2227991350 361.0524281214 47.7591729034
0.46 0.1 0.44 122.8367920705 39.7564983706 61.4183960352 26.5768476555 193.9066503398 48.6475745049 378.1618384455 114.9809205310
0.46 0.11 0.43 159.5781539844 57.8231297871 54.6185021885 18.4124575494 150.0363674575 29.3603322608 364.2330236304 105.5959195973
0.46 0.12 0.4199999999999999 171.4231303626 47.1253427034 41.5670930310 21.5411576925 153.4363143809 9.3681288655 366.4265377745 78.0346292614
0.46 0.13 0.4099999999999999 156.8362613043 17.9680811040 51.6572580939 41.6213167539 156.5072341827 26.4461767579 365.0007535809 86.0355746158
0.46 0.14 0.3999999999999999 176.5778886013 21.2782178453 47.9282840489 37.4673790743 142.9074464891 33.2344539177 367.4136191393 91.9800508373
0.46 0.15 0.39 203.0097340379 31.3480723222 50.7798524363 20.2659815229 117.3530067102 39.8954336057 371.1425931844 91.5094874508
0.46 0.16 0.38 163.4168037366 58.3450022929 62.8441802289 18.8769703207 153.8750172097 52.5556101545 380.1360011752 129.7775827681
0.46 0.17 0.37 149.7073403359 11.6690004586 81.0503476251 12.2405164889 148.1718804350 27.4004950875 378.9295683960 51.3100120350
0.46 0.18 0.36 118.7787909039 33.2561630153 80.6116447963 14.0966353293 142.5784193675 24.4456301640 341.9688550677 71.7984285086
0.03 0.63 0.34 29.9414680672 14.0556169048 198.5130300425 26.9632768742 135.5591741063 29.2108228682 364.0136722160 70.2297166472
0.46 0.19 0.35 171.5328060698 69.1510334987 47.0508783913 18.4880844195 143.4558250252 56.5765088257 362.0395094863 144.2156267439
0.46 0.2 0.34 142.1397165387 14.1884932227 72.7149938774 40.4261740793 143.1267979035 45.4062726144 357.9815083196 100.0209399164
