,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,2.2817823746,0.085785559,1.8285500503999998,0.1288149992,5.731996995,0.18400509899999998,9.84232942,0.39860565719999996
1,IRMOF-1_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.0,0.0,2.2953537833,0.08522466810000001,1.8428355977000002,0.11549401890000001,5.7676969128,0.2538285838,9.9058862938,0.45454727079999996
2,IRMOF-1_v2_EQeq,5e-05,0.03,0.19399,0.77596,0.0006485232,0.0015885510000000001,2.2764252396,0.16248053029999998,1.8316668971,0.0396505694,5.804533770700001,0.1689821887,9.9132744306,0.37270183939999996
3,IRMOF-1_v2_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0019455697,0.0031771020000000002,2.2503538491,0.1816503294,1.8121866054,0.0973179606,5.7902083259,0.0854615993,9.854694350099999,0.3676069913
4,IRMOF-1_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0081065404,0.009835341800000001,2.2607109768,0.17859973629999998,1.8334850577000001,0.0866822152,5.839551524400001,0.2565210911,9.941854099299999,0.5316383844
5,IRMOF-1_v2_EQeq,0.001,0.03,0.1938,0.7752,0.0139432495,0.0056536945,2.1728539626,0.0772418867,1.8142645032,0.0692481065,5.8422801805999995,0.2613383781,9.8433418959,0.41348206579999996
6,IRMOF-1_v2_EQeq,0.005,0.03,0.193,0.772,0.0492877656,0.0164832102,2.2382110098,0.1067992934,1.8204981965,0.0857274499,5.6981161813,0.1198608777,9.8061131532,0.3288708312
7,IRMOF-1_v2_EQeq,0.01,0.03,0.192,0.768,0.1128430423,0.029902477200000003,2.2453538565,0.2024288296,1.8095892331,0.0522220403,5.7986216824,0.10688107349999999,9.9664078143,0.3914344206
8,IRMOF-1_v2_EQeq,0.02,0.03,0.19,0.76,0.2120670966,0.0214503409,2.2767823819,0.1564267117,1.7610183724000001,0.1237505454,5.6897028248,0.14130733380000002,9.9395706757,0.4429349318
9,IRMOF-1_v2_EQeq,0.03,0.03,0.188,0.752,0.3284770167,0.0363751587,2.2446395718,0.185191301,1.7911478903,0.06382140509999999,5.631264105900001,0.304950977,9.9955285847,0.5903388418
10,IRMOF-1_v2_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.4267282862,0.0497041337,2.32392517,0.0798466752,1.7690702263,0.0758930654,5.547812705599999,0.22879618559999998,10.067536388099999,0.43424005990000003
11,IRMOF-1_v2_EQeq,0.05,0.03,0.184,0.736,0.5661607809,0.0621162038,2.2367824404,0.1420259467,1.7495899346000001,0.08479376150000001,5.5139318919,0.157246003,10.0664650478,0.446181915
