,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,3.7752096225,0.10994574720000001,3.1296681770999997,0.056834772199999994,9.3136359487,0.2712678349,16.218513748299998,0.4380483543
1,NU-100_EQeq,1e-05,0.03,0.193998,0.775992,0.0,0.0,3.7662027862,0.16802230850000002,3.1342619357,0.12285111119999999,9.216707346,0.1767082428,16.1171720679,0.4675816625
2,NU-100_EQeq,5e-05,0.03,0.19399,0.77596,0.0014337370999999998,0.0007203021000000001,3.7502946076,0.1282636232,3.1130796043999998,0.1388825827,9.3117740854,0.1621078761,16.1765820345,0.42997438409999994
3,NU-100_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0019647509,0.0016315176,3.7057867992,0.18418250100000003,3.0726715426999998,0.045897711900000006,9.1967854089,0.2187196156,15.977208501700002,0.4504313461
4,NU-100_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0100361598,0.0022876772,3.7085941249000003,0.1052155586,3.0877713974,0.0444429858,9.1812947063,0.23145320870000002,15.9876963884,0.3833994303
5,NU-100_EQeq,0.001,0.03,0.1938,0.7752,0.017629656299999998,0.0048968566,3.7447969283,0.0900056025,3.1257549752999996,0.06305809820000001,9.1605907866,0.20013891,16.0487723465,0.3580994673
6,NU-100_EQeq,0.005,0.03,0.193,0.772,0.0947859533,0.0142960104,3.7245023033999995,0.154070067,3.0689284802,0.11883538519999999,9.1857631782,0.0952222051,16.0739799151,0.3824236677
7,NU-100_EQeq,0.01,0.03,0.192,0.768,0.1802260648,0.005820840799999999,3.7283038902,0.19976889899999997,3.0547643912,0.0802060656,9.1863217372,0.07210680900000001,16.149616083399998,0.3579026144
8,NU-100_EQeq,0.02,0.03,0.19,0.76,0.37054139070000003,0.0151784499,3.7193555398,0.0903893885,3.029498719,0.0678978019,9.0475012107,0.17133729890000002,16.1668968602,0.3448029392
9,NU-100_EQeq,0.03,0.03,0.188,0.752,0.5604319056,0.0262546427,3.6800529810000002,0.18484913760000002,3.0049986732,0.07706977429999999,8.9061113128,0.1886740783,16.1515948726,0.4768476329
10,NU-100_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.7392242333,0.0183807476,3.6772456554,0.2297226291,2.9490228741,0.1410500716,8.8199070427,0.16027960800000002,16.1853998055,0.5494330563000001
11,NU-100_EQeq,0.05,0.03,0.184,0.736,0.9216274545,0.0448691217,3.6818075594999997,0.078791321,2.9391122653,0.0495192785,8.7398469214,0.123238946,16.2823942007,0.2964186672
