,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,3.7017802962,0.182904302,1.8072515981000001,0.1272510948,5.6887932728,0.2137379575,11.1978251671,0.5238933543
1,IRMOF-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0,0.0,3.8121372775,0.3053464618,1.7880310436000002,0.04644578,5.6667366357,0.0612412949,11.266904956800001,0.41303353670000004
2,IRMOF-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0003242616,0.0012970465,3.7732087631,0.1079019141,1.8077710725999998,0.0600212204,5.7049378216,0.1898514241,11.286241918900002,0.35907160509999997
3,IRMOF-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0012970465,0.0024265517,3.8135658469,0.2967300488,1.8101087076,0.0789772019,5.7758828812,0.12661572140000002,11.4008544822,0.5047495238
4,IRMOF-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0051881859,0.006924333299999999,3.8182086972000002,0.2933128044,1.808290547,0.0532708317,5.6919767049,0.1288999241,11.323664135,0.4824078935
5,IRMOF-1_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0152402959,0.010967523,3.7632087776999996,0.2860761373,1.8127060797999999,0.0272612746,5.7049378216,0.1209516142,11.296092975,0.44525654909999995
6,IRMOF-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0577185676,0.009308059399999999,3.7353516756,0.23678725309999998,1.7958231603,0.0951843902,5.6731035,0.1192207293,11.261996903499998,0.460500432
7,IRMOF-1_v2_EQeq,0.01,0.05,0.188,0.752,0.10408797859999999,0.022873663500000002,3.8321372483,0.3175314716,1.7898492041999998,0.1329631352,5.6273985097,0.17810506210000002,11.3534729408,0.6514733324
8,IRMOF-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.21952511379999998,0.0301127152,3.8149944162000002,0.1609694028,1.769849438,0.09930525470000001,5.5512235258,0.2189811484,11.355592493800001,0.5093685211
9,IRMOF-1_v2_EQeq,0.03,0.05,0.184,0.736,0.3365835571,0.057151052300000005,3.8710657627,0.22903268079999997,1.7353043872999998,0.06697796589999999,5.5384897971000004,0.10005692640000001,11.481443504200001,0.45321862539999996
10,IRMOF-1_v2_EQeq,0.04,0.05,0.182,0.728,0.4273768094,0.0474619767,3.7710659091000003,0.1874014006,1.7064735556,0.1235541332,5.4541288449000005,0.1546867012,11.359045119000001,0.5131042117
11,IRMOF-1_v2_EQeq,0.05,0.05,0.18,0.72,0.5590270254,0.0556899855,3.8103515658999996,0.3084634848,1.7056943438999999,0.11523203189999999,5.3743156528,0.1287184867,11.449388588,0.6081039889000001
