,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,40.7631625545,0.6126690583,2.7307019591,0.062041840300000005,9.3759406579,0.3006020076,52.8698051715,0.9753129062
1,MgMOF-74_EQeq,1e-05,0.05,0.189998,0.759992,5.715020000000001e-05,0.0002286009,39.6525546444,0.7037913329000001,2.7412308932,0.024698734,9.353297427200001,0.2191631239,51.747140115,0.9478817917
2,MgMOF-74_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0010287039999999999,0.0011767951,40.6369571101,1.2940405629,2.7537740582,0.0285545964,9.386641087300001,0.1340796555,52.7784009596,1.4578516099
3,MgMOF-74_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0014859057999999999,0.0013716053,40.3686839911,1.4182689447999999,2.7196694672,0.0423202457,9.2804784002,0.099994044,52.370317764300005,1.5619548397999998
4,MgMOF-74_EQeq,0.0005,0.05,0.1899,0.7596,0.008458232900000001,0.0017927324,40.9837230916,1.3657462078,2.7360122041,0.0609150566,9.309974715,0.0756051706,53.0381682436,1.5040591674000001
5,MgMOF-74_EQeq,0.001,0.05,0.1898,0.7592,0.0176594186,0.0022104654,40.0082588668,1.7942601003,2.7324873001,0.08413488599999999,9.3002761984,0.2679026241,52.058681783900006,2.1485080758
6,MgMOF-74_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0779529029,0.0082375657,40.5568906138,1.9243108141999998,2.7338148613,0.0848706364,9.3480474038,0.1898816632,52.7167057818,2.2073006795
7,MgMOF-74_EQeq,0.01,0.05,0.188,0.752,0.1635067854,0.0130642958,40.8643786914,1.7956052756,2.7189370196,0.0560643959,9.265970702,0.1117813236,53.012793198400004,1.9765152909
8,MgMOF-74_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.32461326149999997,0.012139546599999999,39.900244631199996,0.9973863690000001,2.6609821039,0.0270665154,9.0960062037,0.270910883,51.9818462003,1.307503314
9,MgMOF-74_EQeq,0.03,0.05,0.184,0.736,0.5094370798,0.0217813585,40.164363356500004,0.5702088828999999,2.6396953457,0.045410827800000005,9.001706165,0.2793906957,52.315201947,0.9167917648999999
10,MgMOF-74_EQeq,0.04,0.05,0.182,0.728,0.6480263682999999,0.0265103119,40.523592519,1.5187958819999998,2.6258703974,0.054997164,8.9337764728,0.1332110067,52.7312657575,1.7335143646000002
11,MgMOF-74_EQeq,0.05,0.05,0.18,0.72,0.814676416,0.0335837191,40.5442385967,1.0014944524,2.5974880531999998,0.0394757996,8.8326634266,0.18041715100000003,52.7890664925,1.2549711221
