,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,9.5917780932,0.3561417356,2.4803460311000003,0.0518328646,7.7880537315,0.2157993689,19.8601778558,0.6237739690999999
1,ZIF-8_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0001828311,0.0004478428,9.7168291444,0.2037532674,2.5212787336,0.0868825969,7.8222217025,0.4807216982,20.0605124116,0.7718054053
2,ZIF-8_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0011884018,0.0010969863,9.6331597213,0.2796073514,2.53460566,0.06824055059999999,7.8598513442,0.2649345884,20.0288051273,0.6138794767
3,ZIF-8_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0016454795000000002,0.0010969863,9.677159165199999,0.24251440829999998,2.5367291812,0.0625232346,7.763757932100001,0.2072018359,19.979291758,0.5133364651
4,ZIF-8_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.009050137,0.0030263924,9.610002119199999,0.1034452384,2.5302121678,0.08659304550000001,7.861325759500001,0.2623806762,20.0105901835,0.4554453525
5,ZIF-8_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0146264841,0.005924403199999999,9.5730506411,0.2643783158,2.4990915979,0.0923172515,7.804144089299999,0.2830298325,19.8909128124,0.645649803
6,ZIF-8_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0811769867,0.011857266699999999,9.5455635743,0.2528024587,2.5120523999,0.06372061700000001,7.7117687679,0.138250836,19.850561728800002,0.4666311784
7,ZIF-8_v2_EQeq,0.01,0.05,0.188,0.752,0.1607084939,0.011941541200000001,9.682394797,0.1662032231,2.5001899709,0.0749293321,7.593366811799999,0.0735188066,19.9366600736,0.326592903
8,ZIF-8_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.3311070334,0.0102873949,9.5455635743,0.37331790119999997,2.4666529803999997,0.0723043593,7.7116405579,0.0956867743,20.054964146,0.5515964297
9,ZIF-8_v2_EQeq,0.03,0.05,0.184,0.736,0.4866962579,0.0156360638,9.614331584,0.20507620699999998,2.4608682156,0.0794206003,7.536056931599999,0.2121612857,20.0979529891,0.5122941568
10,ZIF-8_v2_EQeq,0.04,0.05,0.182,0.728,0.6533467609,0.024431045099999996,9.6816900004,0.38661270509999995,2.4322372913,0.0680926727,7.4575923976,0.1588456473,20.2248664502,0.6379820702000001
11,ZIF-8_v2_EQeq,0.05,0.05,0.18,0.72,0.8127754373999999,0.0476884227,9.6219836612,0.181112545,2.4135649494,0.0716398242,7.404385238200001,0.19846000460000002,20.252709286199998,0.49890079649999997
