,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,6.1798009938,0.2752228777,3.0070403437,0.0741694743,9.0603108301,0.2272386985,18.2471521676,0.5766310505
1,NU-100_EQeq,1e-05,0.05,0.189998,0.759992,0.0002124055,0.00039737430000000003,6.054641059600001,0.23304214129999998,3.0083589225,0.0616273941,8.9049941948,0.2155804987,17.9682065824,0.5106474084
2,NU-100_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0007434192,0.0006192631,6.0782693836,0.18877779079999998,3.0332417814999997,0.0897472625,8.931879500700001,0.19408717309999998,18.044134085,0.47323148950000005
3,NU-100_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0014337370999999998,0.0010934242,6.0225322726999995,0.158701775,2.981009045,0.082086393,8.8371106595,0.32736706670000004,17.8420857143,0.5692486589
4,NU-100_EQeq,0.0005,0.05,0.1899,0.7596,0.0091334364,0.00380852,6.064700643099999,0.1369320858,2.9962365039999996,0.0386936733,8.9608500934,0.15288201029999998,18.0309206769,0.3323162894
5,NU-100_EQeq,0.001,0.05,0.1898,0.7592,0.0191695962,0.0030670353999999998,6.034638864500001,0.1172005916,3.0014257498,0.0724453462,8.9915336003,0.1011895958,18.0467678108,0.293902569
6,NU-100_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0939363314,0.0075051612,6.1165191952999995,0.1468183291,3.0098476406,0.0348884954,8.8849605459,0.1924192459,18.1052637132,0.38163123159999995
7,NU-100_EQeq,0.01,0.05,0.188,0.752,0.1864389256,0.012799083700000002,5.9940496148,0.085946572,2.9648883551,0.060432359000000005,8.7588751642,0.1561329022,17.9042520597,0.3153109169
8,NU-100_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.3667711931,0.0101566703,6.113536411799999,0.1886670104,2.9653987727999995,0.0372043136,8.7141904454,0.0327693016,18.1598968231,0.2687972959
9,NU-100_EQeq,0.03,0.05,0.184,0.736,0.5505019486,0.0205567485,6.0770411786,0.0539764173,2.9398353569,0.12370401589999999,8.6335345279,0.14421865609999998,18.200913012,0.3424558378
10,NU-100_EQeq,0.04,0.05,0.182,0.728,0.7267454103000001,0.016125340800000002,6.0382065075,0.2008995722,2.8607631605,0.0555919282,8.507560858,0.0956907601,18.133275936300002,0.3683076013
11,NU-100_EQeq,0.05,0.05,0.18,0.72,0.9136622483,0.029947292099999998,6.0727132183000005,0.18219649359999998,2.8558716583,0.08082445070000001,8.426942177699999,0.14633030660000002,18.2691893026,0.439298543
