,MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,12.471332659200002,0.5630425586,3.3766882948,0.06674080639999999,10.1048218324,0.1585063758,25.952842786399998,0.7882897408
1,NU-125_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0002611125,0.0006395925,12.6215983415,0.2641180214,3.36623059,0.09755508449999999,10.0245303749,0.1383514034,26.0126204189,0.5006641018
2,NU-125_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0013055627,0.002477131,12.560341709300001,0.5754652949,3.3893421175,0.1143768881,10.047418475599999,0.2781102223,25.998407865100003,0.9704295363
3,NU-125_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0020889003,0.0015225345999999999,12.5489819113,0.4366755761,3.3708319800999997,0.0630959358,9.9889164901,0.298377358,25.9108192818,0.7996714045000001
4,NU-125_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0103139452,0.004161449,12.5508512451,0.5257796389,3.3719823276,0.0855396782,10.187768309600001,0.2802488297,26.1209158275,0.8957295958
5,NU-125_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0215417842,0.0074771251,12.6041991572,0.2736238452,3.3414458297000005,0.1051622965,10.0835816749,0.2041557005,26.050768446,0.5904189673
6,NU-125_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.10653391460000002,0.013039950600000001,12.4854245605,0.2500569942,3.3886100781999997,0.1138970323,10.015466687,0.3084375323,25.996035240300003,0.6854315094
7,NU-125_v2_EQeq,0.01,0.05,0.188,0.752,0.2099344787,0.016670353500000002,12.5551650925,0.42354336509999996,3.3412366756,0.036467262599999994,10.0610597837,0.2237510763,26.1673960305,0.7004320575
8,NU-125_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.4074661119,0.0259199406,12.359747808,0.2156375262,3.2857062632,0.0410624411,9.9664861513,0.2375797384,26.0194063344,0.5201996463
9,NU-125_v2_EQeq,0.03,0.05,0.184,0.736,0.6104811084,0.0251997272,12.471907838800002,0.22291346690000002,3.2892618827999995,0.10826144089999999,9.7339430475,0.2289230447,26.1055938775,0.5852976797
10,NU-125_v2_EQeq,0.04,0.05,0.182,0.728,0.8104933108,0.0395703965,12.457384552799999,0.34883661549999995,3.2474310637,0.0499111969,9.674067775900001,0.1650124828,26.1893767032,0.6033306917
11,NU-125_v2_EQeq,0.05,0.05,0.18,0.72,1.0131166384999999,0.0093782667,12.463999118699999,0.35774532509999996,3.2394832081000002,0.0902751332,9.5148581469,0.158642748,26.231457112199998,0.616041473
