,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,6.0940021042999994,0.33811342619999996,2.9802859533999997,0.0972697914,8.9909378041,0.1331120532,18.065225861800002,0.5684952708
1,NU-100_EQeq,1e-05,0.05,0.189998,0.759992,5.3593e-06,1.31275e-05,6.0685607158,0.18952675260000001,3.0129526811000003,0.053815518,8.941039867999999,0.1024873465,18.022558624200002,0.34584274460000003
2,NU-100_EQeq,5e-05,0.05,0.18999,0.7599600000000001,1.0718499999999999e-05,2.00525e-05,6.0995582696,0.17921469539999998,3.0169509525,0.0861038874,8.9869906539,0.22429330320000002,18.1035105945,0.48963193850000003
3,NU-100_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,1.87574e-05,3.21556e-05,6.0745847687,0.0898130945,3.0088268052999996,0.0696192712,8.952471708600001,0.24492856170000002,18.03590204,0.404393083
4,NU-100_EQeq,0.0005,0.05,0.1899,0.7596,0.00015541870000000002,9.8237e-05,5.9993718363,0.1339338994,2.9976401525,0.1221088152,8.9728777302,0.1775018863,17.9700451377,0.43364283789999997
5,NU-100_EQeq,0.001,0.05,0.1898,0.7592,0.0002572448,0.0001338744,6.0524185935000006,0.150546972,2.9970446653,0.0951485166,8.9697125626,0.1560089455,18.019433066199998,0.4018383085
6,NU-100_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0015139929000000001,0.0002444202,6.060255710800001,0.22271351679999998,2.9249907111,0.0741383425,8.9000788758,0.1902072825,17.8868392906,0.487303562
7,NU-100_EQeq,0.01,0.05,0.188,0.752,0.003312027,0.0004443346,6.088679882799999,0.277602195,2.9683336741,0.0378788112,8.961483126900001,0.22169022800000002,18.0218087108,0.5376155688
8,NU-100_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.0066052966,0.00050616,6.134591353999999,0.2100373722,2.9601669921,0.0732569322,8.752358642699999,0.2280597668,17.8537222854,0.5118602312
9,NU-100_EQeq,0.03,0.05,0.184,0.736,0.0097538659,0.000490014,6.038323479400001,0.1552338326,2.8970453463999997,0.0989334252,8.6123837609,0.3033428574,17.5575064526,0.5580001292
10,NU-100_EQeq,0.04,0.05,0.182,0.728,0.013336535900000002,0.001076746,6.1174549705,0.43373121,2.8658248019,0.136321591,8.5731729201,0.3384006175,17.569789228399998,0.9095301645
11,NU-100_EQeq,0.05,0.05,0.18,0.72,0.0170692653,0.0010751977,6.1162852515,0.1628993213,2.8408994081,0.0719937174,8.5587620983,0.1138202331,17.5330160232,0.34978846950000003
