,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,74.90561794279999,2.1983610704,0.4063805679,0.011318898,1.2611162304,0.0243083202,76.5731147411,2.2339882886
1,MOF-801_EQeq,1e-05,0.05,0.189998,0.759992,0.0,0.0,74.7531579107,1.0987030317,0.3975610079,0.0171938521,1.2601138394,0.034934825,76.410832758,1.1508317088
2,MOF-801_EQeq,5e-05,0.05,0.18999,0.7599600000000001,1.9494999999999997e-06,7.798200000000001e-06,75.79918776560001,1.7333918658,0.3963541208,0.010114315,1.2603305726,0.0297408557,77.45587440850001,1.7732548347
3,MOF-801_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,3.8991000000000005e-06,1.5596400000000002e-05,74.85783323279999,1.0132671067,0.40303841890000003,0.0122420368,1.2675098594,0.0328988556,76.5283854102,1.0584235954999999
4,MOF-801_EQeq,0.0005,0.05,0.1899,0.7596,7.798200000000001e-06,1.91016e-05,75.5409886378,2.5189700611,0.3964160124,0.025568817799999997,1.246432557,0.038445559500000004,77.1838450054,2.58300354
5,MOF-801_EQeq,0.001,0.05,0.1898,0.7592,2.3394499999999998e-05,1.98815e-05,74.2027614508,1.2511013925,0.4014601818,0.012196895400000001,1.2608994972,0.0099417122,75.8651445243,1.2732598816
6,MOF-801_EQeq,0.005,0.05,0.189,0.7559999999999999,0.00010527540000000001,3.97631e-05,75.307809465,2.2691790321000003,0.4007484279,0.0248362173,1.257756866,0.0202745469,76.9664200343,2.3143295594
7,MOF-801_EQeq,0.01,0.05,0.188,0.752,0.00017935799999999999,6.82062e-05,75.2365791848,2.2792880845,0.39387845479999994,0.013929883999999998,1.2520676198,0.0389801279,76.8827046174,2.3322663026
8,MOF-801_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.0003684638,9.58256e-05,74.5894218784,1.2777653103,0.3827998496,0.0130222736,1.2199911082,0.0356555735,76.1925813,1.326538983
9,MOF-801_EQeq,0.03,0.05,0.184,0.736,0.0006180055,0.00012670540000000002,75.3067031404,2.4683981542,0.3839448451,0.012663763400000002,1.2213727822,0.034329555,76.9126387732,2.515518178
10,MOF-801_EQeq,0.04,0.05,0.182,0.728,0.0008032121,0.0001656998,74.9492752113,1.9050856502000002,0.3898554976,0.023428748399999998,1.2177695929999999,0.0472430499,76.557703514,1.9759231483000002
11,MOF-801_EQeq,0.05,0.05,0.18,0.72,0.0009182352000000001,5.83562e-05,74.913872826,0.8623360231999999,0.38484227409999994,0.0117274468,1.1783512447,0.035198714,76.47798458,0.9093205402
